timeline_id,project_id,stage_name,planned_duration_days,actual_duration_days,stage_status,start_date,end_date
TL-LG-TN-0780-COM,LG-TN-0780,Compensation,33,45,IN_PROGRESS,2022-06-30,2024-06-30
TL-LG-TN-0780-LEG,LG-TN-0780,Legal Resolution,61,59,COMPLETED,2022-06-30,2024-06-30
TL-LG-TN-0780-R&R,LG-TN-0780,R&R,44,88,DELAYED,2022-06-30,2024-06-30
TL-LG-TN-0780-POS,LG-TN-0780,Possession,40,53,IN_PROGRESS,2022-06-30,2024-06-30
TL-LG-TN-0780-FIN,LG-TN-0780,Final Handover,88,118,IN_PROGRESS,2022-06-30,2024-06-30
TL-LG-TS-0781-LAN,LG-TS-0781,Land Identification,53,105,DELAYED,2023-02-27,2024-06-30
TL-LG-TS-0781-SUR,LG-TS-0781,Survey,63,89,IN_PROGRESS,2023-02-27,2024-06-30
TL-LG-TS-0781-DOC,LG-TS-0781,Documentation,34,25,COMPLETED,2023-02-27,2024-06-30
TL-LG-TS-0781-APP,LG-TS-0781,Approval,45,54,IN_PROGRESS,2023-02-27,2024-06-30
TL-LG-TS-0781-NOT,LG-TS-0781,Notification,38,45,IN_PROGRESS,2023-02-27,2024-06-30
TL-LG-TS-0781-OBJ,LG-TS-0781,Objection/Hearing,34,38,IN_PROGRESS,2023-02-27,2024-06-30
TL-LG-TS-0781-COM,LG-TS-0781,Compensation,44,98,DELAYED,2023-02-27,2024-06-30
TL-LG-TS-0781-LEG,LG-TS-0781,Legal Resolution,62,106,DELAYED,2023-02-27,2024-06-30
TL-LG-TS-0781-R&R,LG-TS-0781,R&R,69,67,COMPLETED,2023-02-27,2024-06-30
TL-LG-TS-0781-POS,LG-TS-0781,Possession,65,106,DELAYED,2023-02-27,2024-06-30
TL-LG-TS-0781-FIN,LG-TS-0781,Final Handover,57,50,COMPLETED,2023-02-27,2024-06-30
TL-LG-TR-0782-LAN,LG-TR-0782,Land Identification,86,136,DELAYED,2024-06-18,2024-06-30
TL-LG-TR-0782-SUR,LG-TR-0782,Survey,30,59,IN_PROGRESS,2024-06-18,2024-06-30
TL-LG-TR-0782-DOC,LG-TR-0782,Documentation,35,66,DELAYED,2024-06-18,2024-06-30
TL-LG-TR-0782-APP,LG-TR-0782,Approval,61,71,IN_PROGRESS,2024-06-18,2024-06-30
TL-LG-TR-0782-NOT,LG-TR-0782,Notification,79,101,IN_PROGRESS,2024-06-18,2024-06-30
TL-LG-TR-0782-OBJ,LG-TR-0782,Objection/Hearing,35,77,DELAYED,2024-06-18,2024-06-30
TL-LG-TR-0782-COM,LG-TR-0782,Compensation,65,98,DELAYED,2024-06-18,2024-06-30
TL-LG-TR-0782-LEG,LG-TR-0782,Legal Resolution,77,131,DELAYED,2024-06-18,2024-06-30
TL-LG-TR-0782-R&R,LG-TR-0782,R&R,72,94,IN_PROGRESS,2024-06-18,2024-06-30
TL-LG-TR-0782-POS,LG-TR-0782,Possession,52,68,IN_PROGRESS,2024-06-18,2024-06-30
TL-LG-TR-0782-FIN,LG-TR-0782,Final Handover,76,115,DELAYED,2024-06-18,2024-06-30
TL-LG-UP-0783-LAN,LG-UP-0783,Land Identification,66,121,DELAYED,2022-05-12,2024-06-30
TL-LG-UP-0783-SUR,LG-UP-0783,Survey,72,71,COMPLETED,2022-05-12,2024-06-30
TL-LG-UP-0783-DOC,LG-UP-0783,Documentation,70,64,COMPLETED,2022-05-12,2024-06-30
TL-LG-UP-0783-APP,LG-UP-0783,Approval,90,124,DELAYED,2022-05-12,2024-06-30
TL-LG-UP-0783-NOT,LG-UP-0783,Notification,42,71,IN_PROGRESS,2022-05-12,2024-06-30
TL-LG-UP-0783-OBJ,LG-UP-0783,Objection/Hearing,30,66,DELAYED,2022-05-12,2024-06-30
TL-LG-UP-0783-COM,LG-UP-0783,Compensation,44,71,IN_PROGRESS,2022-05-12,2024-06-30
TL-LG-UP-0783-LEG,LG-UP-0783,Legal Resolution,61,87,IN_PROGRESS,2022-05-12,2024-06-30
TL-LG-UP-0783-R&R,LG-UP-0783,R&R,66,79,IN_PROGRESS,2022-05-12,2024-06-30
TL-LG-UP-0783-POS,LG-UP-0783,Possession,87,104,IN_PROGRESS,2022-05-12,2024-06-30
TL-LG-UP-0783-FIN,LG-UP-0783,Final Handover,32,91,DELAYED,2022-05-12,2024-06-30
TL-LG-UK-0784-LAN,LG-UK-0784,Land Identification,34,30,COMPLETED,2021-12-02,2024-06-30
TL-LG-UK-0784-SUR,LG-UK-0784,Survey,60,79,IN_PROGRESS,2021-12-02,2024-06-30
TL-LG-UK-0784-DOC,LG-UK-0784,Documentation,47,82,DELAYED,2021-12-02,2024-06-30
TL-LG-UK-0784-APP,LG-UK-0784,Approval,55,90,DELAYED,2021-12-02,2024-06-30
TL-LG-UK-0784-NOT,LG-UK-0784,Notification,34,52,IN_PROGRESS,2021-12-02,2024-06-30
TL-LG-UK-0784-OBJ,LG-UK-0784,Objection/Hearing,67,60,COMPLETED,2021-12-02,2024-06-30
TL-LG-UK-0784-COM,LG-UK-0784,Compensation,83,133,DELAYED,2021-12-02,2024-06-30
TL-LG-UK-0784-LEG,LG-UK-0784,Legal Resolution,72,83,IN_PROGRESS,2021-12-02,2024-06-30
TL-LG-UK-0784-R&R,LG-UK-0784,R&R,54,102,DELAYED,2021-12-02,2024-06-30
TL-LG-UK-0784-POS,LG-UK-0784,Possession,83,111,IN_PROGRESS,2021-12-02,2024-06-30
TL-LG-UK-0784-FIN,LG-UK-0784,Final Handover,84,115,DELAYED,2021-12-02,2024-06-30
TL-LG-WB-0785-LAN,LG-WB-0785,Land Identification,84,105,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-SUR,LG-WB-0785,Survey,76,94,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-DOC,LG-WB-0785,Documentation,69,107,DELAYED,2023-08-29,2024-06-30
TL-LG-WB-0785-APP,LG-WB-0785,Approval,38,68,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-NOT,LG-WB-0785,Notification,76,76,COMPLETED,2023-08-29,2024-06-30
TL-LG-WB-0785-OBJ,LG-WB-0785,Objection/Hearing,58,118,DELAYED,2023-08-29,2024-06-30
TL-LG-WB-0785-COM,LG-WB-0785,Compensation,83,76,COMPLETED,2023-08-29,2024-06-30
TL-LG-WB-0785-LEG,LG-WB-0785,Legal Resolution,71,84,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-R&R,LG-WB-0785,R&R,60,62,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-POS,LG-WB-0785,Possession,50,63,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-WB-0785-FIN,LG-WB-0785,Final Handover,85,92,IN_PROGRESS,2023-08-29,2024-06-30
TL-LG-AN-0786-LAN,LG-AN-0786,Land Identification,58,78,IN_PROGRESS,2021-02-05,2024-06-30
TL-LG-AN-0786-SUR,LG-AN-0786,Survey,60,70,IN_PROGRESS,2021-02-05,2024-06-30
TL-LG-AN-0786-DOC,LG-AN-0786,Documentation,76,83,IN_PROGRESS,2021-02-05,2024-06-30
TL-LG-AN-0786-APP,LG-AN-0786,Approval,88,130,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-NOT,LG-AN-0786,Notification,42,99,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-OBJ,LG-AN-0786,Objection/Hearing,90,134,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-COM,LG-AN-0786,Compensation,37,86,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-LEG,LG-AN-0786,Legal Resolution,37,75,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-R&R,LG-AN-0786,R&R,65,63,COMPLETED,2021-02-05,2024-06-30
TL-LG-AN-0786-POS,LG-AN-0786,Possession,42,102,DELAYED,2021-02-05,2024-06-30
TL-LG-AN-0786-FIN,LG-AN-0786,Final Handover,83,97,IN_PROGRESS,2021-02-05,2024-06-30
TL-LG-CH-0787-LAN,LG-CH-0787,Land Identification,51,108,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-SUR,LG-CH-0787,Survey,36,89,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-DOC,LG-CH-0787,Documentation,62,64,IN_PROGRESS,2021-04-08,2024-06-30
TL-LG-CH-0787-APP,LG-CH-0787,Approval,31,66,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-NOT,LG-CH-0787,Notification,39,67,IN_PROGRESS,2021-04-08,2024-06-30
TL-LG-CH-0787-OBJ,LG-CH-0787,Objection/Hearing,71,102,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-COM,LG-CH-0787,Compensation,30,44,IN_PROGRESS,2021-04-08,2024-06-30
TL-LG-CH-0787-LEG,LG-CH-0787,Legal Resolution,50,98,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-R&R,LG-CH-0787,R&R,90,148,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-POS,LG-CH-0787,Possession,43,79,DELAYED,2021-04-08,2024-06-30
TL-LG-CH-0787-FIN,LG-CH-0787,Final Handover,49,61,IN_PROGRESS,2021-04-08,2024-06-30
TL-LG-DH-0788-LAN,LG-DH-0788,Land Identification,34,38,IN_PROGRESS,2023-06-13,2024-06-30
TL-LG-DH-0788-SUR,LG-DH-0788,Survey,89,104,IN_PROGRESS,2023-06-13,2024-06-30
TL-LG-DH-0788-DOC,LG-DH-0788,Documentation,86,119,DELAYED,2023-06-13,2024-06-30
TL-LG-DH-0788-APP,LG-DH-0788,Approval,60,100,DELAYED,2023-06-13,2024-06-30
TL-LG-DH-0788-NOT,LG-DH-0788,Notification,35,64,IN_PROGRESS,2023-06-13,2024-06-30
TL-LG-DH-0788-OBJ,LG-DH-0788,Objection/Hearing,46,73,IN_PROGRESS,2023-06-13,2024-06-30
TL-LG-DH-0788-COM,LG-DH-0788,Compensation,31,28,COMPLETED,2023-06-13,2024-06-30
TL-LG-DH-0788-LEG,LG-DH-0788,Legal Resolution,51,99,DELAYED,2023-06-13,2024-06-30
TL-LG-DH-0788-R&R,LG-DH-0788,R&R,67,119,DELAYED,2023-06-13,2024-06-30
TL-LG-DH-0788-POS,LG-DH-0788,Possession,68,128,DELAYED,2023-06-13,2024-06-30
TL-LG-DH-0788-FIN,LG-DH-0788,Final Handover,49,67,IN_PROGRESS,2023-06-13,2024-06-30
TL-LG-DL-0789-LAN,LG-DL-0789,Land Identification,35,68,DELAYED,2021-12-16,2024-06-30
TL-LG-DL-0789-SUR,LG-DL-0789,Survey,40,50,IN_PROGRESS,2021-12-16,2024-06-30
TL-LG-DL-0789-DOC,LG-DL-0789,Documentation,61,61,COMPLETED,2021-12-16,2024-06-30
TL-LG-DL-0789-APP,LG-DL-0789,Approval,37,28,COMPLETED,2021-12-16,2024-06-30
TL-LG-DL-0789-NOT,LG-DL-0789,Notification,73,122,DELAYED,2021-12-16,2024-06-30
TL-LG-DL-0789-OBJ,LG-DL-0789,Objection/Hearing,49,94,DELAYED,2021-12-16,2024-06-30
TL-LG-DL-0789-COM,LG-DL-0789,Compensation,52,85,DELAYED,2021-12-16,2024-06-30
TL-LG-DL-0789-LEG,LG-DL-0789,Legal Resolution,89,84,COMPLETED,2021-12-16,2024-06-30
TL-LG-DL-0789-R&R,LG-DL-0789,R&R,55,92,DELAYED,2021-12-16,2024-06-30
TL-LG-DL-0789-POS,LG-DL-0789,Possession,78,98,IN_PROGRESS,2021-12-16,2024-06-30
TL-LG-DL-0789-FIN,LG-DL-0789,Final Handover,30,42,IN_PROGRESS,2021-12-16,2024-06-30
TL-LG-JK-0790-LAN,LG-JK-0790,Land Identification,71,61,COMPLETED,2023-08-26,2024-06-30
TL-LG-JK-0790-SUR,LG-JK-0790,Survey,31,75,DELAYED,2023-08-26,2024-06-30
TL-LG-JK-0790-DOC,LG-JK-0790,Documentation,64,105,DELAYED,2023-08-26,2024-06-30
TL-LG-JK-0790-APP,LG-JK-0790,Approval,80,114,DELAYED,2023-08-26,2024-06-30
TL-LG-JK-0790-NOT,LG-JK-0790,Notification,71,81,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-JK-0790-OBJ,LG-JK-0790,Objection/Hearing,42,52,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-JK-0790-COM,LG-JK-0790,Compensation,33,61,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-JK-0790-LEG,LG-JK-0790,Legal Resolution,38,30,COMPLETED,2023-08-26,2024-06-30
TL-LG-JK-0790-R&R,LG-JK-0790,R&R,71,97,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-JK-0790-POS,LG-JK-0790,Possession,40,48,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-JK-0790-FIN,LG-JK-0790,Final Handover,86,111,IN_PROGRESS,2023-08-26,2024-06-30
TL-LG-LA-0791-LAN,LG-LA-0791,Land Identification,59,50,COMPLETED,2022-11-03,2024-06-30
TL-LG-LA-0791-SUR,LG-LA-0791,Survey,46,56,IN_PROGRESS,2022-11-03,2024-06-30
TL-LG-LA-0791-DOC,LG-LA-0791,Documentation,63,90,IN_PROGRESS,2022-11-03,2024-06-30
TL-LG-LA-0791-APP,LG-LA-0791,Approval,62,92,IN_PROGRESS,2022-11-03,2024-06-30
TL-LG-LA-0791-NOT,LG-LA-0791,Notification,33,32,COMPLETED,2022-11-03,2024-06-30
TL-LG-LA-0791-OBJ,LG-LA-0791,Objection/Hearing,42,83,DELAYED,2022-11-03,2024-06-30
TL-LG-LA-0791-COM,LG-LA-0791,Compensation,60,67,IN_PROGRESS,2022-11-03,2024-06-30
TL-LG-LA-0791-LEG,LG-LA-0791,Legal Resolution,48,81,DELAYED,2022-11-03,2024-06-30
TL-LG-LA-0791-R&R,LG-LA-0791,R&R,31,51,IN_PROGRESS,2022-11-03,2024-06-30
TL-LG-LA-0791-POS,LG-LA-0791,Possession,39,35,COMPLETED,2022-11-03,2024-06-30
TL-LG-LA-0791-FIN,LG-LA-0791,Final Handover,84,76,COMPLETED,2022-11-03,2024-06-30
TL-LG-LD-0792-LAN,LG-LD-0792,Land Identification,63,93,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-LD-0792-SUR,LG-LD-0792,Survey,87,147,DELAYED,2021-08-18,2024-06-30
TL-LG-LD-0792-DOC,LG-LD-0792,Documentation,73,119,DELAYED,2021-08-18,2024-06-30
TL-LG-LD-0792-APP,LG-LD-0792,Approval,50,58,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-LD-0792-NOT,LG-LD-0792,Notification,34,52,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-LD-0792-OBJ,LG-LD-0792,Objection/Hearing,40,79,DELAYED,2021-08-18,2024-06-30
TL-LG-LD-0792-COM,LG-LD-0792,Compensation,68,96,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-LD-0792-LEG,LG-LD-0792,Legal Resolution,47,85,DELAYED,2021-08-18,2024-06-30
TL-LG-LD-0792-R&R,LG-LD-0792,R&R,49,67,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-LD-0792-POS,LG-LD-0792,Possession,36,28,COMPLETED,2021-08-18,2024-06-30
TL-LG-LD-0792-FIN,LG-LD-0792,Final Handover,38,42,IN_PROGRESS,2021-08-18,2024-06-30
TL-LG-PY-0793-LAN,LG-PY-0793,Land Identification,77,84,IN_PROGRESS,2022-05-06,2024-06-30
TL-LG-PY-0793-SUR,LG-PY-0793,Survey,31,83,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-DOC,LG-PY-0793,Documentation,57,90,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-APP,LG-PY-0793,Approval,88,144,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-NOT,LG-PY-0793,Notification,43,78,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-OBJ,LG-PY-0793,Objection/Hearing,61,65,IN_PROGRESS,2022-05-06,2024-06-30
TL-LG-PY-0793-COM,LG-PY-0793,Compensation,71,121,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-LEG,LG-PY-0793,Legal Resolution,86,142,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-R&R,LG-PY-0793,R&R,78,122,DELAYED,2022-05-06,2024-06-30
TL-LG-PY-0793-POS,LG-PY-0793,Possession,38,29,COMPLETED,2022-05-06,2024-06-30
TL-LG-PY-0793-FIN,LG-PY-0793,Final Handover,63,75,IN_PROGRESS,2022-05-06,2024-06-30
TL-LG-AP-0794-LAN,LG-AP-0794,Land Identification,59,112,DELAYED,2022-11-01,2024-06-30
TL-LG-AP-0794-SUR,LG-AP-0794,Survey,69,83,IN_PROGRESS,2022-11-01,2024-06-30
TL-LG-AP-0794-DOC,LG-AP-0794,Documentation,46,63,IN_PROGRESS,2022-11-01,2024-06-30
TL-LG-AP-0794-APP,LG-AP-0794,Approval,41,63,IN_PROGRESS,2022-11-01,2024-06-30
TL-LG-AP-0794-NOT,LG-AP-0794,Notification,63,55,COMPLETED,2022-11-01,2024-06-30
TL-LG-AP-0794-OBJ,LG-AP-0794,Objection/Hearing,61,84,IN_PROGRESS,2022-11-01,2024-06-30
TL-LG-AP-0794-COM,LG-AP-0794,Compensation,39,80,DELAYED,2022-11-01,2024-06-30
TL-LG-AP-0794-LEG,LG-AP-0794,Legal Resolution,62,53,COMPLETED,2022-11-01,2024-06-30
TL-LG-AP-0794-R&R,LG-AP-0794,R&R,37,84,DELAYED,2022-11-01,2024-06-30
TL-LG-AP-0794-POS,LG-AP-0794,Possession,52,49,COMPLETED,2022-11-01,2024-06-30
TL-LG-AP-0794-FIN,LG-AP-0794,Final Handover,36,85,DELAYED,2022-11-01,2024-06-30
TL-LG-AR-0795-LAN,LG-AR-0795,Land Identification,60,94,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-SUR,LG-AR-0795,Survey,47,94,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-DOC,LG-AR-0795,Documentation,84,118,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-APP,LG-AR-0795,Approval,32,50,IN_PROGRESS,2022-04-05,2024-06-30
TL-LG-AR-0795-NOT,LG-AR-0795,Notification,71,70,COMPLETED,2022-04-05,2024-06-30
TL-LG-AR-0795-OBJ,LG-AR-0795,Objection/Hearing,56,111,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-COM,LG-AR-0795,Compensation,37,72,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-LEG,LG-AR-0795,Legal Resolution,59,73,IN_PROGRESS,2022-04-05,2024-06-30
TL-LG-AR-0795-R&R,LG-AR-0795,R&R,57,101,DELAYED,2022-04-05,2024-06-30
TL-LG-AR-0795-POS,LG-AR-0795,Possession,49,40,COMPLETED,2022-04-05,2024-06-30
TL-LG-AR-0795-FIN,LG-AR-0795,Final Handover,72,115,DELAYED,2022-04-05,2024-06-30
TL-LG-AS-0796-LAN,LG-AS-0796,Land Identification,65,55,COMPLETED,2024-12-22,2024-06-30
TL-LG-AS-0796-SUR,LG-AS-0796,Survey,37,49,IN_PROGRESS,2024-12-22,2024-06-30
TL-LG-AS-0796-DOC,LG-AS-0796,Documentation,31,23,COMPLETED,2024-12-22,2024-06-30
TL-LG-AS-0796-APP,LG-AS-0796,Approval,43,35,COMPLETED,2024-12-22,2024-06-30
TL-LG-AS-0796-NOT,LG-AS-0796,Notification,85,142,DELAYED,2024-12-22,2024-06-30
TL-LG-AS-0796-OBJ,LG-AS-0796,Objection/Hearing,71,76,IN_PROGRESS,2024-12-22,2024-06-30
TL-LG-AS-0796-COM,LG-AS-0796,Compensation,74,122,DELAYED,2024-12-22,2024-06-30
TL-LG-AS-0796-LEG,LG-AS-0796,Legal Resolution,76,73,COMPLETED,2024-12-22,2024-06-30
TL-LG-AS-0796-R&R,LG-AS-0796,R&R,72,101,IN_PROGRESS,2024-12-22,2024-06-30
TL-LG-AS-0796-POS,LG-AS-0796,Possession,58,99,DELAYED,2024-12-22,2024-06-30
TL-LG-AS-0796-FIN,LG-AS-0796,Final Handover,51,83,DELAYED,2024-12-22,2024-06-30
TL-LG-BR-0797-LAN,LG-BR-0797,Land Identification,48,74,IN_PROGRESS,2022-11-04,2024-06-30
TL-LG-BR-0797-SUR,LG-BR-0797,Survey,87,81,COMPLETED,2022-11-04,2024-06-30
TL-LG-BR-0797-DOC,LG-BR-0797,Documentation,65,124,DELAYED,2022-11-04,2024-06-30
TL-LG-BR-0797-APP,LG-BR-0797,Approval,65,119,DELAYED,2022-11-04,2024-06-30
TL-LG-BR-0797-NOT,LG-BR-0797,Notification,51,42,COMPLETED,2022-11-04,2024-06-30
TL-LG-BR-0797-OBJ,LG-BR-0797,Objection/Hearing,42,94,DELAYED,2022-11-04,2024-06-30
TL-LG-BR-0797-COM,LG-BR-0797,Compensation,40,38,COMPLETED,2022-11-04,2024-06-30
TL-LG-BR-0797-LEG,LG-BR-0797,Legal Resolution,88,104,IN_PROGRESS,2022-11-04,2024-06-30
TL-LG-BR-0797-R&R,LG-BR-0797,R&R,31,60,IN_PROGRESS,2022-11-04,2024-06-30
TL-LG-BR-0797-POS,LG-BR-0797,Possession,85,86,IN_PROGRESS,2022-11-04,2024-06-30
TL-LG-BR-0797-FIN,LG-BR-0797,Final Handover,65,57,COMPLETED,2022-11-04,2024-06-30
TL-LG-CG-0798-LAN,LG-CG-0798,Land Identification,63,91,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-SUR,LG-CG-0798,Survey,65,71,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-DOC,LG-CG-0798,Documentation,67,109,DELAYED,2022-11-05,2024-06-30
TL-LG-CG-0798-APP,LG-CG-0798,Approval,31,57,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-NOT,LG-CG-0798,Notification,56,66,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-OBJ,LG-CG-0798,Objection/Hearing,33,93,DELAYED,2022-11-05,2024-06-30
TL-LG-CG-0798-COM,LG-CG-0798,Compensation,61,80,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-LEG,LG-CG-0798,Legal Resolution,84,144,DELAYED,2022-11-05,2024-06-30
TL-LG-CG-0798-R&R,LG-CG-0798,R&R,49,67,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-POS,LG-CG-0798,Possession,38,49,IN_PROGRESS,2022-11-05,2024-06-30
TL-LG-CG-0798-FIN,LG-CG-0798,Final Handover,36,72,DELAYED,2022-11-05,2024-06-30
TL-LG-GA-0799-LAN,LG-GA-0799,Land Identification,78,118,DELAYED,2022-07-18,2024-06-30
TL-LG-GA-0799-SUR,LG-GA-0799,Survey,44,71,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-DOC,LG-GA-0799,Documentation,87,102,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-APP,LG-GA-0799,Approval,68,120,DELAYED,2022-07-18,2024-06-30
TL-LG-GA-0799-NOT,LG-GA-0799,Notification,56,110,DELAYED,2022-07-18,2024-06-30
TL-LG-GA-0799-OBJ,LG-GA-0799,Objection/Hearing,39,73,DELAYED,2022-07-18,2024-06-30
TL-LG-GA-0799-COM,LG-GA-0799,Compensation,38,59,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-LEG,LG-GA-0799,Legal Resolution,62,64,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-R&R,LG-GA-0799,R&R,51,77,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-POS,LG-GA-0799,Possession,60,89,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GA-0799-FIN,LG-GA-0799,Final Handover,88,104,IN_PROGRESS,2022-07-18,2024-06-30
TL-LG-GJ-0800-LAN,LG-GJ-0800,Land Identification,75,86,IN_PROGRESS,2024-01-08,2024-06-30
TL-LG-GJ-0800-SUR,LG-GJ-0800,Survey,80,115,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-DOC,LG-GJ-0800,Documentation,50,97,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-APP,LG-GJ-0800,Approval,52,82,IN_PROGRESS,2024-01-08,2024-06-30
TL-LG-GJ-0800-NOT,LG-GJ-0800,Notification,45,102,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-OBJ,LG-GJ-0800,Objection/Hearing,44,80,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-COM,LG-GJ-0800,Compensation,31,76,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-LEG,LG-GJ-0800,Legal Resolution,88,122,DELAYED,2024-01-08,2024-06-30
TL-LG-GJ-0800-R&R,LG-GJ-0800,R&R,74,96,IN_PROGRESS,2024-01-08,2024-06-30
TL-LG-GJ-0800-POS,LG-GJ-0800,Possession,34,48,IN_PROGRESS,2024-01-08,2024-06-30
TL-LG-GJ-0800-FIN,LG-GJ-0800,Final Handover,80,73,COMPLETED,2024-01-08,2024-06-30
TL-LG-HR-0801-LAN,LG-HR-0801,Land Identification,87,137,DELAYED,2021-03-28,2024-06-30
TL-LG-HR-0801-SUR,LG-HR-0801,Survey,70,95,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-DOC,LG-HR-0801,Documentation,85,107,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-APP,LG-HR-0801,Approval,45,51,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-NOT,LG-HR-0801,Notification,66,118,DELAYED,2021-03-28,2024-06-30
TL-LG-HR-0801-OBJ,LG-HR-0801,Objection/Hearing,66,72,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-COM,LG-HR-0801,Compensation,74,64,COMPLETED,2021-03-28,2024-06-30
TL-LG-HR-0801-LEG,LG-HR-0801,Legal Resolution,41,48,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-R&R,LG-HR-0801,R&R,89,102,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-POS,LG-HR-0801,Possession,37,45,IN_PROGRESS,2021-03-28,2024-06-30
TL-LG-HR-0801-FIN,LG-HR-0801,Final Handover,45,92,DELAYED,2021-03-28,2024-06-30
TL-LG-HP-0802-LAN,LG-HP-0802,Land Identification,87,78,COMPLETED,2024-11-14,2024-06-30
TL-LG-HP-0802-SUR,LG-HP-0802,Survey,72,91,IN_PROGRESS,2024-11-14,2024-06-30
TL-LG-HP-0802-DOC,LG-HP-0802,Documentation,39,46,IN_PROGRESS,2024-11-14,2024-06-30
TL-LG-HP-0802-APP,LG-HP-0802,Approval,63,117,DELAYED,2024-11-14,2024-06-30
TL-LG-HP-0802-NOT,LG-HP-0802,Notification,64,114,DELAYED,2024-11-14,2024-06-30
TL-LG-HP-0802-OBJ,LG-HP-0802,Objection/Hearing,80,77,COMPLETED,2024-11-14,2024-06-30
TL-LG-HP-0802-COM,LG-HP-0802,Compensation,73,86,IN_PROGRESS,2024-11-14,2024-06-30
TL-LG-HP-0802-LEG,LG-HP-0802,Legal Resolution,73,118,DELAYED,2024-11-14,2024-06-30
TL-LG-HP-0802-R&R,LG-HP-0802,R&R,31,28,COMPLETED,2024-11-14,2024-06-30
TL-LG-HP-0802-POS,LG-HP-0802,Possession,70,105,DELAYED,2024-11-14,2024-06-30
TL-LG-HP-0802-FIN,LG-HP-0802,Final Handover,38,35,COMPLETED,2024-11-14,2024-06-30
TL-LG-JH-0803-LAN,LG-JH-0803,Land Identification,57,61,IN_PROGRESS,2021-08-25,2024-06-30
