parcel_id,project_id,parcel_number,area_acres,ownership_type,verified_flag,dispute_flag
PCL-LG-UP-0675-02,LG-UP-0675,SY-586/2,333.82,Government,0,0
PCL-LG-UP-0675-03,LG-UP-0675,SY-801/3,333.82,Government,1,1
PCL-LG-UP-0675-04,LG-UP-0675,SY-885/4,333.82,Private,1,1
PCL-LG-UK-0676-01,LG-UK-0676,SY-753/1,257.54,Private,0,1
PCL-LG-UK-0676-02,LG-UK-0676,SY-180/2,257.54,Private,1,0
PCL-LG-UK-0676-03,LG-UK-0676,SY-614/3,257.54,Private,1,0
PCL-LG-UK-0676-04,LG-UK-0676,SY-818/4,257.54,Government,1,0
PCL-LG-UK-0676-05,LG-UK-0676,SY-426/5,257.54,Community,0,0
PCL-LG-UK-0676-06,LG-UK-0676,SY-194/6,257.54,Private,1,0
PCL-LG-UK-0676-07,LG-UK-0676,SY-209/7,257.54,Community,1,0
PCL-LG-UK-0676-08,LG-UK-0676,SY-678/8,257.54,Private,0,0
PCL-LG-WB-0677-01,LG-WB-0677,SY-338/1,197.5,Forest,1,0
PCL-LG-WB-0677-02,LG-WB-0677,SY-441/2,197.5,Government,0,0
PCL-LG-WB-0677-03,LG-WB-0677,SY-306/3,197.5,Community,1,0
PCL-LG-WB-0677-04,LG-WB-0677,SY-112/4,197.5,Community,1,0
PCL-LG-WB-0677-05,LG-WB-0677,SY-646/5,197.5,Community,0,0
PCL-LG-WB-0677-06,LG-WB-0677,SY-529/6,197.5,Forest,1,0
PCL-LG-AN-0678-01,LG-AN-0678,SY-340/1,414.9,Forest,1,0
PCL-LG-AN-0678-02,LG-AN-0678,SY-662/2,414.9,Forest,1,1
PCL-LG-AN-0678-03,LG-AN-0678,SY-577/3,414.9,Forest,1,0
PCL-LG-AN-0678-04,LG-AN-0678,SY-276/4,414.9,Forest,0,0
PCL-LG-AN-0678-05,LG-AN-0678,SY-488/5,414.9,Community,0,0
PCL-LG-AN-0678-06,LG-AN-0678,SY-796/6,414.9,Forest,1,0
PCL-LG-CH-0679-01,LG-CH-0679,SY-495/1,266.45,Private,1,1
PCL-LG-CH-0679-02,LG-CH-0679,SY-264/2,266.45,Government,0,1
PCL-LG-CH-0679-03,LG-CH-0679,SY-948/3,266.45,Private,1,0
PCL-LG-CH-0679-04,LG-CH-0679,SY-792/4,266.45,Private,1,1
PCL-LG-CH-0679-05,LG-CH-0679,SY-761/5,266.45,Private,0,1
PCL-LG-CH-0679-06,LG-CH-0679,SY-930/6,266.45,Private,1,1
PCL-LG-CH-0679-07,LG-CH-0679,SY-886/7,266.45,Private,0,1
PCL-LG-CH-0679-08,LG-CH-0679,SY-783/8,266.45,Government,1,0
PCL-LG-DH-0680-01,LG-DH-0680,SY-766/1,265.03,Forest,0,0
PCL-LG-DH-0680-02,LG-DH-0680,SY-254/2,265.03,Forest,0,0
PCL-LG-DH-0680-03,LG-DH-0680,SY-818/3,265.03,Private,1,1
PCL-LG-DL-0681-01,LG-DL-0681,SY-723/1,97.99,Forest,1,0
PCL-LG-DL-0681-02,LG-DL-0681,SY-923/2,97.99,Forest,1,0
PCL-LG-DL-0681-03,LG-DL-0681,SY-228/3,97.99,Private,0,0
PCL-LG-DL-0681-04,LG-DL-0681,SY-660/4,97.99,Private,1,1
PCL-LG-DL-0681-05,LG-DL-0681,SY-812/5,97.99,Community,0,0
PCL-LG-DL-0681-06,LG-DL-0681,SY-777/6,97.99,Government,1,1
PCL-LG-DL-0681-07,LG-DL-0681,SY-647/7,97.99,Private,1,0
PCL-LG-DL-0681-08,LG-DL-0681,SY-754/8,97.99,Government,1,0
PCL-LG-JK-0682-01,LG-JK-0682,SY-935/1,65.12,Government,0,0
PCL-LG-JK-0682-02,LG-JK-0682,SY-429/2,65.12,Community,1,1
PCL-LG-JK-0682-03,LG-JK-0682,SY-634/3,65.12,Community,0,1
PCL-LG-JK-0682-04,LG-JK-0682,SY-744/4,65.12,Government,1,0
PCL-LG-JK-0682-05,LG-JK-0682,SY-248/5,65.12,Forest,1,0
PCL-LG-LA-0683-01,LG-LA-0683,SY-534/1,292.76,Community,0,0
PCL-LG-LA-0683-02,LG-LA-0683,SY-196/2,292.76,Community,1,0
PCL-LG-LA-0683-03,LG-LA-0683,SY-121/3,292.76,Community,1,0
PCL-LG-LA-0683-04,LG-LA-0683,SY-408/4,292.76,Government,1,0
PCL-LG-LA-0683-05,LG-LA-0683,SY-500/5,292.76,Government,1,1
PCL-LG-LA-0683-06,LG-LA-0683,SY-594/6,292.76,Private,1,1
PCL-LG-LA-0683-07,LG-LA-0683,SY-968/7,292.76,Forest,1,0
PCL-LG-LA-0683-08,LG-LA-0683,SY-788/8,292.76,Government,1,1
PCL-LG-LD-0684-01,LG-LD-0684,SY-456/1,77.36,Forest,1,0
PCL-LG-LD-0684-02,LG-LD-0684,SY-243/2,77.36,Community,0,0
PCL-LG-LD-0684-03,LG-LD-0684,SY-328/3,77.36,Private,1,0
PCL-LG-LD-0684-04,LG-LD-0684,SY-633/4,77.36,Private,1,1
PCL-LG-LD-0684-05,LG-LD-0684,SY-886/5,77.36,Community,0,0
PCL-LG-PY-0685-01,LG-PY-0685,SY-372/1,221.8,Private,1,0
PCL-LG-PY-0685-02,LG-PY-0685,SY-737/2,221.8,Community,1,0
PCL-LG-PY-0685-03,LG-PY-0685,SY-578/3,221.8,Community,1,1
PCL-LG-PY-0685-04,LG-PY-0685,SY-286/4,221.8,Government,1,0
PCL-LG-AP-0686-01,LG-AP-0686,SY-510/1,17.03,Forest,1,0
PCL-LG-AP-0686-02,LG-AP-0686,SY-706/2,17.03,Government,1,0
PCL-LG-AP-0686-03,LG-AP-0686,SY-479/3,17.03,Private,0,0
PCL-LG-AP-0686-04,LG-AP-0686,SY-353/4,17.03,Forest,1,1
PCL-LG-AP-0686-05,LG-AP-0686,SY-666/5,17.03,Forest,1,0
PCL-LG-AP-0686-06,LG-AP-0686,SY-757/6,17.03,Community,1,1
PCL-LG-AP-0686-07,LG-AP-0686,SY-741/7,17.03,Forest,1,1
PCL-LG-AR-0687-01,LG-AR-0687,SY-462/1,702.43,Community,1,1
PCL-LG-AR-0687-02,LG-AR-0687,SY-440/2,702.43,Private,0,0
PCL-LG-AR-0687-03,LG-AR-0687,SY-529/3,702.43,Forest,0,1
PCL-LG-AS-0688-01,LG-AS-0688,SY-217/1,310.72,Government,1,0
PCL-LG-AS-0688-02,LG-AS-0688,SY-283/2,310.72,Community,0,0
PCL-LG-AS-0688-03,LG-AS-0688,SY-607/3,310.72,Government,1,0
PCL-LG-AS-0688-04,LG-AS-0688,SY-721/4,310.72,Forest,1,1
PCL-LG-AS-0688-05,LG-AS-0688,SY-994/5,310.72,Government,1,0
PCL-LG-BR-0689-01,LG-BR-0689,SY-393/1,327.73,Private,0,0
PCL-LG-BR-0689-02,LG-BR-0689,SY-779/2,327.73,Government,1,0
PCL-LG-BR-0689-03,LG-BR-0689,SY-416/3,327.73,Private,0,0
PCL-LG-BR-0689-04,LG-BR-0689,SY-816/4,327.73,Forest,1,0
PCL-LG-CG-0690-01,LG-CG-0690,SY-926/1,422.97,Forest,1,0
PCL-LG-CG-0690-02,LG-CG-0690,SY-760/2,422.97,Private,1,1
PCL-LG-CG-0690-03,LG-CG-0690,SY-202/3,422.97,Forest,0,0
PCL-LG-GA-0691-01,LG-GA-0691,SY-756/1,281.29,Private,1,1
PCL-LG-GA-0691-02,LG-GA-0691,SY-618/2,281.29,Government,1,1
PCL-LG-GA-0691-03,LG-GA-0691,SY-356/3,281.29,Forest,1,1
PCL-LG-GA-0691-04,LG-GA-0691,SY-201/4,281.29,Government,0,0
PCL-LG-GA-0691-05,LG-GA-0691,SY-175/5,281.29,Government,0,0
PCL-LG-GA-0691-06,LG-GA-0691,SY-814/6,281.29,Private,1,0
PCL-LG-GA-0691-07,LG-GA-0691,SY-762/7,281.29,Forest,1,1
PCL-LG-GJ-0692-01,LG-GJ-0692,SY-953/1,583.4,Private,0,0
PCL-LG-GJ-0692-02,LG-GJ-0692,SY-377/2,583.4,Community,1,0
PCL-LG-GJ-0692-03,LG-GJ-0692,SY-638/3,583.4,Private,1,0
PCL-LG-HR-0693-01,LG-HR-0693,SY-709/1,75.7,Government,1,1
PCL-LG-HR-0693-02,LG-HR-0693,SY-750/2,75.7,Private,0,0
PCL-LG-HR-0693-03,LG-HR-0693,SY-947/3,75.7,Private,0,0
PCL-LG-HR-0693-04,LG-HR-0693,SY-669/4,75.7,Forest,1,0
PCL-LG-HR-0693-05,LG-HR-0693,SY-811/5,75.7,Government,0,0
PCL-LG-HR-0693-06,LG-HR-0693,SY-357/6,75.7,Forest,1,0
PCL-LG-HR-0693-07,LG-HR-0693,SY-755/7,75.7,Forest,0,0
PCL-LG-HP-0694-01,LG-HP-0694,SY-114/1,126.9,Government,1,1
PCL-LG-HP-0694-02,LG-HP-0694,SY-999/2,126.9,Community,1,0
PCL-LG-HP-0694-03,LG-HP-0694,SY-282/3,126.9,Community,1,0
PCL-LG-HP-0694-04,LG-HP-0694,SY-667/4,126.9,Private,1,1
PCL-LG-HP-0694-05,LG-HP-0694,SY-656/5,126.9,Private,1,1
PCL-LG-HP-0694-06,LG-HP-0694,SY-886/6,126.9,Private,1,1
PCL-LG-HP-0694-07,LG-HP-0694,SY-353/7,126.9,Private,1,0
PCL-LG-JH-0695-01,LG-JH-0695,SY-567/1,168.35,Government,0,1
PCL-LG-JH-0695-02,LG-JH-0695,SY-853/2,168.35,Community,1,1
PCL-LG-JH-0695-03,LG-JH-0695,SY-771/3,168.35,Government,1,0
PCL-LG-JH-0695-04,LG-JH-0695,SY-110/4,168.35,Community,1,0
PCL-LG-KA-0696-01,LG-KA-0696,SY-164/1,17.89,Community,1,0
PCL-LG-KA-0696-02,LG-KA-0696,SY-309/2,17.89,Community,0,1
PCL-LG-KA-0696-03,LG-KA-0696,SY-500/3,17.89,Government,1,0
PCL-LG-KA-0696-04,LG-KA-0696,SY-375/4,17.89,Private,1,1
PCL-LG-KA-0696-05,LG-KA-0696,SY-169/5,17.89,Private,0,0
PCL-LG-KA-0696-06,LG-KA-0696,SY-958/6,17.89,Government,0,1
PCL-LG-KA-0696-07,LG-KA-0696,SY-237/7,17.89,Government,1,0
PCL-LG-KL-0697-01,LG-KL-0697,SY-672/1,197.39,Community,1,0
PCL-LG-KL-0697-02,LG-KL-0697,SY-650/2,197.39,Government,1,1
PCL-LG-KL-0697-03,LG-KL-0697,SY-271/3,197.39,Community,1,1
PCL-LG-KL-0697-04,LG-KL-0697,SY-696/4,197.39,Community,1,1
PCL-LG-KL-0697-05,LG-KL-0697,SY-431/5,197.39,Forest,1,0
PCL-LG-KL-0697-06,LG-KL-0697,SY-724/6,197.39,Government,1,0
PCL-LG-KL-0697-07,LG-KL-0697,SY-468/7,197.39,Forest,1,0
PCL-LG-KL-0697-08,LG-KL-0697,SY-965/8,197.39,Government,1,0
PCL-LG-MP-0698-01,LG-MP-0698,SY-770/1,182.9,Government,1,0
PCL-LG-MP-0698-02,LG-MP-0698,SY-183/2,182.9,Private,1,0
PCL-LG-MP-0698-03,LG-MP-0698,SY-668/3,182.9,Community,1,0
PCL-LG-MP-0698-04,LG-MP-0698,SY-118/4,182.9,Government,0,0
PCL-LG-MP-0698-05,LG-MP-0698,SY-378/5,182.9,Private,1,0
PCL-LG-MP-0698-06,LG-MP-0698,SY-538/6,182.9,Community,1,1
PCL-LG-MH-0699-01,LG-MH-0699,SY-260/1,252.45,Private,1,0
PCL-LG-MH-0699-02,LG-MH-0699,SY-710/2,252.45,Private,1,0
PCL-LG-MH-0699-03,LG-MH-0699,SY-971/3,252.45,Forest,1,0
PCL-LG-MH-0699-04,LG-MH-0699,SY-675/4,252.45,Private,0,1
PCL-LG-MH-0699-05,LG-MH-0699,SY-265/5,252.45,Forest,1,1
PCL-LG-MH-0699-06,LG-MH-0699,SY-408/6,252.45,Community,1,1
PCL-LG-MH-0699-07,LG-MH-0699,SY-363/7,252.45,Private,1,1
PCL-LG-MH-0699-08,LG-MH-0699,SY-989/8,252.45,Government,0,0
PCL-LG-MN-0700-01,LG-MN-0700,SY-898/1,68.4,Community,1,1
PCL-LG-MN-0700-02,LG-MN-0700,SY-653/2,68.4,Private,0,1
PCL-LG-MN-0700-03,LG-MN-0700,SY-289/3,68.4,Private,1,1
PCL-LG-MN-0700-04,LG-MN-0700,SY-753/4,68.4,Private,1,0
PCL-LG-MN-0700-05,LG-MN-0700,SY-921/5,68.4,Private,1,1
PCL-LG-MN-0700-06,LG-MN-0700,SY-609/6,68.4,Forest,1,1
PCL-LG-MN-0700-07,LG-MN-0700,SY-780/7,68.4,Forest,0,0
PCL-LG-ML-0701-01,LG-ML-0701,SY-250/1,50.88,Government,1,0
PCL-LG-ML-0701-02,LG-ML-0701,SY-938/2,50.88,Forest,0,1
PCL-LG-ML-0701-03,LG-ML-0701,SY-125/3,50.88,Forest,0,1
PCL-LG-ML-0701-04,LG-ML-0701,SY-846/4,50.88,Private,1,0
PCL-LG-ML-0701-05,LG-ML-0701,SY-447/5,50.88,Private,1,0
PCL-LG-ML-0701-06,LG-ML-0701,SY-489/6,50.88,Government,1,1
PCL-LG-ML-0701-07,LG-ML-0701,SY-291/7,50.88,Forest,1,0
PCL-LG-ML-0701-08,LG-ML-0701,SY-794/8,50.88,Private,1,0
PCL-LG-MZ-0702-01,LG-MZ-0702,SY-218/1,459.46,Private,0,1
PCL-LG-MZ-0702-02,LG-MZ-0702,SY-559/2,459.46,Government,1,1
PCL-LG-MZ-0702-03,LG-MZ-0702,SY-375/3,459.46,Community,1,1
PCL-LG-MZ-0702-04,LG-MZ-0702,SY-468/4,459.46,Community,0,0
PCL-LG-MZ-0702-05,LG-MZ-0702,SY-957/5,459.46,Forest,0,0
PCL-LG-NL-0703-01,LG-NL-0703,SY-569/1,458.84,Community,1,0
PCL-LG-NL-0703-02,LG-NL-0703,SY-802/2,458.84,Government,1,0
PCL-LG-NL-0703-03,LG-NL-0703,SY-235/3,458.84,Private,1,1
PCL-LG-NL-0703-04,LG-NL-0703,SY-158/4,458.84,Private,0,0
PCL-LG-NL-0703-05,LG-NL-0703,SY-373/5,458.84,Community,1,1
PCL-LG-OD-0704-01,LG-OD-0704,SY-182/1,6.74,Private,1,0
PCL-LG-OD-0704-02,LG-OD-0704,SY-146/2,6.74,Government,1,0
PCL-LG-OD-0704-03,LG-OD-0704,SY-115/3,6.74,Forest,0,0
PCL-LG-OD-0704-04,LG-OD-0704,SY-567/4,6.74,Government,1,0
PCL-LG-OD-0704-05,LG-OD-0704,SY-668/5,6.74,Government,0,0
PCL-LG-OD-0704-06,LG-OD-0704,SY-452/6,6.74,Community,1,1
PCL-LG-OD-0704-07,LG-OD-0704,SY-465/7,6.74,Forest,1,0
PCL-LG-OD-0704-08,LG-OD-0704,SY-621/8,6.74,Community,1,0
PCL-LG-PB-0705-01,LG-PB-0705,SY-468/1,172.51,Private,0,0
PCL-LG-PB-0705-02,LG-PB-0705,SY-373/2,172.51,Community,1,1
PCL-LG-PB-0705-03,LG-PB-0705,SY-510/3,172.51,Forest,0,0
PCL-LG-PB-0705-04,LG-PB-0705,SY-329/4,172.51,Private,1,0
PCL-LG-PB-0705-05,LG-PB-0705,SY-279/5,172.51,Forest,1,0
PCL-LG-PB-0705-06,LG-PB-0705,SY-514/6,172.51,Forest,1,0
PCL-LG-PB-0705-07,LG-PB-0705,SY-344/7,172.51,Forest,0,1
PCL-LG-RJ-0706-01,LG-RJ-0706,SY-457/1,12.29,Government,1,1
PCL-LG-RJ-0706-02,LG-RJ-0706,SY-741/2,12.29,Forest,1,0
PCL-LG-RJ-0706-03,LG-RJ-0706,SY-106/3,12.29,Forest,1,1
PCL-LG-RJ-0706-04,LG-RJ-0706,SY-815/4,12.29,Forest,1,0
PCL-LG-RJ-0706-05,LG-RJ-0706,SY-436/5,12.29,Community,1,0
PCL-LG-RJ-0706-06,LG-RJ-0706,SY-593/6,12.29,Private,0,1
PCL-LG-RJ-0706-07,LG-RJ-0706,SY-442/7,12.29,Private,1,1
PCL-LG-SK-0707-01,LG-SK-0707,SY-704/1,91.73,Community,1,0
PCL-LG-SK-0707-02,LG-SK-0707,SY-647/2,91.73,Community,1,1
PCL-LG-SK-0707-03,LG-SK-0707,SY-731/3,91.73,Forest,1,1
PCL-LG-TN-0708-01,LG-TN-0708,SY-267/1,166.3,Government,1,1
PCL-LG-TN-0708-02,LG-TN-0708,SY-295/2,166.3,Government,1,0
PCL-LG-TN-0708-03,LG-TN-0708,SY-178/3,166.3,Community,0,1
PCL-LG-TN-0708-04,LG-TN-0708,SY-189/4,166.3,Private,1,0
PCL-LG-TN-0708-05,LG-TN-0708,SY-830/5,166.3,Community,0,1
PCL-LG-TS-0709-01,LG-TS-0709,SY-401/1,383.82,Government,0,0
PCL-LG-TS-0709-02,LG-TS-0709,SY-949/2,383.82,Forest,1,1
PCL-LG-TS-0709-03,LG-TS-0709,SY-632/3,383.82,Forest,1,0
PCL-LG-TS-0709-04,LG-TS-0709,SY-201/4,383.82,Forest,1,1
PCL-LG-TS-0709-05,LG-TS-0709,SY-525/5,383.82,Forest,0,0
PCL-LG-TS-0709-06,LG-TS-0709,SY-718/6,383.82,Government,1,0
PCL-LG-TR-0710-01,LG-TR-0710,SY-813/1,32.38,Government,0,0
PCL-LG-TR-0710-02,LG-TR-0710,SY-500/2,32.38,Private,0,0
PCL-LG-TR-0710-03,LG-TR-0710,SY-492/3,32.38,Forest,1,1
PCL-LG-TR-0710-04,LG-TR-0710,SY-790/4,32.38,Private,1,0
PCL-LG-TR-0710-05,LG-TR-0710,SY-183/5,32.38,Community,1,0
PCL-LG-TR-0710-06,LG-TR-0710,SY-843/6,32.38,Private,0,1
PCL-LG-UP-0711-01,LG-UP-0711,SY-137/1,257.62,Private,1,0
PCL-LG-UP-0711-02,LG-UP-0711,SY-779/2,257.62,Private,1,0
PCL-LG-UP-0711-03,LG-UP-0711,SY-120/3,257.62,Forest,1,1
PCL-LG-UP-0711-04,LG-UP-0711,SY-966/4,257.62,Community,1,0
PCL-LG-UP-0711-05,LG-UP-0711,SY-243/5,257.62,Forest,1,1
PCL-LG-UP-0711-06,LG-UP-0711,SY-476/6,257.62,Community,0,1
PCL-LG-UP-0711-07,LG-UP-0711,SY-428/7,257.62,Forest,1,1
PCL-LG-UP-0711-08,LG-UP-0711,SY-274/8,257.62,Community,1,0
PCL-LG-UK-0712-01,LG-UK-0712,SY-607/1,502.73,Government,0,0
PCL-LG-UK-0712-02,LG-UK-0712,SY-211/2,502.73,Government,1,1
PCL-LG-UK-0712-03,LG-UK-0712,SY-414/3,502.73,Private,1,1
PCL-LG-WB-0713-01,LG-WB-0713,SY-883/1,299.32,Forest,1,1
PCL-LG-WB-0713-02,LG-WB-0713,SY-834/2,299.32,Government,1,0
PCL-LG-WB-0713-03,LG-WB-0713,SY-930/3,299.32,Forest,1,1
PCL-LG-WB-0713-04,LG-WB-0713,SY-285/4,299.32,Forest,1,0
PCL-LG-AN-0714-01,LG-AN-0714,SY-179/1,388.47,Private,0,0
PCL-LG-AN-0714-02,LG-AN-0714,SY-930/2,388.47,Community,1,0
PCL-LG-AN-0714-03,LG-AN-0714,SY-440/3,388.47,Private,1,1
PCL-LG-AN-0714-04,LG-AN-0714,SY-228/4,388.47,Community,1,0
PCL-LG-AN-0714-05,LG-AN-0714,SY-607/5,388.47,Private,1,0
PCL-LG-AN-0714-06,LG-AN-0714,SY-202/6,388.47,Community,1,1
PCL-LG-CH-0715-01,LG-CH-0715,SY-232/1,184.9,Private,1,0
PCL-LG-CH-0715-02,LG-CH-0715,SY-102/2,184.9,Community,0,0
PCL-LG-CH-0715-03,LG-CH-0715,SY-950/3,184.9,Forest,1,0
PCL-LG-DH-0716-01,LG-DH-0716,SY-386/1,213.72,Community,1,0
PCL-LG-DH-0716-02,LG-DH-0716,SY-765/2,213.72,Community,1,0
PCL-LG-DH-0716-03,LG-DH-0716,SY-841/3,213.72,Forest,0,0
PCL-LG-DH-0716-04,LG-DH-0716,SY-175/4,213.72,Community,1,1
PCL-LG-DL-0717-01,LG-DL-0717,SY-779/1,312.31,Community,1,0
PCL-LG-DL-0717-02,LG-DL-0717,SY-438/2,312.31,Government,1,0
PCL-LG-DL-0717-03,LG-DL-0717,SY-838/3,312.31,Private,1,1
PCL-LG-DL-0717-04,LG-DL-0717,SY-755/4,312.31,Government,1,0
PCL-LG-DL-0717-05,LG-DL-0717,SY-586/5,312.31,Government,1,1
PCL-LG-DL-0717-06,LG-DL-0717,SY-490/6,312.31,Forest,1,0
PCL-LG-DL-0717-07,LG-DL-0717,SY-847/7,312.31,Forest,1,0
PCL-LG-JK-0718-01,LG-JK-0718,SY-152/1,353.18,Government,1,0
PCL-LG-JK-0718-02,LG-JK-0718,SY-394/2,353.18,Community,1,0
PCL-LG-JK-0718-03,LG-JK-0718,SY-362/3,353.18,Private,1,1
PCL-LG-JK-0718-04,LG-JK-0718,SY-468/4,353.18,Government,1,0
PCL-LG-JK-0718-05,LG-JK-0718,SY-178/5,353.18,Private,1,1
PCL-LG-JK-0718-06,LG-JK-0718,SY-117/6,353.18,Private,1,0
PCL-LG-LA-0719-01,LG-LA-0719,SY-643/1,161.36,Government,0,0
PCL-LG-LA-0719-02,LG-LA-0719,SY-965/2,161.36,Government,1,0
PCL-LG-LA-0719-03,LG-LA-0719,SY-152/3,161.36,Community,1,0
PCL-LG-LA-0719-04,LG-LA-0719,SY-528/4,161.36,Government,1,0
PCL-LG-LA-0719-05,LG-LA-0719,SY-474/5,161.36,Forest,0,0
PCL-LG-LA-0719-06,LG-LA-0719,SY-621/6,161.36,Forest,1,1
PCL-LG-LA-0719-07,LG-LA-0719,SY-888/7,161.36,Government,1,0
PCL-LG-LA-0719-08,LG-LA-0719,SY-727/8,161.36,Community,1,1
PCL-LG-LD-0720-01,LG-LD-0720,SY-693/1,271.35,Private,1,0
PCL-LG-LD-0720-02,LG-LD-0720,SY-833/2,271.35,Forest,0,1
PCL-LG-LD-0720-03,LG-LD-0720,SY-313/3,271.35,Government,1,0
PCL-LG-LD-0720-04,LG-LD-0720,SY-738/4,271.35,Government,0,1
PCL-LG-LD-0720-05,LG-LD-0720,SY-497/5,271.35,Private,1,0
PCL-LG-LD-0720-06,LG-LD-0720,SY-411/6,271.35,Forest,0,0
PCL-LG-PY-0721-01,LG-PY-0721,SY-205/1,33.43,Community,1,0
PCL-LG-PY-0721-02,LG-PY-0721,SY-441/2,33.43,Community,0,0
PCL-LG-PY-0721-03,LG-PY-0721,SY-900/3,33.43,Forest,1,1
PCL-LG-AP-0722-01,LG-AP-0722,SY-430/1,97.68,Community,0,1
PCL-LG-AP-0722-02,LG-AP-0722,SY-828/2,97.68,Government,1,0
PCL-LG-AP-0722-03,LG-AP-0722,SY-273/3,97.68,Forest,1,0
PCL-LG-AP-0722-04,LG-AP-0722,SY-358/4,97.68,Government,1,0
PCL-LG-AP-0722-05,LG-AP-0722,SY-508/5,97.68,Government,1,1
PCL-LG-AP-0722-06,LG-AP-0722,SY-207/6,97.68,Private,0,1
PCL-LG-AR-0723-01,LG-AR-0723,SY-958/1,374.35,Private,1,0
PCL-LG-AR-0723-02,LG-AR-0723,SY-877/2,374.35,Government,1,1
PCL-LG-AR-0723-03,LG-AR-0723,SY-180/3,374.35,Private,1,1
PCL-LG-AR-0723-04,LG-AR-0723,SY-250/4,374.35,Private,1,1
PCL-LG-AR-0723-05,LG-AR-0723,SY-507/5,374.35,Private,1,0
PCL-LG-AR-0723-06,LG-AR-0723,SY-321/6,374.35,Government,0,1
PCL-LG-AS-0724-01,LG-AS-0724,SY-376/1,318.87,Private,1,1
PCL-LG-AS-0724-02,LG-AS-0724,SY-394/2,318.87,Forest,1,0
PCL-LG-AS-0724-03,LG-AS-0724,SY-249/3,318.87,Forest,1,0
PCL-LG-BR-0725-01,LG-BR-0725,SY-345/1,364.16,Private,1,0
PCL-LG-BR-0725-02,LG-BR-0725,SY-807/2,364.16,Government,1,0
PCL-LG-BR-0725-03,LG-BR-0725,SY-127/3,364.16,Private,1,0
PCL-LG-BR-0725-04,LG-BR-0725,SY-558/4,364.16,Government,1,0
PCL-LG-BR-0725-05,LG-BR-0725,SY-778/5,364.16,Government,1,0
PCL-LG-CG-0726-01,LG-CG-0726,SY-700/1,152.86,Community,1,1
PCL-LG-CG-0726-02,LG-CG-0726,SY-338/2,152.86,Forest,1,0
PCL-LG-CG-0726-03,LG-CG-0726,SY-718/3,152.86,Forest,0,0
PCL-LG-CG-0726-04,LG-CG-0726,SY-751/4,152.86,Community,0,0
PCL-LG-CG-0726-05,LG-CG-0726,SY-702/5,152.86,Forest,1,0
PCL-LG-CG-0726-06,LG-CG-0726,SY-852/6,152.86,Community,0,0
PCL-LG-CG-0726-07,LG-CG-0726,SY-157/7,152.86,Community,0,1
PCL-LG-CG-0726-08,LG-CG-0726,SY-471/8,152.86,Government,0,0
PCL-LG-GA-0727-01,LG-GA-0727,SY-103/1,272.96,Government,1,1
PCL-LG-GA-0727-02,LG-GA-0727,SY-576/2,272.96,Private,1,0
PCL-LG-GA-0727-03,LG-GA-0727,SY-351/3,272.96,Government,0,0
PCL-LG-GA-0727-04,LG-GA-0727,SY-231/4,272.96,Community,1,0
PCL-LG-GA-0727-05,LG-GA-0727,SY-838/5,272.96,Forest,0,0
PCL-LG-GJ-0728-01,LG-GJ-0728,SY-267/1,305.98,Community,1,0
PCL-LG-GJ-0728-02,LG-GJ-0728,SY-863/2,305.98,Government,0,0
PCL-LG-GJ-0728-03,LG-GJ-0728,SY-701/3,305.98,Government,1,0
PCL-LG-GJ-0728-04,LG-GJ-0728,SY-931/4,305.98,Community,0,0
PCL-LG-GJ-0728-05,LG-GJ-0728,SY-300/5,305.98,Government,1,0
PCL-LG-GJ-0728-06,LG-GJ-0728,SY-614/6,305.98,Government,1,0
PCL-LG-GJ-0728-07,LG-GJ-0728,SY-542/7,305.98,Government,1,0
PCL-LG-GJ-0728-08,LG-GJ-0728,SY-290/8,305.98,Government,1,0
PCL-LG-HR-0729-01,LG-HR-0729,SY-838/1,257.49,Private,1,1
PCL-LG-HR-0729-02,LG-HR-0729,SY-433/2,257.49,Government,1,0
PCL-LG-HR-0729-03,LG-HR-0729,SY-445/3,257.49,Private,0,0
PCL-LG-HR-0729-04,LG-HR-0729,SY-596/4,257.49,Private,1,0
PCL-LG-HR-0729-05,LG-HR-0729,SY-998/5,257.49,Private,1,0
PCL-LG-HR-0729-06,LG-HR-0729,SY-176/6,257.49,Government,1,0
PCL-LG-HR-0729-07,LG-HR-0729,SY-264/7,257.49,Government,1,0
PCL-LG-HP-0730-01,LG-HP-0730,SY-497/1,68.48,Community,1,1
PCL-LG-HP-0730-02,LG-HP-0730,SY-781/2,68.48,Government,1,1
PCL-LG-HP-0730-03,LG-HP-0730,SY-759/3,68.48,Forest,1,0
PCL-LG-HP-0730-04,LG-HP-0730,SY-524/4,68.48,Government,1,0
PCL-LG-HP-0730-05,LG-HP-0730,SY-758/5,68.48,Community,1,0
PCL-LG-JH-0731-01,LG-JH-0731,SY-301/1,477.48,Forest,1,0
PCL-LG-JH-0731-02,LG-JH-0731,SY-832/2,477.48,Community,1,1
PCL-LG-JH-0731-03,LG-JH-0731,SY-181/3,477.48,Private,1,0
PCL-LG-JH-0731-04,LG-JH-0731,SY-880/4,477.48,Private,1,0
PCL-LG-JH-0731-05,LG-JH-0731,SY-674/5,477.48,Community,1,1
PCL-LG-KA-0732-01,LG-KA-0732,SY-160/1,288.1,Government,1,0
PCL-LG-KA-0732-02,LG-KA-0732,SY-232/2,288.1,Government,1,1
PCL-LG-KA-0732-03,LG-KA-0732,SY-814/3,288.1,Government,1,0
