admin_id,project_id,nodal_officer_assigned,dept_workload_score,sla_compliance_percentage,bottleneck_score
ADM-GJ-0692,LG-GJ-0692,Officer-GJ-692,6.4,59.0,51.3
ADM-HR-0693,LG-HR-0693,Officer-HR-693,8.9,28.1,89.8
ADM-HP-0694,LG-HP-0694,Officer-HP-694,8.0,72.5,34.4
ADM-JH-0695,LG-JH-0695,Officer-JH-695,4.2,51.4,60.7
ADM-KA-0696,LG-KA-0696,Officer-KA-696,9.5,43.5,70.7
ADM-KL-0697,LG-KL-0697,Officer-KL-697,3.9,49.0,63.8
ADM-MP-0698,LG-MP-0698,Officer-MP-698,5.4,79.2,26.0
ADM-MH-0699,LG-MH-0699,Officer-MH-699,2.3,42.6,71.8
ADM-MN-0700,LG-MN-0700,Officer-MN-700,8.5,62.8,46.5
ADM-ML-0701,LG-ML-0701,Officer-ML-701,4.2,91.4,10.7
ADM-MZ-0702,LG-MZ-0702,Officer-MZ-702,2.0,60.7,49.2
ADM-NL-0703,LG-NL-0703,Officer-NL-703,2.6,62.6,46.7
ADM-OD-0704,LG-OD-0704,Officer-OD-704,6.6,49.1,63.6
ADM-PB-0705,LG-PB-0705,Officer-PB-705,8.6,66.9,41.4
ADM-RJ-0706,LG-RJ-0706,Officer-RJ-706,4.9,41.6,72.9
ADM-SK-0707,LG-SK-0707,Officer-SK-707,8.2,75.8,30.3
ADM-TN-0708,LG-TN-0708,Officer-TN-708,8.2,45.9,67.6
ADM-TS-0709,LG-TS-0709,Officer-TS-709,8.9,77.7,27.9
ADM-TR-0710,LG-TR-0710,Officer-TR-710,4.7,89.8,12.7
ADM-UP-0711,LG-UP-0711,Officer-UP-711,6.2,69.8,37.8
ADM-UK-0712,LG-UK-0712,Officer-UK-712,6.2,54.7,56.7
ADM-WB-0713,LG-WB-0713,Officer-WB-713,5.2,81.4,23.2
ADM-AN-0714,LG-AN-0714,Officer-AN-714,5.4,69.4,38.3
ADM-CH-0715,LG-CH-0715,Officer-CH-715,5.8,24.2,94.8
ADM-DH-0716,LG-DH-0716,Officer-DH-716,5.3,41.3,73.4
ADM-DL-0717,LG-DL-0717,Officer-DL-717,2.3,62.3,47.2
ADM-JK-0718,LG-JK-0718,Officer-JK-718,4.6,56.9,53.9
ADM-LA-0719,LG-LA-0719,Officer-LA-719,4.7,72.5,34.4
ADM-LD-0720,LG-LD-0720,Officer-LD-720,8.4,87.2,16.0
ADM-PY-0721,LG-PY-0721,Officer-PY-721,2.5,69.7,37.8
ADM-AP-0722,LG-AP-0722,Officer-AP-722,5.3,60.7,49.1
ADM-AR-0723,LG-AR-0723,Officer-AR-723,8.0,64.1,44.8
ADM-AS-0724,LG-AS-0724,Officer-AS-724,6.6,52.4,59.5
ADM-BR-0725,LG-BR-0725,Officer-BR-725,2.3,64.6,44.2
ADM-CG-0726,LG-CG-0726,Officer-CG-726,7.7,38.5,76.9
ADM-GA-0727,LG-GA-0727,Officer-GA-727,2.9,73.5,33.1
ADM-GJ-0728,LG-GJ-0728,Officer-GJ-728,5.1,44.5,69.4
ADM-HR-0729,LG-HR-0729,Officer-HR-729,8.5,63.0,46.3
ADM-HP-0730,LG-HP-0730,Officer-HP-730,6.2,73.2,33.5
ADM-JH-0731,LG-JH-0731,Officer-JH-731,9.3,76.4,29.5
ADM-KA-0732,LG-KA-0732,Officer-KA-732,6.2,86.1,17.4
ADM-KL-0733,LG-KL-0733,Officer-KL-733,3.0,54.6,56.7
ADM-MP-0734,LG-MP-0734,Officer-MP-734,7.5,36.7,79.1
ADM-MH-0735,LG-MH-0735,Officer-MH-735,3.3,70.6,36.8
ADM-MN-0736,LG-MN-0736,Officer-MN-736,9.4,75.1,31.1
ADM-ML-0737,LG-ML-0737,Officer-ML-737,6.9,50.9,61.3
ADM-MZ-0738,LG-MZ-0738,Officer-MZ-738,8.7,80.9,23.9
ADM-NL-0739,LG-NL-0739,Officer-NL-739,3.4,83.1,21.1
ADM-OD-0740,LG-OD-0740,Officer-OD-740,3.4,91.3,10.9
ADM-PB-0741,LG-PB-0741,Officer-PB-741,4.9,52.8,59.0
ADM-RJ-0742,LG-RJ-0742,Officer-RJ-742,8.4,52.4,59.5
ADM-SK-0743,LG-SK-0743,Officer-SK-743,3.2,66.0,42.4
ADM-TN-0744,LG-TN-0744,Officer-TN-744,9.4,48.3,64.6
ADM-TS-0745,LG-TS-0745,Officer-TS-745,6.6,26.8,91.5
ADM-TR-0746,LG-TR-0746,Officer-TR-746,6.9,42.8,71.6
ADM-UP-0747,LG-UP-0747,Officer-UP-747,9.0,70.5,36.9
ADM-UK-0748,LG-UK-0748,Officer-UK-748,8.0,80.2,24.8
ADM-WB-0749,LG-WB-0749,Officer-WB-749,6.2,77.0,28.8
ADM-AN-0750,LG-AN-0750,Officer-AN-750,6.8,80.5,24.4
ADM-CH-0751,LG-CH-0751,Officer-CH-751,4.8,43.1,71.1
ADM-DH-0752,LG-DH-0752,Officer-DH-752,9.4,64.1,44.8
ADM-DL-0753,LG-DL-0753,Officer-DL-753,2.4,32.7,84.1
ADM-JK-0754,LG-JK-0754,Officer-JK-754,9.3,64.8,44.0
ADM-LA-0755,LG-LA-0755,Officer-LA-755,5.9,70.8,36.5
ADM-LD-0756,LG-LD-0756,Officer-LD-756,7.2,39.0,76.2
ADM-PY-0757,LG-PY-0757,Officer-PY-757,3.1,52.1,59.9
ADM-AP-0758,LG-AP-0758,Officer-AP-758,4.0,63.4,45.7
ADM-AR-0759,LG-AR-0759,Officer-AR-759,4.2,78.6,26.8
ADM-AS-0760,LG-AS-0760,Officer-AS-760,6.9,64.6,44.2
ADM-BR-0761,LG-BR-0761,Officer-BR-761,4.5,75.7,30.4
ADM-CG-0762,LG-CG-0762,Officer-CG-762,7.5,87.4,15.7
ADM-GA-0763,LG-GA-0763,Officer-GA-763,3.8,71.8,35.3
ADM-GJ-0764,LG-GJ-0764,Officer-GJ-764,7.8,74.4,32.0
ADM-HR-0765,LG-HR-0765,Officer-HR-765,4.4,76.2,29.7
ADM-HP-0766,LG-HP-0766,Officer-HP-766,9.2,40.3,74.7
ADM-JH-0767,LG-JH-0767,Officer-JH-767,2.8,80.2,24.7
ADM-KA-0768,LG-KA-0768,Officer-KA-768,6.0,74.4,32.0
ADM-KL-0769,LG-KL-0769,Officer-KL-769,5.4,58.8,51.5
ADM-MP-0770,LG-MP-0770,Officer-MP-770,2.6,73.8,32.8
ADM-MH-0771,LG-MH-0771,Officer-MH-771,6.7,83.3,20.9
ADM-MN-0772,LG-MN-0772,Officer-MN-772,6.8,55.4,55.8
ADM-ML-0773,LG-ML-0773,Officer-ML-773,9.4,91.8,10.2
ADM-MZ-0774,LG-MZ-0774,Officer-MZ-774,3.6,63.2,45.9
ADM-NL-0775,LG-NL-0775,Officer-NL-775,7.7,81.8,22.8
ADM-OD-0776,LG-OD-0776,Officer-OD-776,6.1,92.0,10.1
ADM-PB-0777,LG-PB-0777,Officer-PB-777,5.4,45.4,68.2
ADM-RJ-0778,LG-RJ-0778,Officer-RJ-778,2.8,50.6,61.7
ADM-SK-0779,LG-SK-0779,Officer-SK-779,5.7,53.0,58.7
ADM-TN-0780,LG-TN-0780,Officer-TN-780,7.2,82.8,21.5
ADM-TS-0781,LG-TS-0781,Officer-TS-781,6.7,46.1,67.3
ADM-TR-0782,LG-TR-0782,Officer-TR-782,6.6,75.6,30.5
ADM-UP-0783,LG-UP-0783,Officer-UP-783,4.4,81.3,23.4
ADM-UK-0784,LG-UK-0784,Officer-UK-784,6.2,75.6,30.5
ADM-WB-0785,LG-WB-0785,Officer-WB-785,2.0,87.3,15.9
ADM-AN-0786,LG-AN-0786,Officer-AN-786,2.9,27.5,90.6
ADM-CH-0787,LG-CH-0787,Officer-CH-787,8.9,91.1,11.1
ADM-DH-0788,LG-DH-0788,Officer-DH-788,5.7,46.3,67.2
ADM-DL-0789,LG-DL-0789,Officer-DL-789,7.3,90.4,12.0
ADM-JK-0790,LG-JK-0790,Officer-JK-790,4.4,86.6,16.8
ADM-LA-0791,LG-LA-0791,Officer-LA-791,5.5,63.3,45.9
ADM-LD-0792,LG-LD-0792,Officer-LD-792,3.7,48.6,64.2
ADM-PY-0793,LG-PY-0793,Officer-PY-793,3.5,47.9,65.1
ADM-AP-0794,LG-AP-0794,Officer-AP-794,8.5,55.2,56.0
ADM-AR-0795,LG-AR-0795,Officer-AR-795,2.3,76.1,29.8
ADM-AS-0796,LG-AS-0796,Officer-AS-796,9.0,70.3,37.2
ADM-BR-0797,LG-BR-0797,Officer-BR-797,6.1,73.1,33.6
ADM-CG-0798,LG-CG-0798,Officer-CG-798,6.0,47.6,65.5
ADM-GA-0799,LG-GA-0799,Officer-GA-799,3.1,26.7,91.7
ADM-GJ-0800,LG-GJ-0800,Officer-GJ-800,9.2,49.7,62.9
ADM-HR-0801,LG-HR-0801,Officer-HR-801,8.8,75.1,31.1
ADM-HP-0802,LG-HP-0802,Officer-HP-802,9.2,74.8,31.5
ADM-JH-0803,LG-JH-0803,Officer-JH-803,3.2,75.2,31.0
ADM-KA-0804,LG-KA-0804,Officer-KA-804,8.5,72.0,35.0
ADM-KL-0805,LG-KL-0805,Officer-KL-805,6.0,89.3,13.4
ADM-MP-0806,LG-MP-0806,Officer-MP-806,8.4,43.8,70.3
ADM-MH-0807,LG-MH-0807,Officer-MH-807,6.1,27.4,90.8
ADM-MN-0808,LG-MN-0808,Officer-MN-808,4.6,81.7,22.8
ADM-ML-0809,LG-ML-0809,Officer-ML-809,9.5,55.1,56.1
ADM-MZ-0810,LG-MZ-0810,Officer-MZ-810,8.3,44.1,69.9
ADM-NL-0811,LG-NL-0811,Officer-NL-811,9.0,68.4,39.5
ADM-OD-0812,LG-OD-0812,Officer-OD-812,5.5,74.8,31.5
ADM-PB-0813,LG-PB-0813,Officer-PB-813,2.8,43.1,71.1
ADM-RJ-0814,LG-RJ-0814,Officer-RJ-814,3.1,49.6,62.9
ADM-SK-0815,LG-SK-0815,Officer-SK-815,4.0,73.4,33.3
ADM-TN-0816,LG-TN-0816,Officer-TN-816,5.2,35.9,80.1
ADM-TS-0817,LG-TS-0817,Officer-TS-817,4.3,74.2,32.2
ADM-TR-0818,LG-TR-0818,Officer-TR-818,5.2,88.8,13.9
ADM-UP-0819,LG-UP-0819,Officer-UP-819,2.8,65.6,43.0
ADM-UK-0820,LG-UK-0820,Officer-UK-820,9.1,66.9,41.4
ADM-WB-0821,LG-WB-0821,Officer-WB-821,5.8,67.1,41.1
ADM-AN-0822,LG-AN-0822,Officer-AN-822,3.1,57.1,53.6
ADM-CH-0823,LG-CH-0823,Officer-CH-823,4.6,51.4,60.8
ADM-DH-0824,LG-DH-0824,Officer-DH-824,6.1,88.8,14.0
ADM-DL-0825,LG-DL-0825,Officer-DL-825,2.6,83.8,20.2
ADM-JK-0826,LG-JK-0826,Officer-JK-826,8.7,67.3,40.9
ADM-LA-0827,LG-LA-0827,Officer-LA-827,7.7,71.3,35.9
ADM-LD-0828,LG-LD-0828,Officer-LD-828,5.5,31.6,85.5
ADM-PY-0829,LG-PY-0829,Officer-PY-829,2.7,59.8,50.3
ADM-AP-0830,LG-AP-0830,Officer-AP-830,2.0,48.1,64.9
ADM-AR-0831,LG-AR-0831,Officer-AR-831,3.2,58.7,51.7
ADM-AS-0832,LG-AS-0832,Officer-AS-832,5.4,61.4,48.2
ADM-BR-0833,LG-BR-0833,Officer-BR-833,9.4,79.0,26.3
ADM-CG-0834,LG-CG-0834,Officer-CG-834,2.0,50.6,61.8
ADM-GA-0835,LG-GA-0835,Officer-GA-835,8.3,46.6,66.8
ADM-GJ-0836,LG-GJ-0836,Officer-GJ-836,2.9,42.1,72.4
ADM-HR-0837,LG-HR-0837,Officer-HR-837,4.2,42.4,72.0
ADM-HP-0838,LG-HP-0838,Officer-HP-838,2.1,47.4,65.8
ADM-JH-0839,LG-JH-0839,Officer-JH-839,2.1,60.1,49.9
ADM-KA-0840,LG-KA-0840,Officer-KA-840,2.7,42.2,72.3
ADM-KL-0841,LG-KL-0841,Officer-KL-841,4.7,49.0,63.7
ADM-MP-0842,LG-MP-0842,Officer-MP-842,8.4,69.9,37.7
ADM-MH-0843,LG-MH-0843,Officer-MH-843,9.1,67.4,40.7
ADM-MN-0844,LG-MN-0844,Officer-MN-844,2.4,62.6,46.8
ADM-ML-0845,LG-ML-0845,Officer-ML-845,4.5,75.8,30.2
ADM-MZ-0846,LG-MZ-0846,Officer-MZ-846,6.9,40.9,73.9
ADM-NL-0847,LG-NL-0847,Officer-NL-847,8.4,88.5,14.4
ADM-OD-0848,LG-OD-0848,Officer-OD-848,5.3,48.8,64.0
ADM-PB-0849,LG-PB-0849,Officer-PB-849,2.2,38.4,77.0
ADM-RJ-0850,LG-RJ-0850,Officer-RJ-850,4.9,72.2,34.8
ADM-SK-0851,LG-SK-0851,Officer-SK-851,2.0,61.0,48.7
ADM-TN-0852,LG-TN-0852,Officer-TN-852,3.5,75.3,30.8
ADM-TS-0853,LG-TS-0853,Officer-TS-853,3.5,78.3,27.1
ADM-TR-0854,LG-TR-0854,Officer-TR-854,7.9,72.7,34.1
ADM-UP-0855,LG-UP-0855,Officer-UP-855,2.7,64.1,44.9
ADM-UK-0856,LG-UK-0856,Officer-UK-856,6.4,57.9,52.6
ADM-WB-0857,LG-WB-0857,Officer-WB-857,5.5,53.8,57.8
ADM-AN-0858,LG-AN-0858,Officer-AN-858,2.3,76.2,29.8
ADM-CH-0859,LG-CH-0859,Officer-CH-859,6.0,78.7,26.6
ADM-DH-0860,LG-DH-0860,Officer-DH-860,3.2,42.2,72.2
ADM-DL-0861,LG-DL-0861,Officer-DL-861,6.3,90.2,12.3
ADM-JK-0862,LG-JK-0862,Officer-JK-862,3.7,88.1,14.9
ADM-LA-0863,LG-LA-0863,Officer-LA-863,4.1,49.3,63.4
ADM-LD-0864,LG-LD-0864,Officer-LD-864,8.6,42.2,72.3
ADM-PY-0865,LG-PY-0865,Officer-PY-865,3.6,62.8,46.5
ADM-AP-0866,LG-AP-0866,Officer-AP-866,7.8,75.2,31.0
ADM-AR-0867,LG-AR-0867,Officer-AR-867,3.5,76.8,29.0
ADM-AS-0868,LG-AS-0868,Officer-AS-868,4.0,50.9,61.4
ADM-BR-0869,LG-BR-0869,Officer-BR-869,5.0,69.0,38.8
ADM-CG-0870,LG-CG-0870,Officer-CG-870,9.3,60.5,49.4
ADM-GA-0871,LG-GA-0871,Officer-GA-871,6.8,67.9,40.1
ADM-GJ-0872,LG-GJ-0872,Officer-GJ-872,8.3,58.6,51.7
ADM-HR-0873,LG-HR-0873,Officer-HR-873,6.4,43.8,70.3
ADM-HP-0874,LG-HP-0874,Officer-HP-874,6.4,90.2,12.3
ADM-JH-0875,LG-JH-0875,Officer-JH-875,4.8,40.1,74.9
ADM-KA-0876,LG-KA-0876,Officer-KA-876,4.6,48.5,64.4
ADM-KL-0877,LG-KL-0877,Officer-KL-877,8.6,41.7,72.9
ADM-MP-0878,LG-MP-0878,Officer-MP-878,6.9,73.1,33.7
ADM-MH-0879,LG-MH-0879,Officer-MH-879,3.5,75.2,31.0
ADM-MN-0880,LG-MN-0880,Officer-MN-880,2.1,38.1,77.4
ADM-ML-0881,LG-ML-0881,Officer-ML-881,4.7,53.9,57.6
ADM-MZ-0882,LG-MZ-0882,Officer-MZ-882,3.1,44.5,69.3
ADM-NL-0883,LG-NL-0883,Officer-NL-883,5.9,73.8,32.8
ADM-OD-0884,LG-OD-0884,Officer-OD-884,5.7,60.2,49.8
ADM-PB-0885,LG-PB-0885,Officer-PB-885,2.4,54.6,56.7
ADM-RJ-0886,LG-RJ-0886,Officer-RJ-886,6.4,52.7,59.1
ADM-SK-0887,LG-SK-0887,Officer-SK-887,6.7,75.4,30.8
ADM-TN-0888,LG-TN-0888,Officer-TN-888,8.0,57.3,53.4
ADM-TS-0889,LG-TS-0889,Officer-TS-889,3.1,72.2,34.8
ADM-TR-0890,LG-TR-0890,Officer-TR-890,7.8,48.1,64.9
ADM-UP-0891,LG-UP-0891,Officer-UP-891,4.6,72.8,34.0
ADM-UK-0892,LG-UK-0892,Officer-UK-892,2.1,62.7,46.7
ADM-WB-0893,LG-WB-0893,Officer-WB-893,6.1,32.2,84.7
ADM-AN-0894,LG-AN-0894,Officer-AN-894,8.4,39.3,75.9
ADM-CH-0895,LG-CH-0895,Officer-CH-895,8.4,75.2,31.0
ADM-DH-0896,LG-DH-0896,Officer-DH-896,2.1,82.9,21.4
ADM-DL-0897,LG-DL-0897,Officer-DL-897,7.9,49.8,62.8
ADM-JK-0898,LG-JK-0898,Officer-JK-898,5.9,89.4,13.2
ADM-LA-0899,LG-LA-0899,Officer-LA-899,2.4,91.8,10.2
ADM-LD-0900,LG-LD-0900,Officer-LD-900,9.1,63.5,45.6
ADM-PY-0901,LG-PY-0901,Officer-PY-901,4.6,79.4,25.8
ADM-AP-0902,LG-AP-0902,Officer-AP-902,5.2,87.3,15.9
ADM-AR-0903,LG-AR-0903,Officer-AR-903,5.9,61.5,48.1
ADM-AS-0904,LG-AS-0904,Officer-AS-904,9.0,75.8,30.3
ADM-BR-0905,LG-BR-0905,Officer-BR-905,3.4,63.5,45.7
ADM-CG-0906,LG-CG-0906,Officer-CG-906,3.4,59.7,50.4
ADM-GA-0907,LG-GA-0907,Officer-GA-907,2.7,44.5,69.4
ADM-GJ-0908,LG-GJ-0908,Officer-GJ-908,8.9,59.6,50.5
ADM-HR-0909,LG-HR-0909,Officer-HR-909,7.4,41.4,73.2
ADM-HP-0910,LG-HP-0910,Officer-HP-910,4.2,65.9,42.6
ADM-JH-0911,LG-JH-0911,Officer-JH-911,4.0,75.2,31.0
ADM-KA-0912,LG-KA-0912,Officer-KA-912,7.6,46.4,67.0
ADM-KL-0913,LG-KL-0913,Officer-KL-913,6.6,89.4,13.3
ADM-MP-0914,LG-MP-0914,Officer-MP-914,5.9,27.5,90.7
ADM-MH-0915,LG-MH-0915,Officer-MH-915,9.3,40.0,75.0
ADM-MN-0916,LG-MN-0916,Officer-MN-916,2.4,58.8,51.5
ADM-ML-0917,LG-ML-0917,Officer-ML-917,4.1,68.8,39.0
ADM-MZ-0918,LG-MZ-0918,Officer-MZ-918,3.1,74.2,32.3
ADM-NL-0919,LG-NL-0919,Officer-NL-919,7.5,57.7,52.9
ADM-OD-0920,LG-OD-0920,Officer-OD-920,4.4,40.2,74.8
ADM-PB-0921,LG-PB-0921,Officer-PB-921,6.9,65.0,43.7
ADM-RJ-0922,LG-RJ-0922,Officer-RJ-922,9.2,61.1,48.6
ADM-SK-0923,LG-SK-0923,Officer-SK-923,7.5,51.6,60.5
ADM-TN-0924,LG-TN-0924,Officer-TN-924,5.8,45.5,68.1
ADM-TS-0925,LG-TS-0925,Officer-TS-925,6.3,31.5,85.6
ADM-TR-0926,LG-TR-0926,Officer-TR-926,8.6,46.0,67.5
ADM-UP-0927,LG-UP-0927,Officer-UP-927,5.6,71.8,35.3
ADM-UK-0928,LG-UK-0928,Officer-UK-928,8.9,47.4,65.8
ADM-WB-0929,LG-WB-0929,Officer-WB-929,7.4,78.7,26.6
ADM-AN-0930,LG-AN-0930,Officer-AN-930,8.8,59.2,51.0
ADM-CH-0931,LG-CH-0931,Officer-CH-931,6.0,63.0,46.3
ADM-DH-0932,LG-DH-0932,Officer-DH-932,9.4,68.9,38.9
ADM-DL-0933,LG-DL-0933,Officer-DL-933,5.8,84.7,19.2
ADM-JK-0934,LG-JK-0934,Officer-JK-934,4.9,61.3,48.4
ADM-LA-0935,LG-LA-0935,Officer-LA-935,8.7,41.2,73.5
ADM-LD-0936,LG-LD-0936,Officer-LD-936,7.0,48.2,64.7
ADM-PY-0937,LG-PY-0937,Officer-PY-937,9.1,50.0,62.5
ADM-AP-0938,LG-AP-0938,Officer-AP-938,4.7,74.0,32.5
ADM-AR-0939,LG-AR-0939,Officer-AR-939,2.4,84.1,19.9
ADM-AS-0940,LG-AS-0940,Officer-AS-940,9.3,50.0,62.5
ADM-BR-0941,LG-BR-0941,Officer-BR-941,8.9,41.4,73.2
ADM-CG-0942,LG-CG-0942,Officer-CG-942,4.4,87.7,15.3
ADM-GA-0943,LG-GA-0943,Officer-GA-943,6.0,90.3,12.1
ADM-GJ-0944,LG-GJ-0944,Officer-GJ-944,9.1,65.0,43.7
ADM-HR-0945,LG-HR-0945,Officer-HR-945,5.6,41.2,73.5
ADM-HP-0946,LG-HP-0946,Officer-HP-946,3.0,74.6,31.7
ADM-JH-0947,LG-JH-0947,Officer-JH-947,8.4,76.1,29.9
ADM-KA-0948,LG-KA-0948,Officer-KA-948,7.0,55.1,56.1
ADM-KL-0949,LG-KL-0949,Officer-KL-949,5.1,26.1,92.4
ADM-MP-0950,LG-MP-0950,Officer-MP-950,4.2,30.0,87.5
ADM-MH-0951,LG-MH-0951,Officer-MH-951,2.8,62.8,46.5
ADM-MN-0952,LG-MN-0952,Officer-MN-952,5.7,76.4,29.5
ADM-ML-0953,LG-ML-0953,Officer-ML-953,7.8,61.4,48.3
ADM-MZ-0954,LG-MZ-0954,Officer-MZ-954,2.8,73.8,32.7
ADM-NL-0955,LG-NL-0955,Officer-NL-955,7.8,49.8,62.8
ADM-OD-0956,LG-OD-0956,Officer-OD-956,3.6,42.8,71.5
ADM-PB-0957,LG-PB-0957,Officer-PB-957,8.9,73.8,32.8
ADM-RJ-0958,LG-RJ-0958,Officer-RJ-958,9.0,52.8,58.9
ADM-SK-0959,LG-SK-0959,Officer-SK-959,9.3,75.0,31.2
ADM-TN-0960,LG-TN-0960,Officer-TN-960,2.5,75.0,31.2
ADM-TS-0961,LG-TS-0961,Officer-TS-961,3.4,87.3,15.9
ADM-TR-0962,LG-TR-0962,Officer-TR-962,4.1,82.7,21.7
ADM-UP-0963,LG-UP-0963,Officer-UP-963,3.0,58.3,52.2
ADM-UK-0964,LG-UK-0964,Officer-UK-964,2.0,26.8,91.5
ADM-WB-0965,LG-WB-0965,Officer-WB-965,6.2,89.6,13.0
ADM-AN-0966,LG-AN-0966,Officer-AN-966,7.0,89.7,12.9
ADM-CH-0967,LG-CH-0967,Officer-CH-967,8.9,62.7,46.6
ADM-DH-0968,LG-DH-0968,Officer-DH-968,6.8,66.6,41.7
ADM-DL-0969,LG-DL-0969,Officer-DL-969,8.1,42.1,72.4
ADM-JK-0970,LG-JK-0970,Officer-JK-970,5.4,70.0,37.5
ADM-LA-0971,LG-LA-0971,Officer-LA-971,8.4,75.6,30.5
ADM-LD-0972,LG-LD-0972,Officer-LD-972,5.0,54.7,56.6
ADM-PY-0973,LG-PY-0973,Officer-PY-973,8.4,52.6,59.3
ADM-AP-0974,LG-AP-0974,Officer-AP-974,5.1,86.1,17.4
ADM-AR-0975,LG-AR-0975,Officer-AR-975,3.1,54.1,57.4
ADM-AS-0976,LG-AS-0976,Officer-AS-976,5.7,69.2,38.5
ADM-BR-0977,LG-BR-0977,Officer-BR-977,4.8,72.8,34.1
ADM-CG-0978,LG-CG-0978,Officer-CG-978,2.9,40.5,74.4
ADM-GA-0979,LG-GA-0979,Officer-GA-979,3.8,73.5,33.2
ADM-GJ-0980,LG-GJ-0980,Officer-GJ-980,8.8,63.9,45.2
ADM-HR-0981,LG-HR-0981,Officer-HR-981,6.3,65.3,43.4
ADM-HP-0982,LG-HP-0982,Officer-HP-982,4.4,87.6,15.5
ADM-JH-0983,LG-JH-0983,Officer-JH-983,4.4,70.4,37.0
ADM-KA-0984,LG-KA-0984,Officer-KA-984,8.6,52.3,59.6
ADM-KL-0985,LG-KL-0985,Officer-KL-985,8.6,77.4,28.2
ADM-MP-0986,LG-MP-0986,Officer-MP-986,7.5,58.4,52.0
ADM-MH-0987,LG-MH-0987,Officer-MH-987,3.9,91.0,11.2
ADM-MN-0988,LG-MN-0988,Officer-MN-988,8.6,39.9,75.2
ADM-ML-0989,LG-ML-0989,Officer-ML-989,4.6,56.6,54.2
ADM-MZ-0990,LG-MZ-0990,Officer-MZ-990,6.8,84.3,19.6
ADM-NL-0991,LG-NL-0991,Officer-NL-991,8.7,82.3,22.2
ADM-OD-0992,LG-OD-0992,Officer-OD-992,5.1,36.3,79.6
ADM-PB-0993,LG-PB-0993,Officer-PB-993,8.8,57.0,53.8
ADM-RJ-0994,LG-RJ-0994,Officer-RJ-994,2.5,71.9,35.1
ADM-SK-0995,LG-SK-0995,Officer-SK-995,5.6,82.6,21.8
ADM-TN-0996,LG-TN-0996,Officer-TN-996,8.7,73.1,33.7
ADM-TS-0997,LG-TS-0997,Officer-TS-997,4.2,43.6,70.4
ADM-TR-0998,LG-TR-0998,Officer-TR-998,4.7,42.6,71.8
ADM-UP-0999,LG-UP-0999,Officer-UP-999,6.3,83.6,20.5
ADM-UK-1000,LG-UK-1000,Officer-UK-1000,4.1,66.6,41.8
ADM-WB-1001,LG-WB-1001,Officer-WB-1001,8.6,58.2,52.2
ADM-AN-1002,LG-AN-1002,Officer-AN-1002,5.2,72.9,33.9
ADM-CH-1003,LG-CH-1003,Officer-CH-1003,4.5,59.5,50.6
ADM-DH-1004,LG-DH-1004,Officer-DH-1004,9.4,65.8,42.8
ADM-DL-1005,LG-DL-1005,Officer-DL-1005,6.5,28.4,89.5
ADM-JK-1006,LG-JK-1006,Officer-JK-1006,8.5,89.9,12.6
ADM-LA-1007,LG-LA-1007,Officer-LA-1007,8.2,88.6,14.3
ADM-LD-1008,LG-LD-1008,Officer-LD-1008,3.1,71.2,36.0
ADM-PY-1009,LG-PY-1009,Officer-PY-1009,6.4,57.1,53.7
ADM-AP-1010,LG-AP-1010,Officer-AP-1010,6.7,70.6,36.7
ADM-AR-1011,LG-AR-1011,Officer-AR-1011,8.2,75.5,30.6
ADM-AS-1012,LG-AS-1012,Officer-AS-1012,4.4,48.8,64.0
ADM-BR-1013,LG-BR-1013,Officer-BR-1013,6.9,85.9,17.6
ADM-CG-1014,LG-CG-1014,Officer-CG-1014,3.2,53.4,58.2
ADM-GA-1015,LG-GA-1015,Officer-GA-1015,7.7,52.0,60.0
ADM-GJ-1016,LG-GJ-1016,Officer-GJ-1016,4.4,43.9,70.2
ADM-HR-1017,LG-HR-1017,Officer-HR-1017,4.0,62.8,46.4
ADM-HP-1018,LG-HP-1018,Officer-HP-1018,7.1,84.0,20.0
ADM-JH-1019,LG-JH-1019,Officer-JH-1019,4.7,59.5,50.6
ADM-KA-1020,LG-KA-1020,Officer-KA-1020,2.8,59.4,50.8
ADM-KL-1021,LG-KL-1021,Officer-KL-1021,2.2,27.1,91.1
ADM-MP-1022,LG-MP-1022,Officer-MP-1022,6.6,34.0,82.6
ADM-MH-1023,LG-MH-1023,Officer-MH-1023,3.9,64.2,44.8
ADM-MN-1024,LG-MN-1024,Officer-MN-1024,3.6,41.0,73.7
ADM-ML-1025,LG-ML-1025,Officer-ML-1025,2.2,85.6,18.1
ADM-MZ-1026,LG-MZ-1026,Officer-MZ-1026,7.6,75.9,30.1
ADM-NL-1027,LG-NL-1027,Officer-NL-1027,5.8,45.1,68.6
ADM-OD-1028,LG-OD-1028,Officer-OD-1028,2.6,65.1,43.7
ADM-PB-1029,LG-PB-1029,Officer-PB-1029,2.3,82.7,21.6
ADM-RJ-1030,LG-RJ-1030,Officer-RJ-1030,8.0,75.9,30.2
ADM-SK-1031,LG-SK-1031,Officer-SK-1031,2.8,89.7,12.9
ADM-TN-1032,LG-TN-1032,Officer-TN-1032,4.2,88.7,14.1
ADM-TS-1033,LG-TS-1033,Officer-TS-1033,8.3,71.5,35.7
ADM-TR-1034,LG-TR-1034,Officer-TR-1034,9.2,77.4,28.2
ADM-UP-1035,LG-UP-1035,Officer-UP-1035,6.0,88.6,14.3
ADM-UK-1036,LG-UK-1036,Officer-UK-1036,2.8,90.9,11.4
