outcome_id,project_id,delay_flag,delay_days
OUT-MZ-1206,LG-MZ-1206,0,2
OUT-NL-1207,LG-NL-1207,1,176
OUT-OD-1208,LG-OD-1208,1,167
OUT-PB-1209,LG-PB-1209,0,11
OUT-RJ-1210,LG-RJ-1210,1,124
OUT-SK-1211,LG-SK-1211,1,434
OUT-TN-1212,LG-TN-1212,1,65
OUT-TS-1213,LG-TS-1213,0,1
OUT-TR-1214,LG-TR-1214,1,203
OUT-UP-1215,LG-UP-1215,1,263
OUT-UK-1216,LG-UK-1216,0,12
OUT-WB-1217,LG-WB-1217,0,6
OUT-AN-1218,LG-AN-1218,0,1
OUT-CH-1219,LG-CH-1219,0,8
OUT-DH-1220,LG-DH-1220,1,130
OUT-DL-1221,LG-DL-1221,1,220
OUT-JK-1222,LG-JK-1222,0,15
OUT-LA-1223,LG-LA-1223,0,4
OUT-LD-1224,LG-LD-1224,1,168
OUT-PY-1225,LG-PY-1225,1,253
OUT-AP-1226,LG-AP-1226,0,7
OUT-AR-1227,LG-AR-1227,0,5
OUT-AS-1228,LG-AS-1228,0,8
OUT-BR-1229,LG-BR-1229,0,8
OUT-CG-1230,LG-CG-1230,1,189
OUT-GA-1231,LG-GA-1231,0,13
OUT-GJ-1232,LG-GJ-1232,1,449
OUT-HR-1233,LG-HR-1233,0,8
OUT-HP-1234,LG-HP-1234,1,98
OUT-JH-1235,LG-JH-1235,1,109
OUT-KA-1236,LG-KA-1236,1,575
OUT-KL-1237,LG-KL-1237,1,130
OUT-MP-1238,LG-MP-1238,0,0
OUT-MH-1239,LG-MH-1239,0,15
OUT-MN-1240,LG-MN-1240,0,5
OUT-ML-1241,LG-ML-1241,1,257
OUT-MZ-1242,LG-MZ-1242,1,251
OUT-NL-1243,LG-NL-1243,1,190
OUT-OD-1244,LG-OD-1244,0,12
OUT-PB-1245,LG-PB-1245,0,10
OUT-RJ-1246,LG-RJ-1246,1,37
OUT-SK-1247,LG-SK-1247,1,45
OUT-TN-1248,LG-TN-1248,0,3
OUT-TS-1249,LG-TS-1249,0,20
OUT-TR-1250,LG-TR-1250,1,298
