dispute_id,project_id,total_cases,court_district_cases,court_high_cases,court_supreme_cases,pending_cases,resolved_cases,stay_orders_count
LGL-JH-0839,LG-JH-0839,8,4,2,2,6,2,1
LGL-KA-0840,LG-KA-0840,22,13,6,3,14,8,2
LGL-KL-0841,LG-KL-0841,20,12,6,2,12,8,1
LGL-MP-0842,LG-MP-0842,12,7,3,2,7,5,0
LGL-MH-0843,LG-MH-0843,13,7,3,3,6,7,1
LGL-MN-0844,LG-MN-0844,16,9,4,3,7,9,1
LGL-ML-0845,LG-ML-0845,12,7,3,2,4,8,1
LGL-MZ-0846,LG-MZ-0846,11,6,3,2,9,2,1
LGL-NL-0847,LG-NL-0847,12,7,3,2,2,10,0
LGL-OD-0848,LG-OD-0848,8,4,2,2,6,2,2
LGL-PB-0849,LG-PB-0849,24,14,7,3,15,9,8
LGL-RJ-0850,LG-RJ-0850,2,1,0,1,0,2,0
LGL-SK-0851,LG-SK-0851,13,7,3,3,4,9,0
LGL-TN-0852,LG-TN-0852,7,4,2,1,4,3,1
LGL-TS-0853,LG-TS-0853,8,4,2,2,1,7,0
LGL-TR-0854,LG-TR-0854,4,2,1,1,2,2,0
LGL-UP-0855,LG-UP-0855,11,6,3,2,3,8,0
LGL-UK-0856,LG-UK-0856,11,6,3,2,7,4,1
LGL-WB-0857,LG-WB-0857,12,7,3,2,11,1,1
LGL-AN-0858,LG-AN-0858,3,1,0,2,2,1,0
LGL-CH-0859,LG-CH-0859,9,5,2,2,0,9,0
LGL-DH-0860,LG-DH-0860,25,15,7,3,15,10,1
LGL-DL-0861,LG-DL-0861,5,3,1,1,1,4,0
LGL-JK-0862,LG-JK-0862,5,3,1,1,0,5,0
LGL-LA-0863,LG-LA-0863,17,10,5,2,9,8,2
LGL-LD-0864,LG-LD-0864,23,13,6,4,19,4,5
LGL-PY-0865,LG-PY-0865,8,4,2,2,7,1,0
LGL-AP-0866,LG-AP-0866,10,6,3,1,5,5,0
LGL-AR-0867,LG-AR-0867,2,1,0,1,1,1,0
LGL-AS-0868,LG-AS-0868,12,7,3,2,8,4,1
LGL-BR-0869,LG-BR-0869,9,5,2,2,6,3,1
LGL-CG-0870,LG-CG-0870,14,8,4,2,5,9,0
LGL-GA-0871,LG-GA-0871,14,8,4,2,7,7,1
LGL-GJ-0872,LG-GJ-0872,10,6,3,1,4,6,0
LGL-HR-0873,LG-HR-0873,13,7,3,3,12,1,2
LGL-HP-0874,LG-HP-0874,5,3,1,1,0,5,0
LGL-JH-0875,LG-JH-0875,24,14,7,3,15,9,3
LGL-KA-0876,LG-KA-0876,12,7,3,2,7,5,2
LGL-KL-0877,LG-KL-0877,19,11,5,3,12,7,3
LGL-MP-0878,LG-MP-0878,10,6,3,1,1,9,0
LGL-MH-0879,LG-MH-0879,8,4,2,2,0,8,0
LGL-MN-0880,LG-MN-0880,18,10,5,3,12,6,2
LGL-ML-0881,LG-ML-0881,18,10,5,3,15,3,2
LGL-MZ-0882,LG-MZ-0882,20,12,6,2,14,6,3
LGL-NL-0883,LG-NL-0883,2,1,0,1,1,1,0
LGL-OD-0884,LG-OD-0884,14,8,4,2,6,8,0
LGL-PB-0885,LG-PB-0885,15,9,4,2,14,1,3
LGL-RJ-0886,LG-RJ-0886,24,14,7,3,15,9,1
LGL-SK-0887,LG-SK-0887,8,4,2,2,6,2,0
LGL-TN-0888,LG-TN-0888,7,4,2,1,2,5,1
LGL-TS-0889,LG-TS-0889,7,4,2,1,0,7,0
LGL-TR-0890,LG-TR-0890,19,11,5,3,10,9,3
LGL-UP-0891,LG-UP-0891,11,6,3,2,1,10,0
LGL-UK-0892,LG-UK-0892,15,9,4,2,7,8,1
LGL-WB-0893,LG-WB-0893,15,9,4,2,14,1,8
LGL-AN-0894,LG-AN-0894,38,22,11,5,34,4,6
LGL-CH-0895,LG-CH-0895,4,2,1,1,2,2,0
LGL-DH-0896,LG-DH-0896,8,4,2,2,2,6,0
LGL-DL-0897,LG-DL-0897,19,11,5,3,9,10,1
LGL-JK-0898,LG-JK-0898,8,4,2,2,0,8,0
LGL-LA-0899,LG-LA-0899,6,3,1,2,2,4,0
LGL-LD-0900,LG-LD-0900,10,6,3,1,2,8,0
LGL-PY-0901,LG-PY-0901,12,7,3,2,2,10,0
LGL-AP-0902,LG-AP-0902,8,4,2,2,1,7,0
LGL-AR-0903,LG-AR-0903,9,5,2,2,3,6,0
LGL-AS-0904,LG-AS-0904,8,4,2,2,2,6,0
LGL-BR-0905,LG-BR-0905,9,5,2,2,3,6,1
LGL-CG-0906,LG-CG-0906,12,7,3,2,5,7,1
LGL-GA-0907,LG-GA-0907,13,7,3,3,9,4,3
LGL-GJ-0908,LG-GJ-0908,9,5,2,2,3,6,0
LGL-HR-0909,LG-HR-0909,29,17,8,4,25,4,7
LGL-HP-0910,LG-HP-0910,3,1,0,2,2,1,1
LGL-JH-0911,LG-JH-0911,8,4,2,2,2,6,1
LGL-KA-0912,LG-KA-0912,24,14,7,3,15,9,3
LGL-KL-0913,LG-KL-0913,12,7,3,2,2,10,0
LGL-MP-0914,LG-MP-0914,42,25,12,5,34,8,4
LGL-MH-0915,LG-MH-0915,20,12,6,2,13,7,5
LGL-MN-0916,LG-MN-0916,9,5,2,2,7,2,0
LGL-ML-0917,LG-ML-0917,10,6,3,1,7,3,1
LGL-MZ-0918,LG-MZ-0918,10,6,3,1,1,9,0
LGL-NL-0919,LG-NL-0919,8,4,2,2,2,6,1
LGL-OD-0920,LG-OD-0920,22,13,6,3,15,7,2
LGL-PB-0921,LG-PB-0921,12,7,3,2,2,10,1
LGL-RJ-0922,LG-RJ-0922,12,7,3,2,4,8,0
LGL-SK-0923,LG-SK-0923,18,10,5,3,14,4,2
LGL-TN-0924,LG-TN-0924,21,12,6,3,12,9,2
LGL-TS-0925,LG-TS-0925,20,12,6,2,16,4,3
LGL-TR-0926,LG-TR-0926,19,11,5,3,13,6,3
LGL-UP-0927,LG-UP-0927,7,4,2,1,6,1,1
LGL-UK-0928,LG-UK-0928,10,6,3,1,7,3,1
LGL-WB-0929,LG-WB-0929,10,6,3,1,0,10,0
LGL-AN-0930,LG-AN-0930,6,3,1,2,5,1,0
LGL-CH-0931,LG-CH-0931,8,4,2,2,2,6,1
LGL-DH-0932,LG-DH-0932,17,10,5,2,7,10,1
LGL-DL-0933,LG-DL-0933,3,1,0,2,0,3,0
LGL-JK-0934,LG-JK-0934,12,7,3,2,3,9,1
LGL-LA-0935,LG-LA-0935,8,4,2,2,7,1,3
LGL-LD-0936,LG-LD-0936,18,10,5,3,15,3,2
LGL-PY-0937,LG-PY-0937,15,9,4,2,8,7,1
LGL-AP-0938,LG-AP-0938,9,5,2,2,2,7,0
LGL-AR-0939,LG-AR-0939,6,3,1,2,1,5,0
LGL-AS-0940,LG-AS-0940,9,5,2,2,8,1,3
LGL-BR-0941,LG-BR-0941,18,10,5,3,14,4,2
LGL-CG-0942,LG-CG-0942,3,1,0,2,2,1,0
LGL-GA-0943,LG-GA-0943,5,3,1,1,0,5,0
LGL-GJ-0944,LG-GJ-0944,8,4,2,2,4,4,1
LGL-HR-0945,LG-HR-0945,37,22,11,4,34,3,2
LGL-HP-0946,LG-HP-0946,3,1,0,2,0,3,0
LGL-JH-0947,LG-JH-0947,12,7,3,2,2,10,0
LGL-KA-0948,LG-KA-0948,20,12,6,2,12,8,2
LGL-KL-0949,LG-KL-0949,39,23,11,5,30,9,8
LGL-MP-0950,LG-MP-0950,43,25,12,6,33,10,3
LGL-MH-0951,LG-MH-0951,7,4,2,1,3,4,0
LGL-MN-0952,LG-MN-0952,4,2,1,1,2,2,0
LGL-ML-0953,LG-ML-0953,12,7,3,2,7,5,0
LGL-MZ-0954,LG-MZ-0954,15,9,4,2,5,10,0
LGL-NL-0955,LG-NL-0955,19,11,5,3,9,10,3
LGL-OD-0956,LG-OD-0956,12,7,3,2,10,2,3
LGL-PB-0957,LG-PB-0957,9,5,2,2,2,7,0
LGL-RJ-0958,LG-RJ-0958,20,12,6,2,10,10,1
LGL-SK-0959,LG-SK-0959,5,3,1,1,0,5,0
LGL-TN-0960,LG-TN-0960,7,4,2,1,2,5,0
LGL-TS-0961,LG-TS-0961,2,1,0,1,1,1,0
LGL-TR-0962,LG-TR-0962,8,4,2,2,2,6,0
LGL-UP-0963,LG-UP-0963,11,6,3,2,3,8,1
LGL-UK-0964,LG-UK-0964,33,19,9,5,24,9,6
LGL-WB-0965,LG-WB-0965,3,1,0,2,0,3,0
LGL-AN-0966,LG-AN-0966,4,2,1,1,2,2,0
LGL-CH-0967,LG-CH-0967,14,8,4,2,5,9,1
LGL-DH-0968,LG-DH-0968,9,5,2,2,6,3,0
LGL-DL-0969,LG-DL-0969,33,19,9,5,29,4,6
LGL-JK-0970,LG-JK-0970,7,4,2,1,6,1,1
LGL-LA-0971,LG-LA-0971,16,9,4,3,6,10,0
LGL-LD-0972,LG-LD-0972,16,9,4,3,10,6,3
LGL-PY-0973,LG-PY-0973,16,9,4,3,11,5,2
LGL-AP-0974,LG-AP-0974,3,1,0,2,0,3,0
LGL-AR-0975,LG-AR-0975,13,7,3,3,8,5,2
LGL-AS-0976,LG-AS-0976,13,7,3,3,7,6,0
LGL-BR-0977,LG-BR-0977,9,5,2,2,0,9,0
LGL-CG-0978,LG-CG-0978,10,6,3,1,7,3,3
LGL-GA-0979,LG-GA-0979,9,5,2,2,1,8,0
LGL-GJ-0980,LG-GJ-0980,9,5,2,2,5,4,0
LGL-HR-0981,LG-HR-0981,7,4,2,1,3,4,0
LGL-HP-0982,LG-HP-0982,4,2,1,1,1,3,0
LGL-JH-0983,LG-JH-0983,11,6,3,2,6,5,1
LGL-KA-0984,LG-KA-0984,22,13,6,3,12,10,3
LGL-KL-0985,LG-KL-0985,8,4,2,2,2,6,0
LGL-MP-0986,LG-MP-0986,10,6,3,1,3,7,0
LGL-MH-0987,LG-MH-0987,5,3,1,1,0,5,0
LGL-MN-0988,LG-MN-0988,32,19,9,4,27,5,7
LGL-ML-0989,LG-ML-0989,11,6,3,2,6,5,0
LGL-MZ-0990,LG-MZ-0990,5,3,1,1,1,4,0
LGL-NL-0991,LG-NL-0991,2,1,0,1,1,1,0
LGL-OD-0992,LG-OD-0992,23,13,6,4,14,9,6
LGL-PB-0993,LG-PB-0993,12,7,3,2,5,7,0
LGL-RJ-0994,LG-RJ-0994,10,6,3,1,3,7,0
LGL-SK-0995,LG-SK-0995,4,2,1,1,0,4,0
LGL-TN-0996,LG-TN-0996,11,6,3,2,6,5,0
LGL-TS-0997,LG-TS-0997,13,7,3,3,12,1,2
LGL-TR-0998,LG-TR-0998,25,15,7,3,15,10,1
LGL-UP-0999,LG-UP-0999,4,2,1,1,1,3,0
LGL-UK-1000,LG-UK-1000,11,6,3,2,2,9,0
LGL-WB-1001,LG-WB-1001,5,3,1,1,4,1,1
LGL-AN-1002,LG-AN-1002,4,2,1,1,0,4,0
LGL-CH-1003,LG-CH-1003,6,3,1,2,2,4,0
LGL-DH-1004,LG-DH-1004,12,7,3,2,5,7,0
LGL-DL-1005,LG-DL-1005,30,18,9,3,23,7,7
LGL-JK-1006,LG-JK-1006,3,1,0,2,1,2,0
LGL-LA-1007,LG-LA-1007,9,5,2,2,2,7,0
LGL-LD-1008,LG-LD-1008,17,10,5,2,7,10,0
LGL-PY-1009,LG-PY-1009,8,4,2,2,4,4,0
LGL-AP-1010,LG-AP-1010,10,6,3,1,2,8,0
LGL-AR-1011,LG-AR-1011,9,5,2,2,5,4,1
LGL-AS-1012,LG-AS-1012,17,10,5,2,12,5,1
LGL-BR-1013,LG-BR-1013,7,4,2,1,1,6,0
LGL-CG-1014,LG-CG-1014,18,10,5,3,11,7,3
LGL-GA-1015,LG-GA-1015,21,12,6,3,15,6,3
LGL-GJ-1016,LG-GJ-1016,18,10,5,3,10,8,1
LGL-HR-1017,LG-HR-1017,9,5,2,2,7,2,0
LGL-HP-1018,LG-HP-1018,5,3,1,1,0,5,0
LGL-JH-1019,LG-JH-1019,12,7,3,2,4,8,1
LGL-KA-1020,LG-KA-1020,5,3,1,1,2,3,0
LGL-KL-1021,LG-KL-1021,39,23,11,5,31,8,8
LGL-MP-1022,LG-MP-1022,31,18,9,4,28,3,6
LGL-MH-1023,LG-MH-1023,12,7,3,2,3,9,0
LGL-MN-1024,LG-MN-1024,14,8,4,2,8,6,3
LGL-ML-1025,LG-ML-1025,8,4,2,2,1,7,0
LGL-MZ-1026,LG-MZ-1026,14,8,4,2,4,10,0
LGL-NL-1027,LG-NL-1027,12,7,3,2,9,3,2
LGL-OD-1028,LG-OD-1028,12,7,3,2,3,9,0
LGL-PB-1029,LG-PB-1029,7,4,2,1,0,7,0
LGL-RJ-1030,LG-RJ-1030,17,10,5,2,7,10,1
LGL-SK-1031,LG-SK-1031,8,4,2,2,1,7,0
LGL-TN-1032,LG-TN-1032,7,4,2,1,2,5,0
LGL-TS-1033,LG-TS-1033,14,8,4,2,7,7,0
LGL-TR-1034,LG-TR-1034,12,7,3,2,2,10,0
LGL-UP-1035,LG-UP-1035,4,2,1,1,2,2,0
LGL-UK-1036,LG-UK-1036,5,3,1,1,2,3,0
LGL-WB-1037,LG-WB-1037,13,7,3,3,7,6,1
LGL-AN-1038,LG-AN-1038,19,11,5,3,15,4,3
LGL-CH-1039,LG-CH-1039,4,2,1,1,1,3,0
LGL-DH-1040,LG-DH-1040,10,6,3,1,8,2,1
LGL-DL-1041,LG-DL-1041,6,3,1,2,2,4,0
LGL-JK-1042,LG-JK-1042,2,1,0,1,1,1,0
LGL-LA-1043,LG-LA-1043,5,3,1,1,2,3,0
LGL-LD-1044,LG-LD-1044,15,9,4,2,12,3,2
LGL-PY-1045,LG-PY-1045,12,7,3,2,2,10,0
LGL-AP-1046,LG-AP-1046,19,11,5,3,15,4,1
LGL-AR-1047,LG-AR-1047,17,10,5,2,8,9,3
LGL-AS-1048,LG-AS-1048,5,3,1,1,3,2,1
LGL-BR-1049,LG-BR-1049,11,6,3,2,3,8,1
LGL-CG-1050,LG-CG-1050,11,6,3,2,2,9,0
LGL-GA-1051,LG-GA-1051,9,5,2,2,7,2,0
LGL-GJ-1052,LG-GJ-1052,16,9,4,3,12,4,1
LGL-HR-1053,LG-HR-1053,9,5,2,2,7,2,1
LGL-HP-1054,LG-HP-1054,9,5,2,2,3,6,1
LGL-JH-1055,LG-JH-1055,11,6,3,2,2,9,0
LGL-KA-1056,LG-KA-1056,5,3,1,1,2,3,0
LGL-KL-1057,LG-KL-1057,11,6,3,2,3,8,1
LGL-MP-1058,LG-MP-1058,34,20,10,4,26,8,5
LGL-MH-1059,LG-MH-1059,16,9,4,3,7,9,0
LGL-MN-1060,LG-MN-1060,43,25,12,6,33,10,7
LGL-ML-1061,LG-ML-1061,9,5,2,2,7,2,3
LGL-MZ-1062,LG-MZ-1062,18,10,5,3,8,10,3
LGL-NL-1063,LG-NL-1063,15,9,4,2,6,9,1
LGL-OD-1064,LG-OD-1064,19,11,5,3,11,8,3
LGL-PB-1065,LG-PB-1065,42,25,12,5,33,9,3
LGL-RJ-1066,LG-RJ-1066,11,6,3,2,2,9,0
LGL-SK-1067,LG-SK-1067,9,5,2,2,7,2,2
LGL-TN-1068,LG-TN-1068,24,14,7,3,18,6,3
LGL-TS-1069,LG-TS-1069,13,7,3,3,4,9,1
LGL-TR-1070,LG-TR-1070,7,4,2,1,5,2,1
LGL-UP-1071,LG-UP-1071,19,11,5,3,9,10,3
LGL-UK-1072,LG-UK-1072,6,3,1,2,1,5,0
LGL-WB-1073,LG-WB-1073,31,18,9,4,24,7,2
LGL-AN-1074,LG-AN-1074,13,7,3,3,4,9,0
LGL-CH-1075,LG-CH-1075,8,4,2,2,3,5,0
LGL-DH-1076,LG-DH-1076,4,2,1,1,3,1,0
LGL-DL-1077,LG-DL-1077,17,10,5,2,14,3,2
LGL-JK-1078,LG-JK-1078,9,5,2,2,2,7,0
LGL-LA-1079,LG-LA-1079,3,1,0,2,0,3,0
LGL-LD-1080,LG-LD-1080,8,4,2,2,2,6,1
LGL-PY-1081,LG-PY-1081,10,6,3,1,7,3,2
LGL-AP-1082,LG-AP-1082,11,6,3,2,7,4,0
LGL-AR-1083,LG-AR-1083,19,11,5,3,12,7,4
LGL-AS-1084,LG-AS-1084,10,6,3,1,6,4,1
LGL-BR-1085,LG-BR-1085,17,10,5,2,7,10,1
LGL-CG-1086,LG-CG-1086,12,7,3,2,6,6,0
LGL-GA-1087,LG-GA-1087,32,19,9,4,27,5,2
LGL-GJ-1088,LG-GJ-1088,3,1,0,2,1,2,0
LGL-HR-1089,LG-HR-1089,13,7,3,3,7,6,1
LGL-HP-1090,LG-HP-1090,11,6,3,2,6,5,1
LGL-JH-1091,LG-JH-1091,8,4,2,2,1,7,0
LGL-KA-1092,LG-KA-1092,12,7,3,2,10,2,3
LGL-KL-1093,LG-KL-1093,32,19,9,4,23,9,7
LGL-MP-1094,LG-MP-1094,7,4,2,1,5,2,1
LGL-MH-1095,LG-MH-1095,14,8,4,2,6,8,3
LGL-MN-1096,LG-MN-1096,9,5,2,2,0,9,0
LGL-ML-1097,LG-ML-1097,10,6,3,1,2,8,0
LGL-MZ-1098,LG-MZ-1098,11,6,3,2,7,4,2
LGL-NL-1099,LG-NL-1099,22,13,6,3,13,9,1
LGL-OD-1100,LG-OD-1100,5,3,1,1,1,4,0
LGL-PB-1101,LG-PB-1101,10,6,3,1,0,10,0
LGL-RJ-1102,LG-RJ-1102,8,4,2,2,2,6,0
LGL-SK-1103,LG-SK-1103,23,13,6,4,14,9,1
LGL-TN-1104,LG-TN-1104,8,4,2,2,4,4,0
LGL-TS-1105,LG-TS-1105,15,9,4,2,12,3,3
LGL-TR-1106,LG-TR-1106,11,6,3,2,5,6,1
LGL-UP-1107,LG-UP-1107,30,18,9,3,20,10,8
LGL-UK-1108,LG-UK-1108,23,13,6,4,15,8,3
LGL-WB-1109,LG-WB-1109,16,9,4,3,10,6,3
LGL-AN-1110,LG-AN-1110,13,7,3,3,5,8,1
LGL-CH-1111,LG-CH-1111,15,9,4,2,5,10,0
LGL-DH-1112,LG-DH-1112,6,3,1,2,5,1,1
LGL-DL-1113,LG-DL-1113,10,6,3,1,2,8,1
LGL-JK-1114,LG-JK-1114,8,4,2,2,1,7,0
LGL-LA-1115,LG-LA-1115,5,3,1,1,2,3,1
LGL-LD-1116,LG-LD-1116,16,9,4,3,13,3,2
LGL-PY-1117,LG-PY-1117,6,3,1,2,2,4,0
LGL-AP-1118,LG-AP-1118,4,2,1,1,3,1,1
LGL-AR-1119,LG-AR-1119,10,6,3,1,0,10,0
LGL-AS-1120,LG-AS-1120,10,6,3,1,2,8,1
LGL-BR-1121,LG-BR-1121,5,3,1,1,1,4,0
LGL-CG-1122,LG-CG-1122,13,7,3,3,8,5,3
LGL-GA-1123,LG-GA-1123,6,3,1,2,5,1,1
LGL-GJ-1124,LG-GJ-1124,2,1,0,1,0,2,0
LGL-HR-1125,LG-HR-1125,8,4,2,2,5,3,1
LGL-HP-1126,LG-HP-1126,8,4,2,2,7,1,1
LGL-JH-1127,LG-JH-1127,15,9,4,2,6,9,1
LGL-KA-1128,LG-KA-1128,2,1,0,1,1,1,0
LGL-KL-1129,LG-KL-1129,6,3,1,2,1,5,0
LGL-MP-1130,LG-MP-1130,6,3,1,2,0,6,0
LGL-MH-1131,LG-MH-1131,12,7,3,2,5,7,0
LGL-MN-1132,LG-MN-1132,10,6,3,1,6,4,1
LGL-ML-1133,LG-ML-1133,15,9,4,2,6,9,0
LGL-MZ-1134,LG-MZ-1134,12,7,3,2,3,9,1
LGL-NL-1135,LG-NL-1135,7,4,2,1,2,5,0
LGL-OD-1136,LG-OD-1136,10,6,3,1,5,5,0
LGL-PB-1137,LG-PB-1137,13,7,3,3,5,8,1
LGL-RJ-1138,LG-RJ-1138,11,6,3,2,4,7,1
LGL-SK-1139,LG-SK-1139,8,4,2,2,0,8,0
LGL-TN-1140,LG-TN-1140,3,1,0,2,0,3,0
LGL-TS-1141,LG-TS-1141,9,5,2,2,0,9,0
LGL-TR-1142,LG-TR-1142,4,2,1,1,3,1,1
LGL-UP-1143,LG-UP-1143,6,3,1,2,2,4,0
LGL-UK-1144,LG-UK-1144,22,13,6,3,21,1,7
LGL-WB-1145,LG-WB-1145,31,18,9,4,22,9,7
LGL-AN-1146,LG-AN-1146,9,5,2,2,1,8,0
LGL-CH-1147,LG-CH-1147,12,7,3,2,7,5,0
LGL-DH-1148,LG-DH-1148,2,1,0,1,0,2,0
LGL-DL-1149,LG-DL-1149,16,9,4,3,15,1,2
LGL-JK-1150,LG-JK-1150,9,5,2,2,2,7,1
LGL-LA-1151,LG-LA-1151,5,3,1,1,2,3,0
LGL-LD-1152,LG-LD-1152,20,12,6,2,12,8,2
LGL-PY-1153,LG-PY-1153,10,6,3,1,6,4,0
LGL-AP-1154,LG-AP-1154,16,9,4,3,6,10,0
LGL-AR-1155,LG-AR-1155,17,10,5,2,7,10,0
LGL-AS-1156,LG-AS-1156,11,6,3,2,6,5,1
LGL-BR-1157,LG-BR-1157,19,11,5,3,14,5,2
LGL-CG-1158,LG-CG-1158,11,6,3,2,2,9,0
LGL-GA-1159,LG-GA-1159,6,3,1,2,2,4,0
LGL-GJ-1160,LG-GJ-1160,21,12,6,3,15,6,1
LGL-HR-1161,LG-HR-1161,11,6,3,2,5,6,1
LGL-HP-1162,LG-HP-1162,8,4,2,2,1,7,0
LGL-JH-1163,LG-JH-1163,18,10,5,3,15,3,1
LGL-KA-1164,LG-KA-1164,3,1,0,2,2,1,0
LGL-KL-1165,LG-KL-1165,19,11,5,3,14,5,3
LGL-MP-1166,LG-MP-1166,13,7,3,3,12,1,1
LGL-MH-1167,LG-MH-1167,4,2,1,1,0,4,0
LGL-MN-1168,LG-MN-1168,17,10,5,2,12,5,1
LGL-ML-1169,LG-ML-1169,7,4,2,1,2,5,0
LGL-MZ-1170,LG-MZ-1170,10,6,3,1,7,3,0
LGL-NL-1171,LG-NL-1171,39,23,11,5,33,6,3
LGL-OD-1172,LG-OD-1172,11,6,3,2,2,9,0
LGL-PB-1173,LG-PB-1173,13,7,3,3,11,2,3
LGL-RJ-1174,LG-RJ-1174,14,8,4,2,12,2,1
LGL-SK-1175,LG-SK-1175,17,10,5,2,15,2,3
LGL-TN-1176,LG-TN-1176,11,6,3,2,2,9,0
LGL-TS-1177,LG-TS-1177,7,4,2,1,6,1,1
LGL-TR-1178,LG-TR-1178,20,12,6,2,10,10,1
LGL-UP-1179,LG-UP-1179,21,12,6,3,13,8,5
LGL-UK-1180,LG-UK-1180,10,6,3,1,1,9,0
LGL-WB-1181,LG-WB-1181,4,2,1,1,2,2,0
LGL-AN-1182,LG-AN-1182,8,4,2,2,0,8,0
LGL-CH-1183,LG-CH-1183,10,6,3,1,3,7,0
LGL-DH-1184,LG-DH-1184,17,10,5,2,7,10,1
LGL-DL-1185,LG-DL-1185,18,10,5,3,8,10,1
LGL-JK-1186,LG-JK-1186,7,4,2,1,5,2,0
LGL-LA-1187,LG-LA-1187,11,6,3,2,1,10,0
LGL-LD-1188,LG-LD-1188,32,19,9,4,29,3,2
LGL-PY-1189,LG-PY-1189,2,1,0,1,1,1,0
LGL-AP-1190,LG-AP-1190,7,4,2,1,6,1,0
LGL-AR-1191,LG-AR-1191,19,11,5,3,10,9,2
LGL-AS-1192,LG-AS-1192,4,2,1,1,2,2,0
LGL-BR-1193,LG-BR-1193,17,10,5,2,12,5,3
LGL-CG-1194,LG-CG-1194,12,7,3,2,11,1,3
LGL-GA-1195,LG-GA-1195,9,5,2,2,2,7,0
LGL-GJ-1196,LG-GJ-1196,10,6,3,1,0,10,0
LGL-HR-1197,LG-HR-1197,6,3,1,2,2,4,0
LGL-HP-1198,LG-HP-1198,7,4,2,1,5,2,0
LGL-JH-1199,LG-JH-1199,16,9,4,3,9,7,3
LGL-KA-1200,LG-KA-1200,19,11,5,3,14,5,1
LGL-KL-1201,LG-KL-1201,4,2,1,1,1,3,0
LGL-MP-1202,LG-MP-1202,32,19,9,4,31,1,3
LGL-MH-1203,LG-MH-1203,15,9,4,2,13,2,3
LGL-MN-1204,LG-MN-1204,10,6,3,1,2,8,1
LGL-ML-1205,LG-ML-1205,3,1,0,2,0,3,0
LGL-MZ-1206,LG-MZ-1206,11,6,3,2,2,9,0
LGL-NL-1207,LG-NL-1207,13,7,3,3,10,3,2
LGL-OD-1208,LG-OD-1208,23,13,6,4,14,9,2
LGL-PB-1209,LG-PB-1209,7,4,2,1,1,6,0
LGL-RJ-1210,LG-RJ-1210,11,6,3,2,3,8,1
LGL-SK-1211,LG-SK-1211,33,19,9,5,26,7,7
LGL-TN-1212,LG-TN-1212,15,9,4,2,7,8,0
LGL-TS-1213,LG-TS-1213,6,3,1,2,2,4,0
LGL-TR-1214,LG-TR-1214,7,4,2,1,6,1,1
LGL-UP-1215,LG-UP-1215,33,19,9,5,27,6,4
LGL-UK-1216,LG-UK-1216,9,5,2,2,7,2,1
LGL-WB-1217,LG-WB-1217,11,6,3,2,5,6,0
LGL-AN-1218,LG-AN-1218,5,3,1,1,2,3,0
LGL-CH-1219,LG-CH-1219,12,7,3,2,6,6,0
LGL-DH-1220,LG-DH-1220,25,15,7,3,15,10,1
LGL-DL-1221,LG-DL-1221,19,11,5,3,15,4,1
LGL-JK-1222,LG-JK-1222,8,4,2,2,2,6,0
LGL-LA-1223,LG-LA-1223,9,5,2,2,1,8,0
LGL-LD-1224,LG-LD-1224,16,9,4,3,6,10,2
LGL-PY-1225,LG-PY-1225,10,6,3,1,9,1,1
LGL-AP-1226,LG-AP-1226,12,7,3,2,2,10,0
LGL-AR-1227,LG-AR-1227,5,3,1,1,1,4,0
LGL-AS-1228,LG-AS-1228,9,5,2,2,1,8,0
LGL-BR-1229,LG-BR-1229,6,3,1,2,0,6,0
LGL-CG-1230,LG-CG-1230,14,8,4,2,8,6,2
LGL-GA-1231,LG-GA-1231,5,3,1,1,1,4,0
LGL-GJ-1232,LG-GJ-1232,36,21,10,5,32,4,8
LGL-HR-1233,LG-HR-1233,1,0,0,1,0,1,0
LGL-HP-1234,LG-HP-1234,14,8,4,2,7,7,0
LGL-JH-1235,LG-JH-1235,17,10,5,2,7,10,0
LGL-KA-1236,LG-KA-1236,34,20,10,4,26,8,2
LGL-KL-1237,LG-KL-1237,14,8,4,2,6,8,0
LGL-MP-1238,LG-MP-1238,12,7,3,2,2,10,1
LGL-MH-1239,LG-MH-1239,10,6,3,1,1,9,0
LGL-MN-1240,LG-MN-1240,13,7,3,3,3,10,0
LGL-ML-1241,LG-ML-1241,32,19,9,4,24,8,8
LGL-MZ-1242,LG-MZ-1242,18,10,5,3,9,9,1
LGL-NL-1243,LG-NL-1243,21,12,6,3,11,10,2
LGL-OD-1244,LG-OD-1244,7,4,2,1,2,5,0
LGL-PB-1245,LG-PB-1245,11,6,3,2,7,4,0
LGL-RJ-1246,LG-RJ-1246,7,4,2,1,3,4,1
LGL-SK-1247,LG-SK-1247,7,4,2,1,3,4,1
LGL-TN-1248,LG-TN-1248,9,5,2,2,2,7,0
LGL-TS-1249,LG-TS-1249,13,7,3,3,3,10,1
LGL-TR-1250,LG-TR-1250,24,14,7,3,18,6,7
