doc_id,project_id,total_records,records_verified,records_pending,title_clearance_percentage
DOC-LD-0936,LG-LD-0936,2028,1577,451,77.8
DOC-PY-0937,LG-PY-0937,1026,760,266,74.1
DOC-AP-0938,LG-AP-0938,1341,1215,126,90.6
DOC-AR-0939,LG-AR-0939,652,592,60,90.9
DOC-AS-0940,LG-AS-0940,530,355,175,67.1
DOC-BR-0941,LG-BR-0941,865,563,302,65.1
DOC-CG-0942,LG-CG-0942,1055,986,69,93.5
DOC-GA-0943,LG-GA-0943,181,170,11,94.4
DOC-GJ-0944,LG-GJ-0944,704,559,145,79.5
DOC-HR-0945,LG-HR-0945,94,48,46,51.7
DOC-HP-0946,LG-HP-0946,148,132,16,89.6
DOC-JH-0947,LG-JH-0947,196,181,15,92.4
DOC-KA-0948,LG-KA-0948,385,275,110,71.7
DOC-KL-0949,LG-KL-0949,1386,949,437,68.5
DOC-MP-0950,LG-MP-0950,737,480,257,65.2
DOC-MH-0951,LG-MH-0951,796,708,88,89.0
DOC-MN-0952,LG-MN-0952,1577,1515,62,96.1
DOC-ML-0953,LG-ML-0953,1804,1612,192,89.4
DOC-MZ-0954,LG-MZ-0954,1761,1411,350,80.2
DOC-NL-0955,LG-NL-0955,521,335,186,64.4
DOC-OD-0956,LG-OD-0956,340,217,123,64.1
DOC-PB-0957,LG-PB-0957,1180,1158,22,98.2
DOC-RJ-0958,LG-RJ-0958,354,233,121,66.0
DOC-SK-0959,LG-SK-0959,232,225,7,97.4
DOC-TN-0960,LG-TN-0960,155,149,6,96.4
DOC-TS-0961,LG-TS-0961,941,841,100,89.4
DOC-TR-0962,LG-TR-0962,321,293,28,91.4
DOC-UP-0963,LG-UP-0963,103,91,12,88.8
DOC-UK-0964,LG-UK-0964,264,126,138,47.8
DOC-WB-0965,LG-WB-0965,443,414,29,93.7
DOC-AN-0966,LG-AN-0966,1466,1296,170,88.5
DOC-CH-0967,LG-CH-0967,779,585,194,75.1
DOC-DH-0968,LG-DH-0968,1784,1371,413,76.9
DOC-DL-0969,LG-DL-0969,926,444,482,48.0
DOC-JK-0970,LG-JK-0970,919,804,115,87.5
DOC-LA-0971,LG-LA-0971,744,591,153,79.5
DOC-LD-0972,LG-LD-0972,694,440,254,63.5
DOC-PY-0973,LG-PY-0973,970,635,335,65.6
DOC-AP-0974,LG-AP-0974,404,385,19,95.4
DOC-AR-0975,LG-AR-0975,1571,1067,504,67.9
DOC-AS-0976,LG-AS-0976,1057,793,264,75.0
DOC-BR-0977,LG-BR-0977,1476,1427,49,96.7
DOC-CG-0978,LG-CG-0978,123,76,47,62.1
DOC-GA-0979,LG-GA-0979,460,442,18,96.1
DOC-GJ-0980,LG-GJ-0980,458,358,100,78.3
DOC-HR-0981,LG-HR-0981,540,435,105,80.7
DOC-HP-0982,LG-HP-0982,96,87,9,91.5
DOC-JH-0983,LG-JH-0983,1331,1103,228,82.9
DOC-KA-0984,LG-KA-0984,1220,915,305,75.0
DOC-KL-0985,LG-KL-0985,1004,949,55,94.6
DOC-MP-0986,LG-MP-0986,594,529,65,89.2
DOC-MH-0987,LG-MH-0987,2239,2183,56,97.5
DOC-MN-0988,LG-MN-0988,762,466,296,61.2
DOC-ML-0989,LG-ML-0989,550,420,130,76.4
DOC-MZ-0990,LG-MZ-0990,454,414,40,91.4
DOC-NL-0991,LG-NL-0991,479,451,28,94.2
DOC-OD-0992,LG-OD-0992,406,222,184,54.8
DOC-PB-0993,LG-PB-0993,850,691,159,81.3
DOC-RJ-0994,LG-RJ-0994,1139,993,146,87.2
DOC-SK-0995,LG-SK-0995,818,800,18,97.8
DOC-TN-0996,LG-TN-0996,1300,975,325,75.0
DOC-TS-0997,LG-TS-0997,947,658,289,69.5
DOC-TR-0998,LG-TR-0998,427,322,105,75.6
DOC-UP-0999,LG-UP-0999,1219,1079,140,88.5
DOC-UK-1000,LG-UK-1000,1790,1438,352,80.4
DOC-WB-1001,LG-WB-1001,344,284,60,82.8
DOC-AN-1002,LG-AN-1002,249,227,22,91.4
DOC-CH-1003,LG-CH-1003,142,115,27,81.7
DOC-DH-1004,LG-DH-1004,902,780,122,86.6
DOC-DL-1005,LG-DL-1005,2204,949,1255,43.1
DOC-JK-1006,LG-JK-1006,1730,1674,56,96.8
DOC-LA-1007,LG-LA-1007,1505,1483,22,98.5
DOC-LD-1008,LG-LD-1008,575,489,86,85.1
DOC-PY-1009,LG-PY-1009,527,467,60,88.8
DOC-AP-1010,LG-AP-1010,1427,1209,218,84.8
DOC-AR-1011,LG-AR-1011,87,73,14,84.4
DOC-AS-1012,LG-AS-1012,141,102,39,73.0
DOC-BR-1013,LG-BR-1013,898,848,50,94.5
DOC-CG-1014,LG-CG-1014,1761,1358,403,77.1
DOC-GA-1015,LG-GA-1015,416,313,103,75.4
DOC-GJ-1016,LG-GJ-1016,679,469,210,69.2
DOC-HR-1017,LG-HR-1017,453,386,67,85.3
DOC-HP-1018,LG-HP-1018,1724,1590,134,92.2
DOC-JH-1019,LG-JH-1019,1258,1123,135,89.3
DOC-KA-1020,LG-KA-1020,1441,1134,307,78.8
DOC-KL-1021,LG-KL-1021,1197,576,621,48.2
DOC-MP-1022,LG-MP-1022,1903,1281,622,67.4
DOC-MH-1023,LG-MH-1023,1174,947,227,80.7
DOC-MN-1024,LG-MN-1024,1837,1108,729,60.3
DOC-ML-1025,LG-ML-1025,517,489,28,94.6
DOC-MZ-1026,LG-MZ-1026,88,69,19,78.8
DOC-NL-1027,LG-NL-1027,1048,755,293,72.1
DOC-OD-1028,LG-OD-1028,212,168,44,79.7
DOC-PB-1029,LG-PB-1029,549,514,35,93.7
DOC-RJ-1030,LG-RJ-1030,2443,2123,320,86.9
DOC-SK-1031,LG-SK-1031,612,544,68,88.9
DOC-TN-1032,LG-TN-1032,1394,1314,80,94.3
DOC-TS-1033,LG-TS-1033,273,216,57,79.5
DOC-TR-1034,LG-TR-1034,1106,1037,69,93.8
DOC-UP-1035,LG-UP-1035,1467,1411,56,96.2
DOC-UK-1036,LG-UK-1036,1562,1542,20,98.7
DOC-WB-1037,LG-WB-1037,867,732,135,84.5
DOC-AN-1038,LG-AN-1038,864,665,199,77.1
DOC-CH-1039,LG-CH-1039,1050,990,60,94.3
DOC-DH-1040,LG-DH-1040,1825,1174,651,64.4
DOC-DL-1041,LG-DL-1041,2610,2334,276,89.5
DOC-JK-1042,LG-JK-1042,2199,2118,81,96.3
DOC-LA-1043,LG-LA-1043,437,386,51,88.3
DOC-LD-1044,LG-LD-1044,1413,1055,358,74.7
DOC-PY-1045,LG-PY-1045,990,875,115,88.4
DOC-AP-1046,LG-AP-1046,1391,1024,367,73.7
DOC-AR-1047,LG-AR-1047,703,506,197,72.0
DOC-AS-1048,LG-AS-1048,1498,1215,283,81.2
DOC-BR-1049,LG-BR-1049,282,230,52,81.7
DOC-CG-1050,LG-CG-1050,420,410,10,97.6
DOC-GA-1051,LG-GA-1051,848,649,199,76.6
DOC-GJ-1052,LG-GJ-1052,589,439,150,74.6
DOC-HR-1053,LG-HR-1053,551,424,127,77.0
DOC-HP-1054,LG-HP-1054,2331,1968,363,84.4
DOC-JH-1055,LG-JH-1055,793,758,35,95.7
DOC-KA-1056,LG-KA-1056,813,773,40,95.2
DOC-KL-1057,LG-KL-1057,2509,2135,374,85.1
DOC-MP-1058,LG-MP-1058,1440,816,624,56.7
DOC-MH-1059,LG-MH-1059,282,212,70,75.5
DOC-MN-1060,LG-MN-1060,493,202,291,41.1
DOC-ML-1061,LG-ML-1061,253,156,97,61.7
DOC-MZ-1062,LG-MZ-1062,875,592,283,67.7
DOC-NL-1063,LG-NL-1063,76,64,12,85.2
DOC-OD-1064,LG-OD-1064,628,377,251,60.1
DOC-PB-1065,LG-PB-1065,835,356,479,42.7
DOC-RJ-1066,LG-RJ-1066,1267,1161,106,91.6
DOC-SK-1067,LG-SK-1067,917,726,191,79.2
DOC-TN-1068,LG-TN-1068,325,175,150,54.1
DOC-TS-1069,LG-TS-1069,525,454,71,86.5
DOC-TR-1070,LG-TR-1070,328,280,48,85.4
DOC-UP-1071,LG-UP-1071,668,404,264,60.6
DOC-UK-1072,LG-UK-1072,1187,1136,51,95.7
DOC-WB-1073,LG-WB-1073,1135,830,305,73.2
DOC-AN-1074,LG-AN-1074,149,133,16,89.4
DOC-CH-1075,LG-CH-1075,1911,1552,359,81.3
DOC-DH-1076,LG-DH-1076,522,416,106,79.8
DOC-DL-1077,LG-DL-1077,1140,685,455,60.2
DOC-JK-1078,LG-JK-1078,2064,1924,140,93.2
DOC-LA-1079,LG-LA-1079,2224,2126,98,95.6
DOC-LD-1080,LG-LD-1080,1707,1471,236,86.2
DOC-PY-1081,LG-PY-1081,785,480,305,61.2
DOC-AP-1082,LG-AP-1082,598,471,127,78.8
DOC-AR-1083,LG-AR-1083,959,475,484,49.5
DOC-AS-1084,LG-AS-1084,332,283,49,85.2
DOC-BR-1085,LG-BR-1085,1334,1053,281,79.0
DOC-CG-1086,LG-CG-1086,216,179,37,83.1
DOC-GA-1087,LG-GA-1087,1048,591,457,56.5
DOC-GJ-1088,LG-GJ-1088,468,447,21,95.7
DOC-HR-1089,LG-HR-1089,322,257,65,79.9
DOC-HP-1090,LG-HP-1090,1010,876,134,86.8
DOC-JH-1091,LG-JH-1091,819,752,67,91.8
DOC-KA-1092,LG-KA-1092,766,530,236,69.2
DOC-KL-1093,LG-KL-1093,922,586,336,63.6
DOC-MP-1094,LG-MP-1094,490,412,78,84.2
DOC-MH-1095,LG-MH-1095,1691,1066,625,63.1
DOC-MN-1096,LG-MN-1096,132,121,11,91.9
DOC-ML-1097,LG-ML-1097,1739,1377,362,79.2
DOC-MZ-1098,LG-MZ-1098,1197,837,360,69.9
DOC-NL-1099,LG-NL-1099,242,159,83,65.8
DOC-OD-1100,LG-OD-1100,590,579,11,98.1
DOC-PB-1101,LG-PB-1101,431,414,17,96.2
DOC-RJ-1102,LG-RJ-1102,565,534,31,94.5
DOC-SK-1103,LG-SK-1103,290,219,71,75.9
DOC-TN-1104,LG-TN-1104,726,619,107,85.4
DOC-TS-1105,LG-TS-1105,1465,835,630,57.0
DOC-TR-1106,LG-TR-1106,1605,1337,268,83.4
DOC-UP-1107,LG-UP-1107,379,270,109,71.4
DOC-UK-1108,LG-UK-1108,98,77,21,78.8
DOC-WB-1109,LG-WB-1109,406,284,122,70.1
DOC-AN-1110,LG-AN-1110,226,199,27,88.2
DOC-CH-1111,LG-CH-1111,2601,2260,341,86.9
DOC-DH-1112,LG-DH-1112,1711,1332,379,77.9
DOC-DL-1113,LG-DL-1113,644,533,111,82.8
DOC-JK-1114,LG-JK-1114,396,352,44,88.9
DOC-LA-1115,LG-LA-1115,456,381,75,83.6
DOC-LD-1116,LG-LD-1116,400,297,103,74.5
DOC-PY-1117,LG-PY-1117,433,335,98,77.6
DOC-AP-1118,LG-AP-1118,725,560,165,77.3
DOC-AR-1119,LG-AR-1119,85,78,7,92.2
DOC-AS-1120,LG-AS-1120,1773,1373,400,77.5
DOC-BR-1121,LG-BR-1121,515,480,35,93.2
DOC-CG-1122,LG-CG-1122,683,498,185,73.0
DOC-GA-1123,LG-GA-1123,372,328,44,88.2
DOC-GJ-1124,LG-GJ-1124,1630,1495,135,91.7
DOC-HR-1125,LG-HR-1125,887,786,101,88.7
DOC-HP-1126,LG-HP-1126,350,283,67,81.1
DOC-JH-1127,LG-JH-1127,1142,896,246,78.5
DOC-KA-1128,LG-KA-1128,640,580,60,90.8
DOC-KL-1129,LG-KL-1129,271,261,10,96.5
DOC-MP-1130,LG-MP-1130,395,385,10,97.6
DOC-MH-1131,LG-MH-1131,1311,1166,145,89.0
DOC-MN-1132,LG-MN-1132,327,247,80,75.8
DOC-ML-1133,LG-ML-1133,2017,1668,349,82.7
DOC-MZ-1134,LG-MZ-1134,717,597,120,83.4
DOC-NL-1135,LG-NL-1135,120,114,6,95.2
DOC-OD-1136,LG-OD-1136,1118,932,186,83.4
DOC-PB-1137,LG-PB-1137,686,536,150,78.2
DOC-RJ-1138,LG-RJ-1138,935,709,226,75.9
DOC-SK-1139,LG-SK-1139,133,118,15,89.0
DOC-TN-1140,LG-TN-1140,673,622,51,92.5
DOC-TS-1141,LG-TS-1141,1423,1348,75,94.8
DOC-TR-1142,LG-TR-1142,269,224,45,83.4
DOC-UP-1143,LG-UP-1143,246,187,59,76.1
DOC-UK-1144,LG-UK-1144,2250,1012,1238,45.0
DOC-WB-1145,LG-WB-1145,2670,1284,1386,48.1
DOC-AN-1146,LG-AN-1146,287,280,7,97.7
DOC-CH-1147,LG-CH-1147,607,510,97,84.1
DOC-DH-1148,LG-DH-1148,263,232,31,88.4
DOC-DL-1149,LG-DL-1149,1172,894,278,76.3
DOC-JK-1150,LG-JK-1150,1902,1659,243,87.2
DOC-LA-1151,LG-LA-1151,307,294,13,96.0
DOC-LD-1152,LG-LD-1152,258,174,84,67.7
DOC-PY-1153,LG-PY-1153,1156,981,175,84.9
DOC-AP-1154,LG-AP-1154,311,248,63,79.8
DOC-AR-1155,LG-AR-1155,146,114,32,78.5
DOC-AS-1156,LG-AS-1156,834,518,316,62.2
DOC-BR-1157,LG-BR-1157,891,693,198,77.8
DOC-CG-1158,LG-CG-1158,2723,2648,75,97.3
DOC-GA-1159,LG-GA-1159,340,312,28,91.8
DOC-GJ-1160,LG-GJ-1160,1153,732,421,63.5
DOC-HR-1161,LG-HR-1161,1661,1300,361,78.3
DOC-HP-1162,LG-HP-1162,1683,1625,58,96.6
DOC-JH-1163,LG-JH-1163,960,762,198,79.4
DOC-KA-1164,LG-KA-1164,1397,1228,169,87.9
DOC-KL-1165,LG-KL-1165,1802,1251,551,69.4
DOC-MP-1166,LG-MP-1166,575,415,160,72.3
DOC-MH-1167,LG-MH-1167,831,776,55,93.4
DOC-MN-1168,LG-MN-1168,1785,1219,566,68.3
DOC-ML-1169,LG-ML-1169,1392,1273,119,91.5
DOC-MZ-1170,LG-MZ-1170,156,119,37,76.5
DOC-NL-1171,LG-NL-1171,753,390,363,51.9
DOC-OD-1172,LG-OD-1172,98,90,8,92.3
DOC-PB-1173,LG-PB-1173,1491,948,543,63.6
DOC-RJ-1174,LG-RJ-1174,1547,955,592,61.8
DOC-SK-1175,LG-SK-1175,92,71,21,77.8
DOC-TN-1176,LG-TN-1176,1161,1125,36,97.0
DOC-TS-1177,LG-TS-1177,695,550,145,79.3
DOC-TR-1178,LG-TR-1178,432,328,104,76.0
DOC-UP-1179,LG-UP-1179,1220,618,602,50.7
DOC-UK-1180,LG-UK-1180,492,474,18,96.5
DOC-WB-1181,LG-WB-1181,338,308,30,91.1
DOC-AN-1182,LG-AN-1182,1013,922,91,91.0
DOC-CH-1183,LG-CH-1183,1236,1094,142,88.6
DOC-DH-1184,LG-DH-1184,210,176,34,84.1
DOC-DL-1185,LG-DL-1185,685,436,249,63.7
DOC-JK-1186,LG-JK-1186,612,499,113,81.5
DOC-LA-1187,LG-LA-1187,81,73,8,90.8
DOC-LD-1188,LG-LD-1188,487,361,126,74.2
DOC-PY-1189,LG-PY-1189,2297,2146,151,93.4
DOC-AP-1190,LG-AP-1190,356,270,86,75.9
DOC-AR-1191,LG-AR-1191,763,519,244,68.0
DOC-AS-1192,LG-AS-1192,441,439,2,99.7
DOC-BR-1193,LG-BR-1193,378,243,135,64.5
DOC-CG-1194,LG-CG-1194,488,297,191,61.0
DOC-GA-1195,LG-GA-1195,1478,1357,121,91.9
DOC-GJ-1196,LG-GJ-1196,939,937,2,99.8
DOC-HR-1197,LG-HR-1197,952,871,81,91.6
DOC-HP-1198,LG-HP-1198,697,537,160,77.2
DOC-JH-1199,LG-JH-1199,687,502,185,73.2
DOC-KA-1200,LG-KA-1200,528,414,114,78.4
DOC-KL-1201,LG-KL-1201,830,748,82,90.2
DOC-MP-1202,LG-MP-1202,1191,478,713,40.1
DOC-MH-1203,LG-MH-1203,717,543,174,75.8
DOC-MN-1204,LG-MN-1204,1821,1630,191,89.5
DOC-ML-1205,LG-ML-1205,636,621,15,97.7
DOC-MZ-1206,LG-MZ-1206,1132,862,270,76.2
DOC-NL-1207,LG-NL-1207,1332,1023,309,76.8
DOC-OD-1208,LG-OD-1208,378,283,95,75.0
DOC-PB-1209,LG-PB-1209,1355,1326,29,97.9
DOC-RJ-1210,LG-RJ-1210,1214,950,264,78.3
DOC-SK-1211,LG-SK-1211,480,341,139,71.2
DOC-TN-1212,LG-TN-1212,999,780,219,78.1
DOC-TS-1213,LG-TS-1213,1326,1268,58,95.6
DOC-TR-1214,LG-TR-1214,678,480,198,70.8
DOC-UP-1215,LG-UP-1215,1323,666,657,50.4
DOC-UK-1216,LG-UK-1216,2125,1693,432,79.7
DOC-WB-1217,LG-WB-1217,353,311,42,88.2
DOC-AN-1218,LG-AN-1218,113,110,3,97.4
DOC-CH-1219,LG-CH-1219,662,505,157,76.3
DOC-DH-1220,LG-DH-1220,622,469,153,75.5
DOC-DL-1221,LG-DL-1221,1144,818,326,71.5
DOC-JK-1222,LG-JK-1222,160,144,16,90.6
DOC-LA-1223,LG-LA-1223,1134,1102,32,97.2
DOC-LD-1224,LG-LD-1224,2085,1561,524,74.9
DOC-PY-1225,LG-PY-1225,702,521,181,74.3
DOC-AP-1226,LG-AP-1226,893,843,50,94.5
DOC-AR-1227,LG-AR-1227,1199,1183,16,98.7
DOC-AS-1228,LG-AS-1228,1857,1725,132,92.9
DOC-BR-1229,LG-BR-1229,245,230,15,94.2
DOC-CG-1230,LG-CG-1230,183,128,55,70.3
DOC-GA-1231,LG-GA-1231,441,402,39,91.4
DOC-GJ-1232,LG-GJ-1232,2510,1610,900,64.2
DOC-HR-1233,LG-HR-1233,1677,1658,19,98.9
DOC-HP-1234,LG-HP-1234,708,566,142,80.0
DOC-JH-1235,LG-JH-1235,790,697,93,88.3
DOC-KA-1236,LG-KA-1236,1148,480,668,41.9
DOC-KL-1237,LG-KL-1237,298,230,68,77.2
DOC-MP-1238,LG-MP-1238,1704,1464,240,85.9
DOC-MH-1239,LG-MH-1239,546,504,42,92.4
DOC-MN-1240,LG-MN-1240,429,381,48,89.0
DOC-ML-1241,LG-ML-1241,2271,1234,1037,54.3
DOC-MZ-1242,LG-MZ-1242,1182,931,251,78.8
DOC-NL-1243,LG-NL-1243,1955,1278,677,65.4
DOC-OD-1244,LG-OD-1244,1768,1593,175,90.2
DOC-PB-1245,LG-PB-1245,2038,1633,405,80.1
DOC-RJ-1246,LG-RJ-1246,1746,1377,369,78.9
DOC-SK-1247,LG-SK-1247,1920,1481,439,77.1
DOC-TN-1248,LG-TN-1248,682,643,39,94.3
DOC-TS-1249,LG-TS-1249,678,571,107,84.3
DOC-TR-1250,LG-TR-1250,1081,628,453,58.1
