history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
HIS-HP-0514,LG-HP-0514,2024-02-01,0.75,75.0,HIGH,127,Final Handover,v1.0.0
HIS-JH-0515,LG-JH-0515,2024-02-01,0.36,36.0,MEDIUM,113,R&R,v1.0.0
HIS-KA-0516,LG-KA-0516,2024-02-01,0.36,36.0,MEDIUM,31,Compensation,v1.0.0
HIS-KL-0517,LG-KL-0517,2024-02-01,0.26,26.0,LOW,11,Objection/Hearing,v1.0.0
HIS-MP-0518,LG-MP-0518,2024-02-01,0.25,25.0,LOW,3,Documentation,v1.0.0
HIS-MH-0519,LG-MH-0519,2024-02-01,0.32,32.0,MEDIUM,12,Legal Resolution,v1.0.0
HIS-MN-0520,LG-MN-0520,2024-02-01,0.42,42.0,MEDIUM,75,R&R,v1.0.0
HIS-ML-0521,LG-ML-0521,2024-02-01,0.65,65.0,HIGH,218,Survey,v1.0.0
HIS-MZ-0522,LG-MZ-0522,2024-02-01,0.6,60.0,MEDIUM,10,Survey,v1.0.0
HIS-NL-0523,LG-NL-0523,2024-02-01,0.51,51.0,MEDIUM,20,Final Handover,v1.0.0
HIS-OD-0524,LG-OD-0524,2024-02-01,0.56,56.0,MEDIUM,17,Final Handover,v1.0.0
HIS-PB-0525,LG-PB-0525,2024-02-01,0.67,67.0,HIGH,159,Objection/Hearing,v1.0.0
HIS-RJ-0526,LG-RJ-0526,2024-02-01,0.74,74.0,HIGH,148,Legal Resolution,v1.0.0
HIS-SK-0527,LG-SK-0527,2024-02-01,0.28,28.0,LOW,15,Compensation,v1.0.0
HIS-TN-0528,LG-TN-0528,2024-02-01,0.76,76.0,HIGH,230,Legal Resolution,v1.0.0
HIS-TS-0529,LG-TS-0529,2024-02-01,0.65,65.0,HIGH,182,Compensation,v1.0.0
HIS-TR-0530,LG-TR-0530,2024-02-01,0.44,44.0,MEDIUM,86,Final Handover,v1.0.0
HIS-UP-0531,LG-UP-0531,2024-02-01,0.22,22.0,LOW,1,Objection/Hearing,v1.0.0
HIS-UK-0532,LG-UK-0532,2024-02-01,0.43,43.0,MEDIUM,5,Notification,v1.0.0
HIS-WB-0533,LG-WB-0533,2024-02-01,0.47,47.0,MEDIUM,105,Documentation,v1.0.0
HIS-AN-0534,LG-AN-0534,2024-02-01,0.77,77.0,HIGH,213,Objection/Hearing,v1.0.0
HIS-CH-0535,LG-CH-0535,2024-02-01,0.32,32.0,MEDIUM,69,Notification,v1.0.0
HIS-DH-0536,LG-DH-0536,2024-02-01,0.25,25.0,LOW,0,Notification,v1.0.0
HIS-DL-0537,LG-DL-0537,2024-02-01,0.06,6.0,LOW,3,Possession,v1.0.0
HIS-JK-0538,LG-JK-0538,2024-02-01,0.71,71.0,HIGH,167,Legal Resolution,v1.0.0
HIS-LA-0539,LG-LA-0539,2024-02-01,0.66,66.0,HIGH,184,Compensation,v1.0.0
HIS-LD-0540,LG-LD-0540,2024-02-01,0.45,45.0,MEDIUM,67,Final Handover,v1.0.0
HIS-PY-0541,LG-PY-0541,2024-02-01,0.69,69.0,HIGH,158,Compensation,v1.0.0
HIS-AP-0542,LG-AP-0542,2024-02-01,0.14,14.0,LOW,1,Notification,v1.0.0
HIS-AR-0543,LG-AR-0543,2024-02-01,0.72,72.0,HIGH,214,Final Handover,v1.0.0
HIS-AS-0544,LG-AS-0544,2024-02-01,0.7,70.0,HIGH,183,Objection/Hearing,v1.0.0
HIS-BR-0545,LG-BR-0545,2024-02-01,0.41,41.0,MEDIUM,10,Notification,v1.0.0
HIS-CG-0546,LG-CG-0546,2024-02-01,0.61,61.0,HIGH,195,Approval,v1.0.0
HIS-GA-0547,LG-GA-0547,2024-02-01,0.64,64.0,HIGH,214,Notification,v1.0.0
HIS-GJ-0548,LG-GJ-0548,2024-02-01,0.29,29.0,LOW,11,Documentation,v1.0.0
HIS-HR-0549,LG-HR-0549,2024-02-01,0.62,62.0,HIGH,242,Documentation,v1.0.0
HIS-HP-0550,LG-HP-0550,2024-02-01,0.18,18.0,LOW,11,Compensation,v1.0.0
HIS-JH-0551,LG-JH-0551,2024-02-01,0.34,34.0,MEDIUM,5,Possession,v1.0.0
HIS-KA-0552,LG-KA-0552,2024-02-01,0.58,58.0,MEDIUM,15,Final Handover,v1.0.0
HIS-KL-0553,LG-KL-0553,2024-02-01,0.84,84.0,CRITICAL,580,Land Identification,v1.0.0
HIS-MP-0554,LG-MP-0554,2024-02-01,0.93,93.0,CRITICAL,546,Approval,v1.0.0
HIS-MH-0555,LG-MH-0555,2024-02-01,0.23,23.0,LOW,9,Legal Resolution,v1.0.0
HIS-MN-0556,LG-MN-0556,2024-02-01,0.5,50.0,MEDIUM,11,R&R,v1.0.0
HIS-ML-0557,LG-ML-0557,2024-02-01,0.47,47.0,MEDIUM,116,Legal Resolution,v1.0.0
HIS-MZ-0558,LG-MZ-0558,2024-02-01,0.74,74.0,HIGH,178,Compensation,v1.0.0
HIS-NL-0559,LG-NL-0559,2024-02-01,0.51,51.0,MEDIUM,2,Survey,v1.0.0
HIS-OD-0560,LG-OD-0560,2024-02-01,0.15,15.0,LOW,10,Final Handover,v1.0.0
HIS-PB-0561,LG-PB-0561,2024-02-01,0.62,62.0,HIGH,217,Legal Resolution,v1.0.0
HIS-RJ-0562,LG-RJ-0562,2024-02-01,0.46,46.0,MEDIUM,28,Objection/Hearing,v1.0.0
HIS-SK-0563,LG-SK-0563,2024-02-01,0.4,40.0,MEDIUM,25,Possession,v1.0.0
HIS-TN-0564,LG-TN-0564,2024-02-01,0.51,51.0,MEDIUM,91,Land Identification,v1.0.0
HIS-TS-0565,LG-TS-0565,2024-02-01,0.84,84.0,CRITICAL,368,Legal Resolution,v1.0.0
HIS-TR-0566,LG-TR-0566,2024-02-01,0.92,92.0,CRITICAL,533,Documentation,v1.0.0
HIS-UP-0567,LG-UP-0567,2024-02-01,0.44,44.0,MEDIUM,70,Compensation,v1.0.0
HIS-UK-0568,LG-UK-0568,2024-02-01,0.47,47.0,MEDIUM,127,Possession,v1.0.0
HIS-WB-0569,LG-WB-0569,2024-02-01,0.28,28.0,LOW,10,Possession,v1.0.0
HIS-AN-0570,LG-AN-0570,2024-02-01,0.08,8.0,LOW,5,Documentation,v1.0.0
HIS-CH-0571,LG-CH-0571,2024-02-01,0.25,25.0,LOW,6,R&R,v1.0.0
HIS-DH-0572,LG-DH-0572,2024-02-01,0.58,58.0,MEDIUM,3,Legal Resolution,v1.0.0
HIS-DL-0573,LG-DL-0573,2024-02-01,0.49,49.0,MEDIUM,17,Notification,v1.0.0
HIS-JK-0574,LG-JK-0574,2024-02-01,0.11,11.0,LOW,6,Documentation,v1.0.0
HIS-LA-0575,LG-LA-0575,2024-02-01,0.37,37.0,MEDIUM,12,R&R,v1.0.0
HIS-LD-0576,LG-LD-0576,2024-02-01,0.57,57.0,MEDIUM,66,Land Identification,v1.0.0
HIS-PY-0577,LG-PY-0577,2024-02-01,0.43,43.0,MEDIUM,7,Documentation,v1.0.0
HIS-AP-0578,LG-AP-0578,2024-02-01,0.46,46.0,MEDIUM,4,Land Identification,v1.0.0
HIS-AR-0579,LG-AR-0579,2024-02-01,0.8,80.0,HIGH,137,Approval,v1.0.0
HIS-AS-0580,LG-AS-0580,2024-02-01,0.49,49.0,MEDIUM,34,Compensation,v1.0.0
HIS-BR-0581,LG-BR-0581,2024-02-01,0.7,70.0,HIGH,172,Documentation,v1.0.0
HIS-CG-0582,LG-CG-0582,2024-02-01,0.35,35.0,MEDIUM,3,Possession,v1.0.0
HIS-GA-0583,LG-GA-0583,2024-02-01,0.79,79.0,HIGH,159,Objection/Hearing,v1.0.0
HIS-GJ-0584,LG-GJ-0584,2024-02-01,0.81,81.0,CRITICAL,357,Notification,v1.0.0
HIS-HR-0585,LG-HR-0585,2024-02-01,0.94,94.0,CRITICAL,554,Objection/Hearing,v1.0.0
HIS-HP-0586,LG-HP-0586,2024-02-01,0.15,15.0,LOW,11,Documentation,v1.0.0
HIS-JH-0587,LG-JH-0587,2024-02-01,0.85,85.0,CRITICAL,551,Compensation,v1.0.0
HIS-KA-0588,LG-KA-0588,2024-02-01,0.42,42.0,MEDIUM,127,Documentation,v1.0.0
HIS-KL-0589,LG-KL-0589,2024-02-01,0.2,20.0,LOW,14,Compensation,v1.0.0
HIS-MP-0590,LG-MP-0590,2024-02-01,0.63,63.0,HIGH,129,Notification,v1.0.0
HIS-MH-0591,LG-MH-0591,2024-02-01,0.65,65.0,HIGH,220,Survey,v1.0.0
HIS-MN-0592,LG-MN-0592,2024-02-01,0.63,63.0,HIGH,226,Documentation,v1.0.0
HIS-ML-0593,LG-ML-0593,2024-02-01,0.6,60.0,MEDIUM,87,Objection/Hearing,v1.0.0
HIS-MZ-0594,LG-MZ-0594,2024-02-01,0.67,67.0,HIGH,187,Survey,v1.0.0
HIS-NL-0595,LG-NL-0595,2024-02-01,0.8,80.0,HIGH,247,Notification,v1.0.0
HIS-OD-0596,LG-OD-0596,2024-02-01,0.96,96.0,CRITICAL,332,Final Handover,v1.0.0
HIS-PB-0597,LG-PB-0597,2024-02-01,0.63,63.0,HIGH,250,Approval,v1.0.0
HIS-RJ-0598,LG-RJ-0598,2024-02-01,0.06,6.0,LOW,11,Survey,v1.0.0
HIS-SK-0599,LG-SK-0599,2024-02-01,0.84,84.0,CRITICAL,481,Approval,v1.0.0
HIS-TN-0600,LG-TN-0600,2024-02-01,0.47,47.0,MEDIUM,9,R&R,v1.0.0
HIS-TS-0601,LG-TS-0601,2024-02-01,0.48,48.0,MEDIUM,16,Survey,v1.0.0
HIS-TR-0602,LG-TR-0602,2024-02-01,0.78,78.0,HIGH,145,Notification,v1.0.0
HIS-UP-0603,LG-UP-0603,2024-02-01,0.37,37.0,MEDIUM,15,Legal Resolution,v1.0.0
HIS-UK-0604,LG-UK-0604,2024-02-01,0.66,66.0,HIGH,227,Compensation,v1.0.0
HIS-WB-0605,LG-WB-0605,2024-02-01,0.85,85.0,CRITICAL,583,Land Identification,v1.0.0
HIS-AN-0606,LG-AN-0606,2024-02-01,0.17,17.0,LOW,7,Legal Resolution,v1.0.0
HIS-CH-0607,LG-CH-0607,2024-02-01,0.16,16.0,LOW,7,Notification,v1.0.0
HIS-DH-0608,LG-DH-0608,2024-02-01,0.24,24.0,LOW,9,Final Handover,v1.0.0
HIS-DL-0609,LG-DL-0609,2024-02-01,0.74,74.0,HIGH,184,Objection/Hearing,v1.0.0
HIS-JK-0610,LG-JK-0610,2024-02-01,0.56,56.0,MEDIUM,13,Objection/Hearing,v1.0.0
HIS-LA-0611,LG-LA-0611,2024-02-01,0.48,48.0,MEDIUM,121,Land Identification,v1.0.0
HIS-LD-0612,LG-LD-0612,2024-02-01,0.59,59.0,MEDIUM,3,Survey,v1.0.0
HIS-PY-0613,LG-PY-0613,2024-02-01,0.55,55.0,MEDIUM,2,Legal Resolution,v1.0.0
HIS-AP-0614,LG-AP-0614,2024-02-01,0.64,64.0,HIGH,235,Compensation,v1.0.0
HIS-AR-0615,LG-AR-0615,2024-02-01,0.11,11.0,LOW,1,Approval,v1.0.0
HIS-AS-0616,LG-AS-0616,2024-02-01,0.71,71.0,HIGH,205,Land Identification,v1.0.0
HIS-BR-0617,LG-BR-0617,2024-02-01,0.63,63.0,HIGH,127,R&R,v1.0.0
HIS-CG-0618,LG-CG-0618,2024-02-01,0.45,45.0,MEDIUM,56,Objection/Hearing,v1.0.0
HIS-GA-0619,LG-GA-0619,2024-02-01,0.72,72.0,HIGH,216,Land Identification,v1.0.0
HIS-GJ-0620,LG-GJ-0620,2024-02-01,0.33,33.0,MEDIUM,2,R&R,v1.0.0
HIS-HR-0621,LG-HR-0621,2024-02-01,0.74,74.0,HIGH,156,Legal Resolution,v1.0.0
HIS-HP-0622,LG-HP-0622,2024-02-01,0.67,67.0,HIGH,219,Documentation,v1.0.0
HIS-JH-0623,LG-JH-0623,2024-02-01,0.27,27.0,LOW,8,Documentation,v1.0.0
HIS-KA-0624,LG-KA-0624,2024-02-01,0.77,77.0,HIGH,169,Land Identification,v1.0.0
HIS-KL-0625,LG-KL-0625,2024-02-01,0.21,21.0,LOW,12,Survey,v1.0.0
HIS-MP-0626,LG-MP-0626,2024-02-01,0.79,79.0,HIGH,254,R&R,v1.0.0
HIS-MH-0627,LG-MH-0627,2024-02-01,0.39,39.0,MEDIUM,17,Final Handover,v1.0.0
HIS-MN-0628,LG-MN-0628,2024-02-01,0.08,8.0,LOW,9,R&R,v1.0.0
HIS-ML-0629,LG-ML-0629,2024-02-01,0.18,18.0,LOW,1,R&R,v1.0.0
HIS-MZ-0630,LG-MZ-0630,2024-02-01,0.69,69.0,HIGH,244,Survey,v1.0.0
HIS-NL-0631,LG-NL-0631,2024-02-01,0.11,11.0,LOW,6,Approval,v1.0.0
HIS-OD-0632,LG-OD-0632,2024-02-01,0.91,91.0,CRITICAL,569,Possession,v1.0.0
HIS-PB-0633,LG-PB-0633,2024-02-01,0.76,76.0,HIGH,195,Notification,v1.0.0
HIS-RJ-0634,LG-RJ-0634,2024-02-01,0.35,35.0,MEDIUM,16,Land Identification,v1.0.0
HIS-SK-0635,LG-SK-0635,2024-02-01,0.68,68.0,HIGH,216,Land Identification,v1.0.0
HIS-TN-0636,LG-TN-0636,2024-02-01,0.77,77.0,HIGH,130,Survey,v1.0.0
HIS-TS-0637,LG-TS-0637,2024-02-01,0.14,14.0,LOW,2,R&R,v1.0.0
HIS-TR-0638,LG-TR-0638,2024-02-01,0.39,39.0,MEDIUM,96,Possession,v1.0.0
HIS-UP-0639,LG-UP-0639,2024-02-01,0.69,69.0,HIGH,125,Legal Resolution,v1.0.0
HIS-UK-0640,LG-UK-0640,2024-02-01,0.53,53.0,MEDIUM,7,Compensation,v1.0.0
HIS-WB-0641,LG-WB-0641,2024-02-01,0.29,29.0,LOW,1,Notification,v1.0.0
HIS-AN-0642,LG-AN-0642,2024-02-01,0.37,37.0,MEDIUM,20,Legal Resolution,v1.0.0
HIS-CH-0643,LG-CH-0643,2024-02-01,0.76,76.0,HIGH,246,Approval,v1.0.0
HIS-DH-0644,LG-DH-0644,2024-02-01,0.51,51.0,MEDIUM,12,Documentation,v1.0.0
HIS-DL-0645,LG-DL-0645,2024-02-01,0.49,49.0,MEDIUM,99,Possession,v1.0.0
HIS-JK-0646,LG-JK-0646,2024-02-01,0.82,82.0,CRITICAL,581,Notification,v1.0.0
HIS-LA-0647,LG-LA-0647,2024-02-01,0.5,50.0,MEDIUM,20,Legal Resolution,v1.0.0
HIS-LD-0648,LG-LD-0648,2024-02-01,0.51,51.0,MEDIUM,26,Possession,v1.0.0
HIS-PY-0649,LG-PY-0649,2024-02-01,0.1,10.0,LOW,9,Objection/Hearing,v1.0.0
HIS-AP-0650,LG-AP-0650,2024-02-01,0.37,37.0,MEDIUM,95,Objection/Hearing,v1.0.0
HIS-AR-0651,LG-AR-0651,2024-02-01,0.58,58.0,MEDIUM,3,Compensation,v1.0.0
HIS-AS-0652,LG-AS-0652,2024-02-01,0.25,25.0,LOW,6,Survey,v1.0.0
HIS-BR-0653,LG-BR-0653,2024-02-01,0.61,61.0,HIGH,242,Survey,v1.0.0
HIS-CG-0654,LG-CG-0654,2024-02-01,0.12,12.0,LOW,8,Compensation,v1.0.0
HIS-GA-0655,LG-GA-0655,2024-02-01,0.06,6.0,LOW,10,Possession,v1.0.0
HIS-GJ-0656,LG-GJ-0656,2024-02-01,0.66,66.0,HIGH,145,Survey,v1.0.0
HIS-HR-0657,LG-HR-0657,2024-02-01,0.1,10.0,LOW,9,Final Handover,v1.0.0
HIS-HP-0658,LG-HP-0658,2024-02-01,0.46,46.0,MEDIUM,23,Final Handover,v1.0.0
HIS-JH-0659,LG-JH-0659,2024-02-01,0.15,15.0,LOW,14,Notification,v1.0.0
HIS-KA-0660,LG-KA-0660,2024-02-01,0.78,78.0,HIGH,225,Approval,v1.0.0
HIS-KL-0661,LG-KL-0661,2024-02-01,0.64,64.0,HIGH,176,Approval,v1.0.0
HIS-MP-0662,LG-MP-0662,2024-02-01,0.23,23.0,LOW,15,Legal Resolution,v1.0.0
HIS-MH-0663,LG-MH-0663,2024-02-01,0.71,71.0,HIGH,239,Objection/Hearing,v1.0.0
HIS-MN-0664,LG-MN-0664,2024-02-01,0.08,8.0,LOW,10,Land Identification,v1.0.0
HIS-ML-0665,LG-ML-0665,2024-02-01,0.72,72.0,HIGH,121,Possession,v1.0.0
HIS-MZ-0666,LG-MZ-0666,2024-02-01,0.83,83.0,CRITICAL,309,Survey,v1.0.0
HIS-NL-0667,LG-NL-0667,2024-02-01,0.73,73.0,HIGH,236,Approval,v1.0.0
HIS-OD-0668,LG-OD-0668,2024-02-01,0.93,93.0,CRITICAL,429,Final Handover,v1.0.0
HIS-PB-0669,LG-PB-0669,2024-02-01,0.96,96.0,CRITICAL,288,Approval,v1.0.0
HIS-RJ-0670,LG-RJ-0670,2024-02-01,0.67,67.0,HIGH,207,Land Identification,v1.0.0
HIS-SK-0671,LG-SK-0671,2024-02-01,0.55,55.0,MEDIUM,74,Final Handover,v1.0.0
HIS-TN-0672,LG-TN-0672,2024-02-01,0.17,17.0,LOW,2,R&R,v1.0.0
HIS-TS-0673,LG-TS-0673,2024-02-01,0.29,29.0,LOW,2,Land Identification,v1.0.0
HIS-TR-0674,LG-TR-0674,2024-02-01,0.55,55.0,MEDIUM,40,Final Handover,v1.0.0
HIS-UP-0675,LG-UP-0675,2024-02-01,0.89,89.0,CRITICAL,275,Land Identification,v1.0.0
HIS-UK-0676,LG-UK-0676,2024-02-01,0.25,25.0,LOW,1,Notification,v1.0.0
HIS-WB-0677,LG-WB-0677,2024-02-01,0.66,66.0,HIGH,188,Possession,v1.0.0
HIS-AN-0678,LG-AN-0678,2024-02-01,0.63,63.0,HIGH,147,Notification,v1.0.0
HIS-CH-0679,LG-CH-0679,2024-02-01,0.46,46.0,MEDIUM,17,Survey,v1.0.0
HIS-DH-0680,LG-DH-0680,2024-02-01,0.32,32.0,MEDIUM,89,Objection/Hearing,v1.0.0
HIS-DL-0681,LG-DL-0681,2024-02-01,0.72,72.0,HIGH,220,Documentation,v1.0.0
HIS-JK-0682,LG-JK-0682,2024-02-01,0.39,39.0,MEDIUM,43,Approval,v1.0.0
HIS-LA-0683,LG-LA-0683,2024-02-01,0.47,47.0,MEDIUM,55,Documentation,v1.0.0
HIS-LD-0684,LG-LD-0684,2024-02-01,0.53,53.0,MEDIUM,104,R&R,v1.0.0
HIS-PY-0685,LG-PY-0685,2024-02-01,0.17,17.0,LOW,9,R&R,v1.0.0
HIS-AP-0686,LG-AP-0686,2024-02-01,0.7,70.0,HIGH,222,Legal Resolution,v1.0.0
HIS-AR-0687,LG-AR-0687,2024-02-01,0.57,57.0,MEDIUM,108,Notification,v1.0.0
HIS-AS-0688,LG-AS-0688,2024-02-01,0.95,95.0,CRITICAL,366,Final Handover,v1.0.0
HIS-BR-0689,LG-BR-0689,2024-02-01,0.09,9.0,LOW,8,Legal Resolution,v1.0.0
HIS-CG-0690,LG-CG-0690,2024-02-01,0.37,37.0,MEDIUM,48,Land Identification,v1.0.0
HIS-GA-0691,LG-GA-0691,2024-02-01,0.09,9.0,LOW,13,Notification,v1.0.0
HIS-GJ-0692,LG-GJ-0692,2024-02-01,0.31,31.0,MEDIUM,27,Possession,v1.0.0
HIS-HR-0693,LG-HR-0693,2024-02-01,0.95,95.0,CRITICAL,576,Objection/Hearing,v1.0.0
HIS-HP-0694,LG-HP-0694,2024-02-01,0.51,51.0,MEDIUM,17,R&R,v1.0.0
HIS-JH-0695,LG-JH-0695,2024-02-01,0.7,70.0,HIGH,141,Documentation,v1.0.0
HIS-KA-0696,LG-KA-0696,2024-02-01,0.66,66.0,HIGH,130,Documentation,v1.0.0
HIS-KL-0697,LG-KL-0697,2024-02-01,0.78,78.0,HIGH,251,Land Identification,v1.0.0
HIS-MP-0698,LG-MP-0698,2024-02-01,0.11,11.0,LOW,10,Objection/Hearing,v1.0.0
HIS-MH-0699,LG-MH-0699,2024-02-01,0.77,77.0,HIGH,190,R&R,v1.0.0
HIS-MN-0700,LG-MN-0700,2024-02-01,0.58,58.0,MEDIUM,12,Approval,v1.0.0
HIS-ML-0701,LG-ML-0701,2024-02-01,0.23,23.0,LOW,15,Documentation,v1.0.0
HIS-MZ-0702,LG-MZ-0702,2024-02-01,0.4,40.0,MEDIUM,10,Final Handover,v1.0.0
HIS-NL-0703,LG-NL-0703,2024-02-01,0.33,33.0,MEDIUM,31,Objection/Hearing,v1.0.0
HIS-OD-0704,LG-OD-0704,2024-02-01,0.72,72.0,HIGH,195,Possession,v1.0.0
HIS-PB-0705,LG-PB-0705,2024-02-01,0.38,38.0,MEDIUM,19,Possession,v1.0.0
HIS-RJ-0706,LG-RJ-0706,2024-02-01,0.86,86.0,CRITICAL,483,Possession,v1.0.0
HIS-SK-0707,LG-SK-0707,2024-02-01,0.23,23.0,LOW,8,Notification,v1.0.0
HIS-TN-0708,LG-TN-0708,2024-02-01,0.69,69.0,HIGH,207,Documentation,v1.0.0
HIS-TS-0709,LG-TS-0709,2024-02-01,0.07,7.0,LOW,7,Notification,v1.0.0
HIS-TR-0710,LG-TR-0710,2024-02-01,0.13,13.0,LOW,2,Land Identification,v1.0.0
HIS-UP-0711,LG-UP-0711,2024-02-01,0.55,55.0,MEDIUM,49,Compensation,v1.0.0
HIS-UK-0712,LG-UK-0712,2024-02-01,0.66,66.0,HIGH,129,Survey,v1.0.0
HIS-WB-0713,LG-WB-0713,2024-02-01,0.27,27.0,LOW,12,Objection/Hearing,v1.0.0
HIS-AN-0714,LG-AN-0714,2024-02-01,0.44,44.0,MEDIUM,124,Objection/Hearing,v1.0.0
HIS-CH-0715,LG-CH-0715,2024-02-01,0.83,83.0,CRITICAL,369,R&R,v1.0.0
HIS-DH-0716,LG-DH-0716,2024-02-01,0.74,74.0,HIGH,141,Land Identification,v1.0.0
HIS-DL-0717,LG-DL-0717,2024-02-01,0.57,57.0,MEDIUM,101,Land Identification,v1.0.0
HIS-JK-0718,LG-JK-0718,2024-02-01,0.52,52.0,MEDIUM,118,Possession,v1.0.0
HIS-LA-0719,LG-LA-0719,2024-02-01,0.53,53.0,MEDIUM,117,R&R,v1.0.0
HIS-LD-0720,LG-LD-0720,2024-02-01,0.18,18.0,LOW,15,R&R,v1.0.0
HIS-PY-0721,LG-PY-0721,2024-02-01,0.39,39.0,MEDIUM,43,Documentation,v1.0.0
HIS-AP-0722,LG-AP-0722,2024-02-01,0.31,31.0,MEDIUM,51,Land Identification,v1.0.0
HIS-AR-0723,LG-AR-0723,2024-02-01,0.42,42.0,MEDIUM,41,Objection/Hearing,v1.0.0
HIS-AS-0724,LG-AS-0724,2024-02-01,0.65,65.0,HIGH,166,Legal Resolution,v1.0.0
HIS-BR-0725,LG-BR-0725,2024-02-01,0.51,51.0,MEDIUM,41,Survey,v1.0.0
HIS-CG-0726,LG-CG-0726,2024-02-01,0.92,92.0,CRITICAL,277,Survey,v1.0.0
HIS-GA-0727,LG-GA-0727,2024-02-01,0.07,7.0,LOW,3,Final Handover,v1.0.0
HIS-GJ-0728,LG-GJ-0728,2024-02-01,0.71,71.0,HIGH,153,Documentation,v1.0.0
HIS-HR-0729,LG-HR-0729,2024-02-01,0.57,57.0,MEDIUM,107,Legal Resolution,v1.0.0
HIS-HP-0730,LG-HP-0730,2024-02-01,0.17,17.0,LOW,13,R&R,v1.0.0
HIS-JH-0731,LG-JH-0731,2024-02-01,0.13,13.0,LOW,8,Compensation,v1.0.0
HIS-KA-0732,LG-KA-0732,2024-02-01,0.11,11.0,LOW,4,Documentation,v1.0.0
HIS-KL-0733,LG-KL-0733,2024-02-01,0.65,65.0,HIGH,187,Possession,v1.0.0
HIS-MP-0734,LG-MP-0734,2024-02-01,0.81,81.0,CRITICAL,457,Approval,v1.0.0
HIS-MH-0735,LG-MH-0735,2024-02-01,0.33,33.0,MEDIUM,123,Notification,v1.0.0
HIS-MN-0736,LG-MN-0736,2024-02-01,0.08,8.0,LOW,5,Survey,v1.0.0
HIS-ML-0737,LG-ML-0737,2024-02-01,0.75,75.0,HIGH,174,Final Handover,v1.0.0
HIS-MZ-0738,LG-MZ-0738,2024-02-01,0.09,9.0,LOW,10,Objection/Hearing,v1.0.0
HIS-NL-0739,LG-NL-0739,2024-02-01,0.08,8.0,LOW,14,Final Handover,v1.0.0
HIS-OD-0740,LG-OD-0740,2024-02-01,0.17,17.0,LOW,4,Legal Resolution,v1.0.0
HIS-PB-0741,LG-PB-0741,2024-02-01,0.73,73.0,HIGH,216,Survey,v1.0.0
HIS-RJ-0742,LG-RJ-0742,2024-02-01,0.72,72.0,HIGH,253,Objection/Hearing,v1.0.0
HIS-SK-0743,LG-SK-0743,2024-02-01,0.42,42.0,MEDIUM,6,Land Identification,v1.0.0
HIS-TN-0744,LG-TN-0744,2024-02-01,0.75,75.0,HIGH,233,Survey,v1.0.0
HIS-TS-0745,LG-TS-0745,2024-02-01,0.88,88.0,CRITICAL,431,Objection/Hearing,v1.0.0
HIS-TR-0746,LG-TR-0746,2024-02-01,0.74,74.0,HIGH,244,Approval,v1.0.0
HIS-UP-0747,LG-UP-0747,2024-02-01,0.4,40.0,MEDIUM,11,Notification,v1.0.0
HIS-UK-0748,LG-UK-0748,2024-02-01,0.19,19.0,LOW,14,Compensation,v1.0.0
HIS-WB-0749,LG-WB-0749,2024-02-01,0.28,28.0,LOW,13,Legal Resolution,v1.0.0
HIS-AN-0750,LG-AN-0750,2024-02-01,0.21,21.0,LOW,15,Possession,v1.0.0
HIS-CH-0751,LG-CH-0751,2024-02-01,0.82,82.0,CRITICAL,550,Approval,v1.0.0
HIS-DH-0752,LG-DH-0752,2024-02-01,0.55,55.0,MEDIUM,13,R&R,v1.0.0
HIS-DL-0753,LG-DL-0753,2024-02-01,0.91,91.0,CRITICAL,320,Possession,v1.0.0
HIS-JK-0754,LG-JK-0754,2024-02-01,0.58,58.0,MEDIUM,64,Final Handover,v1.0.0
HIS-LA-0755,LG-LA-0755,2024-02-01,0.48,48.0,MEDIUM,48,Possession,v1.0.0
HIS-LD-0756,LG-LD-0756,2024-02-01,0.98,98.0,CRITICAL,254,Legal Resolution,v1.0.0
HIS-PY-0757,LG-PY-0757,2024-02-01,0.66,66.0,HIGH,197,Final Handover,v1.0.0
HIS-AP-0758,LG-AP-0758,2024-02-01,0.58,58.0,MEDIUM,17,Approval,v1.0.0
HIS-AR-0759,LG-AR-0759,2024-02-01,0.06,6.0,LOW,4,R&R,v1.0.0
HIS-AS-0760,LG-AS-0760,2024-02-01,0.48,48.0,MEDIUM,116,Final Handover,v1.0.0
HIS-BR-0761,LG-BR-0761,2024-02-01,0.16,16.0,LOW,8,Objection/Hearing,v1.0.0
HIS-CG-0762,LG-CG-0762,2024-02-01,0.1,10.0,LOW,7,Land Identification,v1.0.0
HIS-GA-0763,LG-GA-0763,2024-02-01,0.52,52.0,MEDIUM,7,Legal Resolution,v1.0.0
HIS-GJ-0764,LG-GJ-0764,2024-02-01,0.16,16.0,LOW,1,Possession,v1.0.0
HIS-HR-0765,LG-HR-0765,2024-02-01,0.21,21.0,LOW,15,Documentation,v1.0.0
HIS-HP-0766,LG-HP-0766,2024-02-01,0.82,82.0,CRITICAL,293,R&R,v1.0.0
HIS-JH-0767,LG-JH-0767,2024-02-01,0.22,22.0,LOW,8,Land Identification,v1.0.0
HIS-KA-0768,LG-KA-0768,2024-02-01,0.26,26.0,LOW,12,Notification,v1.0.0
HIS-KL-0769,LG-KL-0769,2024-02-01,0.49,49.0,MEDIUM,29,R&R,v1.0.0
HIS-MP-0770,LG-MP-0770,2024-02-01,0.05,5.0,LOW,4,Objection/Hearing,v1.0.0
