stakeholder_id,project_id,objections_received,objections_resolved,pending_objections,public_hearing_status,stakeholder_response_index
STK-DL-0861,LG-DL-0861,41,38,3,HELD,92.9
STK-JK-0862,LG-JK-0862,96,83,13,HELD,87.2
STK-LA-0863,LG-LA-0863,56,32,24,HELD,58.9
STK-LD-0864,LG-LD-0864,116,31,85,PENDING,26.8
STK-PY-0865,LG-PY-0865,93,66,27,HELD,72.0
STK-AP-0866,LG-AP-0866,14,10,4,HELD,75.5
STK-AR-0867,LG-AR-0867,27,23,4,HELD,87.6
STK-AS-0868,LG-AS-0868,14,7,7,HELD,50.6
STK-BR-0869,LG-BR-0869,34,27,7,HELD,79.4
STK-CG-0870,LG-CG-0870,42,27,15,HELD,66.6
STK-GA-0871,LG-GA-0871,78,50,28,HELD,65.3
STK-GJ-0872,LG-GJ-0872,7,5,2,HELD,75.4
STK-HR-0873,LG-HR-0873,108,66,42,HELD,61.8
STK-HP-0874,LG-HP-0874,56,47,9,HELD,84.7
STK-JH-0875,LG-JH-0875,5,2,3,HELD,54.0
STK-KA-0876,LG-KA-0876,19,8,11,PENDING,47.2
STK-KL-0877,LG-KL-0877,62,24,38,PENDING,39.4
STK-MP-0878,LG-MP-0878,87,75,12,HELD,86.5
STK-MH-0879,LG-MH-0879,58,52,6,HELD,90.6
STK-MN-0880,LG-MN-0880,81,31,50,PENDING,38.4
STK-ML-0881,LG-ML-0881,50,26,24,HELD,54.0
STK-MZ-0882,LG-MZ-0882,57,29,28,HELD,52.0
STK-NL-0883,LG-NL-0883,82,73,9,HELD,89.7
STK-OD-0884,LG-OD-0884,95,72,23,HELD,76.1
STK-PB-0885,LG-PB-0885,43,25,18,HELD,60.3
STK-RJ-0886,LG-RJ-0886,9,4,5,PENDING,47.4
STK-SK-0887,LG-SK-0887,120,92,28,HELD,77.5
STK-TN-0888,LG-TN-0888,36,25,11,HELD,71.1
STK-TS-0889,LG-TS-0889,10,8,2,HELD,81.5
STK-TR-0890,LG-TR-0890,21,12,9,HELD,60.6
STK-UP-0891,LG-UP-0891,39,36,3,HELD,93.9
STK-UK-0892,LG-UK-0892,41,28,13,HELD,68.7
STK-WB-0893,LG-WB-0893,110,40,70,PENDING,37.0
STK-AN-0894,LG-AN-0894,38,9,29,PENDING,25.1
STK-CH-0895,LG-CH-0895,92,75,17,HELD,81.9
STK-DH-0896,LG-DH-0896,91,78,13,HELD,85.9
STK-DL-0897,LG-DL-0897,117,54,63,PENDING,46.3
STK-JK-0898,LG-JK-0898,54,46,8,HELD,86.0
STK-LA-0899,LG-LA-0899,26,22,4,HELD,85.3
STK-LD-0900,LG-LD-0900,109,71,38,HELD,65.6
STK-PY-0901,LG-PY-0901,85,77,8,HELD,91.1
STK-AP-0902,LG-AP-0902,74,64,10,HELD,87.6
STK-AR-0903,LG-AR-0903,49,33,16,HELD,68.5
STK-AS-0904,LG-AS-0904,78,63,15,HELD,81.9
STK-BR-0905,LG-BR-0905,103,74,29,HELD,72.4
STK-CG-0906,LG-CG-0906,10,6,4,HELD,67.8
STK-GA-0907,LG-GA-0907,78,37,41,PENDING,48.2
STK-GJ-0908,LG-GJ-0908,12,8,4,HELD,72.2
STK-HR-0909,LG-HR-0909,118,28,90,PENDING,23.8
STK-HP-0910,LG-HP-0910,95,64,31,HELD,67.5
STK-JH-0911,LG-JH-0911,106,69,37,HELD,65.2
STK-KA-0912,LG-KA-0912,80,49,31,HELD,61.8
STK-KL-0913,LG-KL-0913,47,41,6,HELD,87.6
STK-MP-0914,LG-MP-0914,113,31,82,PENDING,27.5
STK-MH-0915,LG-MH-0915,100,44,56,PENDING,44.7
STK-MN-0916,LG-MN-0916,74,57,17,HELD,77.8
STK-ML-0917,LG-ML-0917,60,45,15,HELD,76.3
STK-MZ-0918,LG-MZ-0918,5,4,1,HELD,83.1
STK-NL-0919,LG-NL-0919,83,57,26,HELD,69.0
STK-OD-0920,LG-OD-0920,43,21,22,HELD,50.5
STK-PB-0921,LG-PB-0921,23,17,6,HELD,74.4
STK-RJ-0922,LG-RJ-0922,51,33,18,HELD,66.4
STK-SK-0923,LG-SK-0923,8,4,4,HELD,61.1
STK-TN-0924,LG-TN-0924,74,42,32,HELD,56.8
STK-TS-0925,LG-TS-0925,110,25,85,PENDING,23.0
STK-TR-0926,LG-TR-0926,109,54,55,HELD,50.2
STK-UP-0927,LG-UP-0927,92,71,21,HELD,77.4
STK-UK-0928,LG-UK-0928,5,2,3,HELD,57.9
STK-WB-0929,LG-WB-0929,36,33,3,HELD,94.1
STK-AN-0930,LG-AN-0930,91,69,22,HELD,76.5
STK-CH-0931,LG-CH-0931,56,44,12,HELD,79.3
STK-DH-0932,LG-DH-0932,102,75,27,HELD,74.4
STK-DL-0933,LG-DL-0933,18,17,1,HELD,98.9
STK-JK-0934,LG-JK-0934,107,83,24,HELD,77.8
STK-LA-0935,LG-LA-0935,25,14,11,HELD,59.8
STK-LD-0936,LG-LD-0936,41,20,21,PENDING,49.1
STK-PY-0937,LG-PY-0937,60,29,31,PENDING,48.8
STK-AP-0938,LG-AP-0938,67,54,13,HELD,80.8
STK-AR-0939,LG-AR-0939,109,93,16,HELD,86.1
STK-AS-0940,LG-AS-0940,114,66,48,HELD,58.7
STK-BR-0941,LG-BR-0941,37,17,20,PENDING,48.6
STK-CG-0942,LG-CG-0942,79,76,3,HELD,96.5
STK-GA-0943,LG-GA-0943,66,55,11,HELD,84.1
STK-GJ-0944,LG-GJ-0944,52,36,16,HELD,71.1
STK-HR-0945,LG-HR-0945,57,24,33,PENDING,42.9
STK-HP-0946,LG-HP-0946,53,45,8,HELD,86.4
STK-JH-0947,LG-JH-0947,111,110,1,HELD,99.5
STK-KA-0948,LG-KA-0948,40,19,21,PENDING,48.5
STK-KL-0949,LG-KL-0949,58,18,40,PENDING,32.2
STK-MP-0950,LG-MP-0950,24,8,16,PENDING,34.0
STK-MH-0951,LG-MH-0951,105,71,34,HELD,68.2
STK-MN-0952,LG-MN-0952,7,6,1,HELD,87.9
STK-ML-0953,LG-ML-0953,80,53,27,HELD,67.1
STK-MZ-0954,LG-MZ-0954,90,61,29,HELD,67.9
STK-NL-0955,LG-NL-0955,56,26,30,PENDING,47.1
STK-OD-0956,LG-OD-0956,81,41,40,HELD,50.6
STK-PB-0957,LG-PB-0957,56,46,10,HELD,83.2
STK-RJ-0958,LG-RJ-0958,112,55,57,PENDING,49.2
STK-SK-0959,LG-SK-0959,25,21,4,HELD,86.2
STK-TN-0960,LG-TN-0960,82,72,10,HELD,88.7
STK-TS-0961,LG-TS-0961,89,72,17,HELD,81.5
STK-TR-0962,LG-TR-0962,82,80,2,HELD,98.7
STK-UP-0963,LG-UP-0963,56,40,16,HELD,72.6
STK-UK-0964,LG-UK-0964,117,51,66,PENDING,44.0
STK-WB-0965,LG-WB-0965,27,25,2,HELD,94.4
STK-AN-0966,LG-AN-0966,49,45,4,HELD,92.1
STK-CH-0967,LG-CH-0967,21,15,6,HELD,75.5
STK-DH-0968,LG-DH-0968,15,10,5,HELD,68.9
STK-DL-0969,LG-DL-0969,45,16,29,PENDING,36.7
STK-JK-0970,LG-JK-0970,58,38,20,HELD,65.7
STK-LA-0971,LG-LA-0971,83,56,27,HELD,68.3
STK-LD-0972,LG-LD-0972,116,52,64,PENDING,45.6
STK-PY-0973,LG-PY-0973,33,21,12,HELD,64.9
STK-AP-0974,LG-AP-0974,16,13,3,HELD,82.0
STK-AR-0975,LG-AR-0975,28,18,10,HELD,64.4
STK-AS-0976,LG-AS-0976,94,69,25,HELD,73.7
STK-BR-0977,LG-BR-0977,47,39,8,HELD,84.7
STK-CG-0978,LG-CG-0978,13,7,6,HELD,55.0
STK-GA-0979,LG-GA-0979,47,42,5,HELD,90.9
STK-GJ-0980,LG-GJ-0980,103,80,23,HELD,77.7
STK-HR-0981,LG-HR-0981,48,36,12,HELD,76.3
STK-HP-0982,LG-HP-0982,40,38,2,HELD,95.9
STK-JH-0983,LG-JH-0983,22,14,8,HELD,67.4
STK-KA-0984,LG-KA-0984,92,52,40,HELD,56.9
STK-KL-0985,LG-KL-0985,114,107,7,HELD,94.0
STK-MP-0986,LG-MP-0986,103,76,27,HELD,74.7
STK-MH-0987,LG-MH-0987,109,107,2,HELD,99.0
STK-MN-0988,LG-MN-0988,60,13,47,PENDING,22.1
STK-ML-0989,LG-ML-0989,65,50,15,HELD,77.4
STK-MZ-0990,LG-MZ-0990,71,61,10,HELD,87.0
STK-NL-0991,LG-NL-0991,24,21,3,HELD,88.9
STK-OD-0992,LG-OD-0992,25,10,15,PENDING,40.7
STK-PB-0993,LG-PB-0993,64,43,21,HELD,68.7
STK-RJ-0994,LG-RJ-0994,45,32,13,HELD,72.7
STK-SK-0995,LG-SK-0995,106,96,10,HELD,91.3
STK-TN-0996,LG-TN-0996,32,25,7,HELD,78.6
STK-TS-0997,LG-TS-0997,29,15,14,HELD,53.7
STK-TR-0998,LG-TR-0998,7,3,4,PENDING,48.6
STK-UP-0999,LG-UP-0999,76,74,2,HELD,98.2
STK-UK-1000,LG-UK-1000,114,83,31,HELD,73.6
STK-WB-1001,LG-WB-1001,93,64,29,HELD,69.0
STK-AN-1002,LG-AN-1002,120,98,22,HELD,82.3
STK-CH-1003,LG-CH-1003,13,9,4,HELD,69.6
STK-DH-1004,LG-DH-1004,114,85,29,HELD,74.6
STK-DL-1005,LG-DL-1005,30,7,23,PENDING,25.3
STK-JK-1006,LG-JK-1006,55,52,3,HELD,95.1
STK-LA-1007,LG-LA-1007,70,68,2,HELD,98.5
STK-LD-1008,LG-LD-1008,64,47,17,HELD,73.7
STK-PY-1009,LG-PY-1009,22,14,8,HELD,66.6
STK-AP-1010,LG-AP-1010,11,7,4,HELD,67.8
STK-AR-1011,LG-AR-1011,31,23,8,HELD,76.3
STK-AS-1012,LG-AS-1012,108,65,43,HELD,61.1
STK-BR-1013,LG-BR-1013,53,46,7,HELD,87.2
STK-CG-1014,LG-CG-1014,35,18,17,HELD,53.6
STK-GA-1015,LG-GA-1015,8,4,4,HELD,61.6
STK-GJ-1016,LG-GJ-1016,80,48,32,HELD,60.2
STK-HR-1017,LG-HR-1017,81,56,25,HELD,70.2
STK-HP-1018,LG-HP-1018,112,109,3,HELD,97.4
STK-JH-1019,LG-JH-1019,111,85,26,HELD,77.0
STK-KA-1020,LG-KA-1020,118,88,30,HELD,75.0
STK-KL-1021,LG-KL-1021,47,9,38,PENDING,20.5
STK-MP-1022,LG-MP-1022,52,10,42,PENDING,21.0
STK-MH-1023,LG-MH-1023,43,30,13,HELD,70.0
STK-MN-1024,LG-MN-1024,62,39,23,HELD,64.0
STK-ML-1025,LG-ML-1025,103,83,20,HELD,81.5
STK-MZ-1026,LG-MZ-1026,32,25,7,HELD,79.8
STK-NL-1027,LG-NL-1027,74,43,31,HELD,58.8
STK-OD-1028,LG-OD-1028,98,71,27,HELD,73.0
STK-PB-1029,LG-PB-1029,10,9,1,HELD,92.0
STK-RJ-1030,LG-RJ-1030,38,25,13,HELD,68.3
STK-SK-1031,LG-SK-1031,56,52,4,HELD,93.7
STK-TN-1032,LG-TN-1032,43,42,1,HELD,99.9
STK-TS-1033,LG-TS-1033,8,5,3,HELD,69.4
STK-TR-1034,LG-TR-1034,104,87,17,HELD,84.6
STK-UP-1035,LG-UP-1035,16,14,2,HELD,90.9
STK-UK-1036,LG-UK-1036,20,18,2,HELD,92.5
STK-WB-1037,LG-WB-1037,109,74,35,HELD,68.6
STK-AN-1038,LG-AN-1038,14,7,7,HELD,56.7
STK-CH-1039,LG-CH-1039,52,49,3,HELD,95.1
STK-DH-1040,LG-DH-1040,76,46,30,HELD,60.5
STK-DL-1041,LG-DL-1041,34,31,3,HELD,91.4
STK-JK-1042,LG-JK-1042,63,60,3,HELD,95.8
STK-LA-1043,LG-LA-1043,88,78,10,HELD,89.6
STK-LD-1044,LG-LD-1044,75,33,42,PENDING,45.3
STK-PY-1045,LG-PY-1045,44,31,13,HELD,72.7
STK-AP-1046,LG-AP-1046,45,27,18,HELD,61.5
STK-AR-1047,LG-AR-1047,111,55,56,PENDING,49.6
STK-AS-1048,LG-AS-1048,120,87,33,HELD,73.1
STK-BR-1049,LG-BR-1049,77,50,27,HELD,65.3
STK-CG-1050,LG-CG-1050,40,32,8,HELD,80.8
STK-GA-1051,LG-GA-1051,102,79,23,HELD,78.0
STK-GJ-1052,LG-GJ-1052,78,41,37,HELD,52.7
STK-HR-1053,LG-HR-1053,113,86,27,HELD,76.9
STK-HP-1054,LG-HP-1054,97,74,23,HELD,76.4
STK-JH-1055,LG-JH-1055,11,9,2,HELD,82.9
STK-KA-1056,LG-KA-1056,52,44,8,HELD,84.9
STK-KL-1057,LG-KL-1057,92,65,27,HELD,70.9
STK-MP-1058,LG-MP-1058,50,13,37,PENDING,27.0
STK-MH-1059,LG-MH-1059,100,69,31,HELD,69.2
STK-MN-1060,LG-MN-1060,12,4,8,PENDING,41.5
STK-ML-1061,LG-ML-1061,65,35,30,HELD,55.0
STK-MZ-1062,LG-MZ-1062,72,43,29,HELD,59.8
STK-NL-1063,LG-NL-1063,9,6,3,HELD,67.3
STK-OD-1064,LG-OD-1064,50,23,27,PENDING,47.1
STK-PB-1065,LG-PB-1065,31,8,23,PENDING,28.9
STK-RJ-1066,LG-RJ-1066,63,51,12,HELD,81.5
STK-SK-1067,LG-SK-1067,64,31,33,PENDING,48.8
STK-TN-1068,LG-TN-1068,29,12,17,PENDING,42.1
STK-TS-1069,LG-TS-1069,80,62,18,HELD,77.6
STK-TR-1070,LG-TR-1070,58,38,20,HELD,66.4
STK-UP-1071,LG-UP-1071,89,50,39,HELD,56.5
STK-UK-1072,LG-UK-1072,20,17,3,HELD,85.3
STK-WB-1073,LG-WB-1073,43,9,34,PENDING,21.1
STK-AN-1074,LG-AN-1074,70,54,16,HELD,78.5
STK-CH-1075,LG-CH-1075,90,58,32,HELD,65.3
STK-DH-1076,LG-DH-1076,44,32,12,HELD,73.5
STK-DL-1077,LG-DL-1077,104,62,42,HELD,60.2
STK-JK-1078,LG-JK-1078,83,73,10,HELD,88.5
STK-LA-1079,LG-LA-1079,73,63,10,HELD,86.4
STK-LD-1080,LG-LD-1080,118,82,36,HELD,70.0
STK-PY-1081,LG-PY-1081,23,14,9,HELD,61.7
STK-AP-1082,LG-AP-1082,14,10,4,HELD,77.1
STK-AR-1083,LG-AR-1083,22,5,17,PENDING,23.9
STK-AS-1084,LG-AS-1084,7,4,3,HELD,67.6
STK-BR-1085,LG-BR-1085,63,46,17,HELD,73.4
STK-CG-1086,LG-CG-1086,45,33,12,HELD,74.7
STK-GA-1087,LG-GA-1087,56,16,40,PENDING,30.3
STK-GJ-1088,LG-GJ-1088,22,18,4,HELD,84.6
STK-HR-1089,LG-HR-1089,111,82,29,HELD,74.3
STK-HP-1090,LG-HP-1090,43,28,15,HELD,66.8
STK-JH-1091,LG-JH-1091,64,57,7,HELD,90.4
STK-KA-1092,LG-KA-1092,95,53,42,HELD,55.9
STK-KL-1093,LG-KL-1093,104,31,73,PENDING,30.2
STK-MP-1094,LG-MP-1094,7,5,2,HELD,78.8
STK-MH-1095,LG-MH-1095,23,14,9,HELD,62.0
STK-MN-1096,LG-MN-1096,108,88,20,HELD,81.7
STK-ML-1097,LG-ML-1097,7,5,2,HELD,77.0
STK-MZ-1098,LG-MZ-1098,46,21,25,PENDING,47.7
STK-NL-1099,LG-NL-1099,53,23,30,PENDING,45.2
STK-OD-1100,LG-OD-1100,118,109,9,HELD,93.1
STK-PB-1101,LG-PB-1101,87,69,18,HELD,80.4
STK-RJ-1102,LG-RJ-1102,81,80,1,HELD,99.1
STK-SK-1103,LG-SK-1103,92,56,36,HELD,61.9
STK-TN-1104,LG-TN-1104,78,52,26,HELD,67.4
STK-TS-1105,LG-TS-1105,94,28,66,PENDING,30.3
STK-TR-1106,LG-TR-1106,112,84,28,HELD,75.0
STK-UP-1107,LG-UP-1107,97,38,59,PENDING,39.5
STK-UK-1108,LG-UK-1108,44,26,18,HELD,61.1
STK-WB-1109,LG-WB-1109,112,54,58,PENDING,49.1
STK-AN-1110,LG-AN-1110,117,84,33,HELD,72.0
STK-CH-1111,LG-CH-1111,40,26,14,HELD,67.5
STK-DH-1112,LG-DH-1112,115,77,38,HELD,67.1
STK-DL-1113,LG-DL-1113,21,14,7,HELD,70.3
STK-JK-1114,LG-JK-1114,74,72,2,HELD,98.0
STK-LA-1115,LG-LA-1115,5,3,2,HELD,73.7
STK-LD-1116,LG-LD-1116,116,74,42,HELD,63.9
STK-PY-1117,LG-PY-1117,78,55,23,HELD,71.0
STK-AP-1118,LG-AP-1118,10,6,4,HELD,69.0
STK-AR-1119,LG-AR-1119,79,65,14,HELD,83.0
STK-AS-1120,LG-AS-1120,25,19,6,HELD,79.0
STK-BR-1121,LG-BR-1121,84,82,2,HELD,97.6
STK-CG-1122,LG-CG-1122,65,29,36,PENDING,45.9
STK-GA-1123,LG-GA-1123,105,83,22,HELD,79.5
STK-GJ-1124,LG-GJ-1124,83,82,1,HELD,99.2
STK-HR-1125,LG-HR-1125,98,64,34,HELD,66.2
STK-HP-1126,LG-HP-1126,87,62,25,HELD,71.8
STK-JH-1127,LG-JH-1127,63,43,20,HELD,69.2
STK-KA-1128,LG-KA-1128,96,80,16,HELD,83.6
STK-KL-1129,LG-KL-1129,24,20,4,HELD,86.5
STK-MP-1130,LG-MP-1130,96,91,5,HELD,95.4
STK-MH-1131,LG-MH-1131,57,41,16,HELD,72.7
STK-MN-1132,LG-MN-1132,69,48,21,HELD,70.4
STK-ML-1133,LG-ML-1133,70,47,23,HELD,68.1
STK-MZ-1134,LG-MZ-1134,62,45,17,HELD,72.9
STK-NL-1135,LG-NL-1135,82,75,7,HELD,91.7
STK-OD-1136,LG-OD-1136,101,70,31,HELD,69.6
STK-PB-1137,LG-PB-1137,112,76,36,HELD,68.6
STK-RJ-1138,LG-RJ-1138,71,46,25,HELD,65.5
STK-SK-1139,LG-SK-1139,61,56,5,HELD,92.3
STK-TN-1140,LG-TN-1140,9,8,1,HELD,89.0
STK-TS-1141,LG-TS-1141,13,10,3,HELD,82.0
STK-TR-1142,LG-TR-1142,107,71,36,HELD,67.1
STK-UP-1143,LG-UP-1143,54,38,16,HELD,70.7
STK-UK-1144,LG-UK-1144,15,5,10,PENDING,34.0
STK-WB-1145,LG-WB-1145,5,2,3,PENDING,41.8
STK-AN-1146,LG-AN-1146,63,56,7,HELD,89.5
STK-CH-1147,LG-CH-1147,111,88,23,HELD,79.5
STK-DH-1148,LG-DH-1148,33,30,3,HELD,92.1
STK-DL-1149,LG-DL-1149,119,65,54,HELD,55.3
STK-JK-1150,LG-JK-1150,40,26,14,HELD,66.7
STK-LA-1151,LG-LA-1151,66,60,6,HELD,91.3
STK-LD-1152,LG-LD-1152,102,53,49,HELD,52.7
STK-PY-1153,LG-PY-1153,30,22,8,HELD,74.9
STK-AP-1154,LG-AP-1154,117,88,29,HELD,75.8
STK-AR-1155,LG-AR-1155,46,30,16,HELD,67.0
STK-AS-1156,LG-AS-1156,16,8,8,HELD,53.5
STK-BR-1157,LG-BR-1157,91,44,47,PENDING,48.9
STK-CG-1158,LG-CG-1158,20,19,1,HELD,97.6
STK-GA-1159,LG-GA-1159,105,85,20,HELD,81.3
STK-GJ-1160,LG-GJ-1160,102,51,51,HELD,50.2
STK-HR-1161,LG-HR-1161,91,68,23,HELD,75.6
STK-HP-1162,LG-HP-1162,32,31,1,HELD,99.1
STK-JH-1163,LG-JH-1163,39,20,19,HELD,52.2
STK-KA-1164,LG-KA-1164,55,43,12,HELD,79.2
STK-KL-1165,LG-KL-1165,28,13,15,PENDING,48.4
STK-MP-1166,LG-MP-1166,118,60,58,HELD,51.5
STK-MH-1167,LG-MH-1167,117,94,23,HELD,80.8
STK-MN-1168,LG-MN-1168,31,19,12,HELD,61.8
STK-ML-1169,LG-ML-1169,111,89,22,HELD,80.5
STK-MZ-1170,LG-MZ-1170,69,53,16,HELD,77.5
STK-NL-1171,LG-NL-1171,92,19,73,PENDING,21.2
STK-OD-1172,LG-OD-1172,107,96,11,HELD,90.1
STK-PB-1173,LG-PB-1173,105,59,46,HELD,56.3
STK-RJ-1174,LG-RJ-1174,28,18,10,HELD,64.6
STK-SK-1175,LG-SK-1175,98,44,54,PENDING,45.1
STK-TN-1176,LG-TN-1176,74,72,2,HELD,97.7
STK-TS-1177,LG-TS-1177,79,55,24,HELD,69.7
STK-TR-1178,LG-TR-1178,69,40,29,HELD,58.0
STK-UP-1179,LG-UP-1179,17,6,11,PENDING,37.3
STK-UK-1180,LG-UK-1180,98,83,15,HELD,84.7
STK-WB-1181,LG-WB-1181,106,87,19,HELD,82.8
STK-AN-1182,LG-AN-1182,103,88,15,HELD,86.2
STK-CH-1183,LG-CH-1183,90,65,25,HELD,73.1
STK-DH-1184,LG-DH-1184,91,62,29,HELD,68.2
STK-DL-1185,LG-DL-1185,87,46,41,HELD,53.9
STK-JK-1186,LG-JK-1186,105,74,31,HELD,70.7
STK-LA-1187,LG-LA-1187,99,84,15,HELD,85.6
STK-LD-1188,LG-LD-1188,57,15,42,PENDING,26.5
STK-PY-1189,LG-PY-1189,45,40,5,HELD,89.4
STK-AP-1190,LG-AP-1190,30,23,7,HELD,79.8
STK-AR-1191,LG-AR-1191,20,11,9,HELD,56.5
STK-AS-1192,LG-AS-1192,93,84,9,HELD,91.1
STK-BR-1193,LG-BR-1193,90,53,37,HELD,59.6
STK-CG-1194,LG-CG-1194,120,65,55,HELD,54.5
STK-GA-1195,LG-GA-1195,12,11,1,HELD,95.0
STK-GJ-1196,LG-GJ-1196,73,69,4,HELD,95.8
STK-HR-1197,LG-HR-1197,26,23,3,HELD,90.2
STK-HP-1198,LG-HP-1198,91,60,31,HELD,66.7
STK-JH-1199,LG-JH-1199,49,31,18,HELD,63.7
STK-KA-1200,LG-KA-1200,44,21,23,PENDING,47.8
STK-KL-1201,LG-KL-1201,115,110,5,HELD,96.2
STK-MP-1202,LG-MP-1202,60,20,40,PENDING,34.5
STK-MH-1203,LG-MH-1203,75,44,31,HELD,59.4
STK-MN-1204,LG-MN-1204,118,89,29,HELD,75.6
STK-ML-1205,LG-ML-1205,120,101,19,HELD,84.2
STK-MZ-1206,LG-MZ-1206,79,57,22,HELD,73.3
STK-NL-1207,LG-NL-1207,106,54,52,HELD,51.6
STK-OD-1208,LG-OD-1208,8,5,3,HELD,63.9
STK-PB-1209,LG-PB-1209,29,25,4,HELD,86.9
STK-RJ-1210,LG-RJ-1210,95,70,25,HELD,74.5
STK-SK-1211,LG-SK-1211,116,26,90,PENDING,22.6
STK-TN-1212,LG-TN-1212,89,58,31,HELD,66.1
STK-TS-1213,LG-TS-1213,35,28,7,HELD,81.2
STK-TR-1214,LG-TR-1214,88,43,45,PENDING,49.4
STK-UP-1215,LG-UP-1215,22,7,15,PENDING,35.3
STK-UK-1216,LG-UK-1216,16,12,4,HELD,79.0
STK-WB-1217,LG-WB-1217,97,73,24,HELD,76.0
STK-AN-1218,LG-AN-1218,78,65,13,HELD,83.5
STK-CH-1219,LG-CH-1219,30,23,7,HELD,76.7
STK-DH-1220,LG-DH-1220,9,5,4,HELD,59.2
STK-DL-1221,LG-DL-1221,24,11,13,PENDING,46.4
STK-JK-1222,LG-JK-1222,35,28,7,HELD,81.8
STK-LA-1223,LG-LA-1223,14,13,1,HELD,94.3
STK-LD-1224,LG-LD-1224,103,60,43,HELD,58.8
STK-PY-1225,LG-PY-1225,40,18,22,PENDING,46.2
STK-AP-1226,LG-AP-1226,28,25,3,HELD,92.5
STK-AR-1227,LG-AR-1227,74,73,1,HELD,99.3
STK-AS-1228,LG-AS-1228,55,47,8,HELD,86.2
STK-BR-1229,LG-BR-1229,74,60,14,HELD,82.2
STK-CG-1230,LG-CG-1230,99,44,55,PENDING,45.4
STK-GA-1231,LG-GA-1231,16,13,3,HELD,87.1
STK-GJ-1232,LG-GJ-1232,105,41,64,PENDING,39.1
STK-HR-1233,LG-HR-1233,109,88,21,HELD,81.4
STK-HP-1234,LG-HP-1234,22,14,8,HELD,67.7
STK-JH-1235,LG-JH-1235,45,32,13,HELD,71.7
STK-KA-1236,LG-KA-1236,99,43,56,PENDING,44.1
STK-KL-1237,LG-KL-1237,31,22,9,HELD,72.3
STK-MP-1238,LG-MP-1238,58,43,15,HELD,75.1
STK-MH-1239,LG-MH-1239,35,33,2,HELD,95.3
STK-MN-1240,LG-MN-1240,90,68,22,HELD,75.9
STK-ML-1241,LG-ML-1241,101,33,68,PENDING,33.2
STK-MZ-1242,LG-MZ-1242,24,14,10,HELD,61.0
STK-NL-1243,LG-NL-1243,62,29,33,PENDING,47.7
STK-OD-1244,LG-OD-1244,52,43,9,HELD,84.5
STK-PB-1245,LG-PB-1245,12,8,4,HELD,71.0
STK-RJ-1246,LG-RJ-1246,28,18,10,HELD,67.4
STK-SK-1247,LG-SK-1247,73,47,26,HELD,65.5
STK-TN-1248,LG-TN-1248,119,104,15,HELD,87.4
STK-TS-1249,LG-TS-1249,72,50,22,HELD,69.8
STK-TR-1250,LG-TR-1250,107,39,68,PENDING,37.3
