approval_id,project_id,approval_type,status,submission_date,approval_date,delay_days
APP-GA-0655,LG-GA-0655,Environmental,APPROVED,2022-08-13,2024-01-01,1
APP-GJ-0656,LG-GJ-0656,Wildlife,PENDING,2022-10-30,,79
APP-HR-0657,LG-HR-0657,Forest,APPROVED,2023-04-27,2024-01-01,5
APP-HP-0658,LG-HP-0658,Wildlife,PENDING,2022-09-17,,96
APP-JH-0659,LG-JH-0659,Forest,APPROVED,2023-09-18,2024-01-01,3
APP-KA-0660,LG-KA-0660,Wildlife,PENDING,2024-03-02,,132
APP-KL-0661,LG-KL-0661,Revenue,APPROVED,2024-03-28,2024-01-01,7
APP-MP-0662,LG-MP-0662,Wildlife,APPROVED,2021-01-06,2024-01-01,10
APP-MH-0663,LG-MH-0663,Wildlife,APPROVED,2023-03-25,2024-01-01,11
APP-MN-0664,LG-MN-0664,Revenue,APPROVED,2022-02-18,2024-01-01,5
APP-ML-0665,LG-ML-0665,Environmental,PENDING,2022-12-15,,56
APP-MZ-0666,LG-MZ-0666,Environmental,PENDING,2024-11-07,,46
APP-NL-0667,LG-NL-0667,Environmental,PENDING,2024-06-29,,49
APP-OD-0668,LG-OD-0668,Environmental,REJECTED,2022-10-31,2024-01-01,6
APP-PB-0669,LG-PB-0669,Environmental,REJECTED,2023-05-19,2024-01-01,4
APP-RJ-0670,LG-RJ-0670,Environmental,PENDING,2023-06-27,,58
APP-SK-0671,LG-SK-0671,Revenue,PENDING,2023-07-14,,91
APP-TN-0672,LG-TN-0672,Environmental,APPROVED,2021-09-09,2024-01-01,0
APP-TS-0673,LG-TS-0673,Revenue,APPROVED,2023-08-08,2024-01-01,8
APP-TR-0674,LG-TR-0674,Revenue,APPROVED,2022-12-29,2024-01-01,13
APP-UP-0675,LG-UP-0675,Wildlife,PENDING,2021-04-28,,45
APP-UK-0676,LG-UK-0676,Wildlife,APPROVED,2024-03-21,2024-01-01,12
APP-WB-0677,LG-WB-0677,Revenue,APPROVED,2024-02-14,2024-01-01,13
APP-AN-0678,LG-AN-0678,Forest,PENDING,2021-12-05,,114
APP-CH-0679,LG-CH-0679,Revenue,PENDING,2022-04-27,,148
APP-DH-0680,LG-DH-0680,Revenue,APPROVED,2023-12-05,2024-01-01,15
APP-DL-0681,LG-DL-0681,Environmental,APPROVED,2023-11-13,2024-01-01,8
APP-JK-0682,LG-JK-0682,Wildlife,PENDING,2021-12-29,,119
APP-LA-0683,LG-LA-0683,Environmental,APPROVED,2021-05-13,2024-01-01,7
APP-LD-0684,LG-LD-0684,Forest,APPROVED,2023-07-01,2024-01-01,6
APP-PY-0685,LG-PY-0685,Environmental,APPROVED,2023-11-13,2024-01-01,3
APP-AP-0686,LG-AP-0686,Forest,PENDING,2021-05-14,,42
APP-AR-0687,LG-AR-0687,Revenue,PENDING,2024-01-24,,73
APP-AS-0688,LG-AS-0688,Wildlife,PENDING,2023-09-06,,56
APP-BR-0689,LG-BR-0689,Wildlife,APPROVED,2021-01-16,2024-01-01,12
APP-CG-0690,LG-CG-0690,Environmental,PENDING,2022-09-29,,84
APP-GA-0691,LG-GA-0691,Environmental,APPROVED,2021-04-21,2024-01-01,5
APP-GJ-0692,LG-GJ-0692,Environmental,PENDING,2021-05-18,,43
APP-HR-0693,LG-HR-0693,Forest,PENDING,2023-06-29,,123
APP-HP-0694,LG-HP-0694,Revenue,APPROVED,2021-04-09,2024-01-01,8
APP-JH-0695,LG-JH-0695,Forest,APPROVED,2022-02-08,2024-01-01,7
APP-KA-0696,LG-KA-0696,Environmental,PENDING,2021-05-30,,79
APP-KL-0697,LG-KL-0697,Revenue,APPROVED,2021-03-15,2024-01-01,5
APP-MP-0698,LG-MP-0698,Environmental,APPROVED,2024-11-10,2024-01-01,4
APP-MH-0699,LG-MH-0699,Revenue,PENDING,2021-11-14,,78
APP-MN-0700,LG-MN-0700,Forest,PENDING,2024-04-28,,52
APP-ML-0701,LG-ML-0701,Environmental,APPROVED,2021-01-05,2024-01-01,2
APP-MZ-0702,LG-MZ-0702,Revenue,APPROVED,2022-05-15,2024-01-01,3
APP-NL-0703,LG-NL-0703,Revenue,PENDING,2024-04-19,,68
APP-OD-0704,LG-OD-0704,Wildlife,PENDING,2022-07-05,,50
APP-PB-0705,LG-PB-0705,Environmental,PENDING,2021-05-29,,46
APP-RJ-0706,LG-RJ-0706,Forest,REJECTED,2023-01-25,2024-01-01,15
APP-SK-0707,LG-SK-0707,Revenue,APPROVED,2021-12-29,2024-01-01,4
APP-TN-0708,LG-TN-0708,Wildlife,PENDING,2021-09-16,,51
APP-TS-0709,LG-TS-0709,Environmental,APPROVED,2021-01-11,2024-01-01,12
APP-TR-0710,LG-TR-0710,Environmental,APPROVED,2021-07-07,2024-01-01,1
APP-UP-0711,LG-UP-0711,Wildlife,PENDING,2024-04-30,,82
APP-UK-0712,LG-UK-0712,Forest,PENDING,2024-07-02,,75
APP-WB-0713,LG-WB-0713,Wildlife,APPROVED,2023-06-16,2024-01-01,1
APP-AN-0714,LG-AN-0714,Environmental,APPROVED,2022-04-12,2024-01-01,12
APP-CH-0715,LG-CH-0715,Environmental,PENDING,2022-11-14,,89
APP-DH-0716,LG-DH-0716,Environmental,APPROVED,2024-11-07,2024-01-01,4
APP-DL-0717,LG-DL-0717,Environmental,PENDING,2021-06-11,,86
APP-JK-0718,LG-JK-0718,Environmental,APPROVED,2024-10-12,2024-01-01,0
APP-LA-0719,LG-LA-0719,Revenue,PENDING,2022-09-07,,48
APP-LD-0720,LG-LD-0720,Forest,APPROVED,2021-05-01,2024-01-01,6
APP-PY-0721,LG-PY-0721,Revenue,APPROVED,2022-11-16,2024-01-01,5
APP-AP-0722,LG-AP-0722,Environmental,PENDING,2021-03-07,,79
APP-AR-0723,LG-AR-0723,Forest,PENDING,2024-02-27,,83
APP-AS-0724,LG-AS-0724,Environmental,PENDING,2021-02-20,,112
APP-BR-0725,LG-BR-0725,Wildlife,PENDING,2023-10-28,,101
APP-CG-0726,LG-CG-0726,Forest,REJECTED,2024-01-27,2024-01-01,5
APP-GA-0727,LG-GA-0727,Forest,APPROVED,2021-11-15,2024-01-01,0
APP-GJ-0728,LG-GJ-0728,Revenue,PENDING,2021-09-25,,143
APP-HR-0729,LG-HR-0729,Wildlife,APPROVED,2022-12-30,2024-01-01,9
APP-HP-0730,LG-HP-0730,Environmental,APPROVED,2022-07-20,2024-01-01,11
APP-JH-0731,LG-JH-0731,Wildlife,APPROVED,2021-11-10,2024-01-01,13
APP-KA-0732,LG-KA-0732,Forest,APPROVED,2023-07-19,2024-01-01,10
APP-KL-0733,LG-KL-0733,Revenue,APPROVED,2021-07-20,2024-01-01,7
APP-MP-0734,LG-MP-0734,Revenue,REJECTED,2022-06-18,2024-01-01,14
APP-MH-0735,LG-MH-0735,Revenue,PENDING,2024-07-25,,46
APP-MN-0736,LG-MN-0736,Environmental,APPROVED,2022-12-01,2024-01-01,14
APP-ML-0737,LG-ML-0737,Wildlife,APPROVED,2022-06-27,2024-01-01,13
APP-MZ-0738,LG-MZ-0738,Revenue,APPROVED,2021-12-09,2024-01-01,5
APP-NL-0739,LG-NL-0739,Wildlife,APPROVED,2024-10-17,2024-01-01,10
APP-OD-0740,LG-OD-0740,Forest,APPROVED,2024-01-05,2024-01-01,2
APP-PB-0741,LG-PB-0741,Forest,PENDING,2022-03-22,,96
APP-RJ-0742,LG-RJ-0742,Environmental,PENDING,2024-09-12,,66
APP-SK-0743,LG-SK-0743,Environmental,APPROVED,2023-08-20,2024-01-01,15
APP-TN-0744,LG-TN-0744,Forest,APPROVED,2023-10-07,2024-01-01,6
APP-TS-0745,LG-TS-0745,Forest,PENDING,2024-02-22,,135
APP-TR-0746,LG-TR-0746,Revenue,PENDING,2021-05-17,,128
APP-UP-0747,LG-UP-0747,Environmental,PENDING,2024-09-21,,132
APP-UK-0748,LG-UK-0748,Forest,APPROVED,2022-07-11,2024-01-01,1
APP-WB-0749,LG-WB-0749,Wildlife,APPROVED,2021-07-16,2024-01-01,14
APP-AN-0750,LG-AN-0750,Revenue,APPROVED,2022-01-15,2024-01-01,7
APP-CH-0751,LG-CH-0751,Revenue,PENDING,2021-03-05,,92
APP-DH-0752,LG-DH-0752,Revenue,PENDING,2023-08-09,,84
APP-DL-0753,LG-DL-0753,Forest,REJECTED,2023-03-02,2024-01-01,10
APP-JK-0754,LG-JK-0754,Wildlife,PENDING,2022-02-27,,61
APP-LA-0755,LG-LA-0755,Wildlife,PENDING,2021-09-06,,63
APP-LD-0756,LG-LD-0756,Wildlife,PENDING,2022-03-24,,46
APP-PY-0757,LG-PY-0757,Revenue,PENDING,2024-12-24,,78
APP-AP-0758,LG-AP-0758,Forest,PENDING,2023-08-04,,150
APP-AR-0759,LG-AR-0759,Forest,APPROVED,2023-01-30,2024-01-01,9
APP-AS-0760,LG-AS-0760,Forest,PENDING,2024-09-09,,143
APP-BR-0761,LG-BR-0761,Forest,APPROVED,2021-04-30,2024-01-01,14
APP-CG-0762,LG-CG-0762,Wildlife,APPROVED,2021-10-07,2024-01-01,14
APP-GA-0763,LG-GA-0763,Revenue,APPROVED,2024-06-02,2024-01-01,15
APP-GJ-0764,LG-GJ-0764,Revenue,APPROVED,2021-02-03,2024-01-01,14
APP-HR-0765,LG-HR-0765,Environmental,APPROVED,2022-06-25,2024-01-01,5
APP-HP-0766,LG-HP-0766,Environmental,PENDING,2021-10-29,,97
APP-JH-0767,LG-JH-0767,Revenue,APPROVED,2023-09-20,2024-01-01,3
APP-KA-0768,LG-KA-0768,Forest,APPROVED,2021-11-03,2024-01-01,0
APP-KL-0769,LG-KL-0769,Forest,PENDING,2023-10-20,,130
APP-MP-0770,LG-MP-0770,Wildlife,APPROVED,2023-04-29,2024-01-01,11
APP-MH-0771,LG-MH-0771,Wildlife,APPROVED,2022-03-24,2024-01-01,5
APP-MN-0772,LG-MN-0772,Forest,APPROVED,2024-08-16,2024-01-01,2
APP-ML-0773,LG-ML-0773,Environmental,APPROVED,2024-01-08,2024-01-01,12
APP-MZ-0774,LG-MZ-0774,Wildlife,PENDING,2023-06-25,,122
APP-NL-0775,LG-NL-0775,Wildlife,APPROVED,2021-04-04,2024-01-01,4
APP-OD-0776,LG-OD-0776,Forest,APPROVED,2021-04-27,2024-01-01,10
APP-PB-0777,LG-PB-0777,Wildlife,PENDING,2024-02-01,,50
APP-RJ-0778,LG-RJ-0778,Forest,PENDING,2023-03-01,,80
APP-SK-0779,LG-SK-0779,Wildlife,PENDING,2022-04-08,,144
APP-TN-0780,LG-TN-0780,Wildlife,APPROVED,2022-06-30,2024-01-01,7
APP-TS-0781,LG-TS-0781,Revenue,PENDING,2023-02-27,,115
APP-TR-0782,LG-TR-0782,Revenue,APPROVED,2024-06-18,2024-01-01,11
APP-UP-0783,LG-UP-0783,Environmental,APPROVED,2022-05-12,2024-01-01,8
APP-UK-0784,LG-UK-0784,Environmental,APPROVED,2021-12-02,2024-01-01,7
APP-WB-0785,LG-WB-0785,Revenue,APPROVED,2023-08-29,2024-01-01,0
APP-AN-0786,LG-AN-0786,Wildlife,REJECTED,2021-02-05,2024-01-01,0
APP-CH-0787,LG-CH-0787,Wildlife,APPROVED,2021-04-08,2024-01-01,12
APP-DH-0788,LG-DH-0788,Wildlife,APPROVED,2023-06-13,2024-01-01,0
APP-DL-0789,LG-DL-0789,Forest,APPROVED,2021-12-16,2024-01-01,3
APP-JK-0790,LG-JK-0790,Revenue,APPROVED,2023-08-26,2024-01-01,10
APP-LA-0791,LG-LA-0791,Wildlife,PENDING,2022-11-03,,69
APP-LD-0792,LG-LD-0792,Forest,APPROVED,2021-08-18,2024-01-01,1
APP-PY-0793,LG-PY-0793,Wildlife,PENDING,2022-05-06,,99
APP-AP-0794,LG-AP-0794,Forest,PENDING,2022-11-01,,67
APP-AR-0795,LG-AR-0795,Environmental,APPROVED,2022-04-05,2024-01-01,0
APP-AS-0796,LG-AS-0796,Revenue,PENDING,2024-12-22,,109
APP-BR-0797,LG-BR-0797,Forest,PENDING,2022-11-04,,68
APP-CG-0798,LG-CG-0798,Forest,APPROVED,2022-11-05,2024-01-01,0
APP-GA-0799,LG-GA-0799,Environmental,PENDING,2022-07-18,,77
APP-GJ-0800,LG-GJ-0800,Environmental,PENDING,2024-01-08,,31
APP-HR-0801,LG-HR-0801,Forest,PENDING,2021-03-28,,81
APP-HP-0802,LG-HP-0802,Environmental,APPROVED,2024-11-14,2024-01-01,11
APP-JH-0803,LG-JH-0803,Wildlife,APPROVED,2021-08-25,2024-01-01,0
APP-KA-0804,LG-KA-0804,Forest,APPROVED,2022-06-07,2024-01-01,10
APP-KL-0805,LG-KL-0805,Revenue,APPROVED,2021-01-03,2024-01-01,14
APP-MP-0806,LG-MP-0806,Revenue,APPROVED,2024-11-24,2024-01-01,11
APP-MH-0807,LG-MH-0807,Environmental,REJECTED,2024-08-07,2024-01-01,15
APP-MN-0808,LG-MN-0808,Forest,APPROVED,2021-07-13,2024-01-01,12
APP-ML-0809,LG-ML-0809,Forest,APPROVED,2021-03-13,2024-01-01,8
APP-MZ-0810,LG-MZ-0810,Revenue,APPROVED,2021-10-23,2024-01-01,2
APP-NL-0811,LG-NL-0811,Wildlife,APPROVED,2021-08-09,2024-01-01,5
APP-OD-0812,LG-OD-0812,Environmental,PENDING,2022-02-07,,33
APP-PB-0813,LG-PB-0813,Wildlife,APPROVED,2021-03-26,2024-01-01,3
APP-RJ-0814,LG-RJ-0814,Revenue,PENDING,2022-04-07,,126
APP-SK-0815,LG-SK-0815,Environmental,PENDING,2023-02-09,,116
APP-TN-0816,LG-TN-0816,Revenue,REJECTED,2022-10-17,2024-01-01,15
APP-TS-0817,LG-TS-0817,Forest,APPROVED,2022-07-06,2024-01-01,2
APP-TR-0818,LG-TR-0818,Wildlife,APPROVED,2022-04-17,2024-01-01,10
APP-UP-0819,LG-UP-0819,Wildlife,APPROVED,2021-01-30,2024-01-01,7
APP-UK-0820,LG-UK-0820,Revenue,PENDING,2023-02-27,,99
APP-WB-0821,LG-WB-0821,Revenue,APPROVED,2024-04-22,2024-01-01,8
APP-AN-0822,LG-AN-0822,Wildlife,PENDING,2021-05-21,,85
APP-CH-0823,LG-CH-0823,Forest,PENDING,2021-07-07,,34
APP-DH-0824,LG-DH-0824,Forest,APPROVED,2022-10-01,2024-01-01,10
APP-DL-0825,LG-DL-0825,Forest,APPROVED,2023-03-26,2024-01-01,4
APP-JK-0826,LG-JK-0826,Revenue,PENDING,2021-05-21,,113
APP-LA-0827,LG-LA-0827,Forest,PENDING,2021-01-15,,50
APP-LD-0828,LG-LD-0828,Revenue,REJECTED,2022-12-21,2024-01-01,9
APP-PY-0829,LG-PY-0829,Forest,PENDING,2022-09-14,,44
APP-AP-0830,LG-AP-0830,Forest,PENDING,2024-09-13,,89
APP-AR-0831,LG-AR-0831,Environmental,APPROVED,2021-05-13,2024-01-01,5
APP-AS-0832,LG-AS-0832,Forest,PENDING,2021-04-15,,43
APP-BR-0833,LG-BR-0833,Wildlife,APPROVED,2021-08-28,2024-01-01,4
APP-CG-0834,LG-CG-0834,Wildlife,PENDING,2022-11-05,,96
APP-GA-0835,LG-GA-0835,Forest,APPROVED,2021-08-16,2024-01-01,15
APP-GJ-0836,LG-GJ-0836,Forest,PENDING,2023-01-21,,50
APP-HR-0837,LG-HR-0837,Environmental,APPROVED,2023-03-08,2024-01-01,13
APP-HP-0838,LG-HP-0838,Environmental,PENDING,2023-12-07,,58
APP-JH-0839,LG-JH-0839,Environmental,APPROVED,2023-02-12,2024-01-01,0
APP-KA-0840,LG-KA-0840,Wildlife,PENDING,2023-05-20,,72
APP-KL-0841,LG-KL-0841,Wildlife,APPROVED,2024-10-07,2024-01-01,4
APP-MP-0842,LG-MP-0842,Environmental,APPROVED,2023-09-12,2024-01-01,9
APP-MH-0843,LG-MH-0843,Forest,APPROVED,2023-12-18,2024-01-01,4
APP-MN-0844,LG-MN-0844,Wildlife,APPROVED,2023-01-04,2024-01-01,7
APP-ML-0845,LG-ML-0845,Wildlife,APPROVED,2021-10-24,2024-01-01,15
APP-MZ-0846,LG-MZ-0846,Wildlife,PENDING,2022-03-07,,136
APP-NL-0847,LG-NL-0847,Environmental,APPROVED,2023-02-01,2024-01-01,6
APP-OD-0848,LG-OD-0848,Wildlife,PENDING,2022-01-13,,148
APP-PB-0849,LG-PB-0849,Environmental,REJECTED,2022-06-04,2024-01-01,7
APP-RJ-0850,LG-RJ-0850,Forest,APPROVED,2022-10-28,2024-01-01,3
APP-SK-0851,LG-SK-0851,Wildlife,PENDING,2021-12-18,,68
APP-TN-0852,LG-TN-0852,Revenue,PENDING,2021-12-18,,54
APP-TS-0853,LG-TS-0853,Revenue,APPROVED,2021-05-02,2024-01-01,6
APP-TR-0854,LG-TR-0854,Forest,APPROVED,2024-01-06,2024-01-01,1
APP-UP-0855,LG-UP-0855,Revenue,PENDING,2021-06-04,,109
APP-UK-0856,LG-UK-0856,Environmental,APPROVED,2022-07-16,2024-01-01,0
APP-WB-0857,LG-WB-0857,Wildlife,PENDING,2022-12-26,,92
APP-AN-0858,LG-AN-0858,Revenue,APPROVED,2024-01-22,2024-01-01,15
APP-CH-0859,LG-CH-0859,Revenue,APPROVED,2022-12-27,2024-01-01,11
APP-DH-0860,LG-DH-0860,Wildlife,APPROVED,2021-02-06,2024-01-01,5
APP-DL-0861,LG-DL-0861,Revenue,APPROVED,2023-07-05,2024-01-01,2
APP-JK-0862,LG-JK-0862,Environmental,APPROVED,2021-01-01,2024-01-01,0
APP-LA-0863,LG-LA-0863,Environmental,PENDING,2022-09-03,,71
APP-LD-0864,LG-LD-0864,Environmental,REJECTED,2024-12-31,2024-01-01,6
APP-PY-0865,LG-PY-0865,Wildlife,PENDING,2023-03-08,,139
APP-AP-0866,LG-AP-0866,Revenue,APPROVED,2021-07-24,2024-01-01,8
APP-AR-0867,LG-AR-0867,Revenue,APPROVED,2021-01-23,2024-01-01,14
APP-AS-0868,LG-AS-0868,Wildlife,PENDING,2024-07-05,,98
APP-BR-0869,LG-BR-0869,Wildlife,PENDING,2022-03-11,,126
APP-CG-0870,LG-CG-0870,Wildlife,PENDING,2024-06-01,,32
APP-GA-0871,LG-GA-0871,Wildlife,APPROVED,2024-04-27,2024-01-01,15
APP-GJ-0872,LG-GJ-0872,Revenue,PENDING,2023-03-05,,138
APP-HR-0873,LG-HR-0873,Wildlife,APPROVED,2024-01-22,2024-01-01,6
APP-HP-0874,LG-HP-0874,Revenue,APPROVED,2024-02-25,2024-01-01,5
APP-JH-0875,LG-JH-0875,Wildlife,PENDING,2024-05-16,,54
APP-KA-0876,LG-KA-0876,Forest,PENDING,2021-04-22,,116
APP-KL-0877,LG-KL-0877,Revenue,PENDING,2021-10-18,,35
APP-MP-0878,LG-MP-0878,Revenue,APPROVED,2024-02-01,2024-01-01,5
APP-MH-0879,LG-MH-0879,Environmental,APPROVED,2021-08-14,2024-01-01,5
APP-MN-0880,LG-MN-0880,Forest,PENDING,2022-11-16,,82
APP-ML-0881,LG-ML-0881,Revenue,APPROVED,2023-04-10,2024-01-01,1
APP-MZ-0882,LG-MZ-0882,Revenue,APPROVED,2023-03-31,2024-01-01,12
APP-NL-0883,LG-NL-0883,Revenue,APPROVED,2023-04-16,2024-01-01,5
APP-OD-0884,LG-OD-0884,Wildlife,APPROVED,2024-04-09,2024-01-01,14
APP-PB-0885,LG-PB-0885,Environmental,PENDING,2024-05-30,,67
APP-RJ-0886,LG-RJ-0886,Wildlife,APPROVED,2024-08-28,2024-01-01,4
APP-SK-0887,LG-SK-0887,Revenue,PENDING,2022-11-06,,101
APP-TN-0888,LG-TN-0888,Environmental,PENDING,2021-06-24,,69
APP-TS-0889,LG-TS-0889,Environmental,APPROVED,2023-04-09,2024-01-01,5
APP-TR-0890,LG-TR-0890,Wildlife,PENDING,2022-08-25,,140
APP-UP-0891,LG-UP-0891,Revenue,APPROVED,2024-07-13,2024-01-01,2
APP-UK-0892,LG-UK-0892,Environmental,PENDING,2021-07-15,,36
APP-WB-0893,LG-WB-0893,Forest,REJECTED,2024-05-22,2024-01-01,11
APP-AN-0894,LG-AN-0894,Wildlife,REJECTED,2021-07-05,2024-01-01,9
APP-CH-0895,LG-CH-0895,Environmental,APPROVED,2024-05-06,2024-01-01,6
APP-DH-0896,LG-DH-0896,Forest,APPROVED,2023-03-29,2024-01-01,15
APP-DL-0897,LG-DL-0897,Revenue,PENDING,2024-10-22,,83
APP-JK-0898,LG-JK-0898,Environmental,APPROVED,2023-01-15,2024-01-01,6
APP-LA-0899,LG-LA-0899,Environmental,APPROVED,2021-04-01,2024-01-01,3
APP-LD-0900,LG-LD-0900,Revenue,PENDING,2023-01-30,,147
APP-PY-0901,LG-PY-0901,Wildlife,APPROVED,2024-05-23,2024-01-01,11
APP-AP-0902,LG-AP-0902,Forest,APPROVED,2023-01-30,2024-01-01,9
APP-AR-0903,LG-AR-0903,Wildlife,APPROVED,2021-05-09,2024-01-01,1
APP-AS-0904,LG-AS-0904,Wildlife,APPROVED,2022-06-28,2024-01-01,3
APP-BR-0905,LG-BR-0905,Wildlife,PENDING,2023-05-30,,36
APP-CG-0906,LG-CG-0906,Revenue,PENDING,2021-07-25,,63
APP-GA-0907,LG-GA-0907,Forest,APPROVED,2024-04-30,2024-01-01,0
APP-GJ-0908,LG-GJ-0908,Forest,APPROVED,2022-09-01,2024-01-01,12
APP-HR-0909,LG-HR-0909,Environmental,REJECTED,2022-08-06,2024-01-01,13
APP-HP-0910,LG-HP-0910,Wildlife,PENDING,2022-03-01,,131
APP-JH-0911,LG-JH-0911,Wildlife,PENDING,2021-12-09,,143
APP-KA-0912,LG-KA-0912,Wildlife,PENDING,2024-04-17,,34
APP-KL-0913,LG-KL-0913,Environmental,APPROVED,2022-08-31,2024-01-01,3
APP-MP-0914,LG-MP-0914,Wildlife,PENDING,2021-10-09,,38
APP-MH-0915,LG-MH-0915,Revenue,REJECTED,2024-01-25,2024-01-01,14
APP-MN-0916,LG-MN-0916,Environmental,PENDING,2022-07-06,,137
APP-ML-0917,LG-ML-0917,Revenue,PENDING,2024-11-02,,90
APP-MZ-0918,LG-MZ-0918,Wildlife,APPROVED,2024-10-31,2024-01-01,9
APP-NL-0919,LG-NL-0919,Environmental,PENDING,2021-05-11,,99
APP-OD-0920,LG-OD-0920,Revenue,APPROVED,2021-05-16,2024-01-01,0
APP-PB-0921,LG-PB-0921,Revenue,APPROVED,2024-08-04,2024-01-01,8
APP-RJ-0922,LG-RJ-0922,Revenue,PENDING,2022-07-29,,108
APP-SK-0923,LG-SK-0923,Forest,APPROVED,2023-12-06,2024-01-01,13
APP-TN-0924,LG-TN-0924,Environmental,PENDING,2021-07-22,,89
APP-TS-0925,LG-TS-0925,Wildlife,PENDING,2023-05-11,,116
APP-TR-0926,LG-TR-0926,Forest,APPROVED,2021-04-24,2024-01-01,2
APP-UP-0927,LG-UP-0927,Forest,PENDING,2023-10-09,,32
APP-UK-0928,LG-UK-0928,Environmental,APPROVED,2022-11-15,2024-01-01,15
APP-WB-0929,LG-WB-0929,Wildlife,APPROVED,2024-02-11,2024-01-01,1
APP-AN-0930,LG-AN-0930,Revenue,APPROVED,2022-11-24,2024-01-01,14
APP-CH-0931,LG-CH-0931,Environmental,APPROVED,2023-11-09,2024-01-01,6
APP-DH-0932,LG-DH-0932,Revenue,PENDING,2023-07-04,,33
APP-DL-0933,LG-DL-0933,Wildlife,APPROVED,2023-09-10,2024-01-01,7
APP-JK-0934,LG-JK-0934,Forest,APPROVED,2022-09-16,2024-01-01,13
APP-LA-0935,LG-LA-0935,Revenue,PENDING,2022-12-09,,31
APP-LD-0936,LG-LD-0936,Forest,APPROVED,2022-07-15,2024-01-01,12
APP-PY-0937,LG-PY-0937,Wildlife,APPROVED,2024-03-23,2024-01-01,13
APP-AP-0938,LG-AP-0938,Forest,APPROVED,2021-09-20,2024-01-01,13
APP-AR-0939,LG-AR-0939,Forest,APPROVED,2022-08-25,2024-01-01,12
APP-AS-0940,LG-AS-0940,Environmental,APPROVED,2023-02-21,2024-01-01,6
APP-BR-0941,LG-BR-0941,Forest,PENDING,2022-07-10,,38
APP-CG-0942,LG-CG-0942,Revenue,APPROVED,2021-08-23,2024-01-01,0
APP-GA-0943,LG-GA-0943,Forest,APPROVED,2021-04-16,2024-01-01,13
APP-GJ-0944,LG-GJ-0944,Forest,APPROVED,2023-04-11,2024-01-01,2
APP-HR-0945,LG-HR-0945,Environmental,REJECTED,2022-11-18,2024-01-01,12
APP-HP-0946,LG-HP-0946,Environmental,APPROVED,2023-11-30,2024-01-01,11
APP-JH-0947,LG-JH-0947,Revenue,APPROVED,2021-07-26,2024-01-01,10
APP-KA-0948,LG-KA-0948,Wildlife,APPROVED,2023-05-27,2024-01-01,7
APP-KL-0949,LG-KL-0949,Environmental,PENDING,2023-02-25,,109
APP-MP-0950,LG-MP-0950,Revenue,REJECTED,2022-07-09,2024-01-01,7
APP-MH-0951,LG-MH-0951,Environmental,PENDING,2024-08-05,,82
APP-MN-0952,LG-MN-0952,Environmental,APPROVED,2023-05-01,2024-01-01,7
APP-ML-0953,LG-ML-0953,Wildlife,APPROVED,2024-01-04,2024-01-01,6
APP-MZ-0954,LG-MZ-0954,Revenue,APPROVED,2021-12-03,2024-01-01,2
APP-NL-0955,LG-NL-0955,Environmental,PENDING,2023-04-24,,44
APP-OD-0956,LG-OD-0956,Wildlife,APPROVED,2023-05-09,2024-01-01,15
APP-PB-0957,LG-PB-0957,Wildlife,APPROVED,2024-09-08,2024-01-01,3
APP-RJ-0958,LG-RJ-0958,Environmental,APPROVED,2023-10-25,2024-01-01,15
APP-SK-0959,LG-SK-0959,Wildlife,APPROVED,2023-10-12,2024-01-01,0
APP-TN-0960,LG-TN-0960,Wildlife,APPROVED,2022-10-12,2024-01-01,6
APP-TS-0961,LG-TS-0961,Wildlife,APPROVED,2022-08-10,2024-01-01,13
APP-TR-0962,LG-TR-0962,Wildlife,APPROVED,2021-06-03,2024-01-01,12
APP-UP-0963,LG-UP-0963,Forest,APPROVED,2023-06-06,2024-01-01,12
APP-UK-0964,LG-UK-0964,Wildlife,REJECTED,2024-09-01,2024-01-01,3
APP-WB-0965,LG-WB-0965,Forest,APPROVED,2023-09-23,2024-01-01,5
APP-AN-0966,LG-AN-0966,Environmental,APPROVED,2022-09-01,2024-01-01,7
APP-CH-0967,LG-CH-0967,Forest,PENDING,2023-12-23,,33
APP-DH-0968,LG-DH-0968,Environmental,PENDING,2021-06-08,,52
APP-DL-0969,LG-DL-0969,Wildlife,REJECTED,2024-12-25,2024-01-01,0
APP-JK-0970,LG-JK-0970,Wildlife,APPROVED,2022-01-18,2024-01-01,10
APP-LA-0971,LG-LA-0971,Forest,PENDING,2022-04-02,,111
APP-LD-0972,LG-LD-0972,Revenue,PENDING,2022-05-08,,61
APP-PY-0973,LG-PY-0973,Revenue,PENDING,2024-02-28,,53
APP-AP-0974,LG-AP-0974,Environmental,APPROVED,2023-03-15,2024-01-01,9
APP-AR-0975,LG-AR-0975,Revenue,PENDING,2023-08-31,,30
APP-AS-0976,LG-AS-0976,Wildlife,APPROVED,2024-05-22,2024-01-01,8
APP-BR-0977,LG-BR-0977,Environmental,APPROVED,2021-01-01,2024-01-01,9
APP-CG-0978,LG-CG-0978,Wildlife,APPROVED,2022-02-06,2024-01-01,13
APP-GA-0979,LG-GA-0979,Wildlife,APPROVED,2021-05-03,2024-01-01,6
APP-GJ-0980,LG-GJ-0980,Wildlife,APPROVED,2022-08-06,2024-01-01,10
APP-HR-0981,LG-HR-0981,Wildlife,PENDING,2024-09-11,,82
APP-HP-0982,LG-HP-0982,Wildlife,APPROVED,2022-12-25,2024-01-01,5
