comp_id,project_id,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,amount_sanctioned_cr,amount_disbursed_cr,disbursement_percentage
CMP-AR-0723,LG-AR-0723,1350,1142,208,2198.49,1860.81,84.6
CMP-AS-0724,LG-AS-0724,735,317,418,587.52,253.53,43.2
CMP-BR-0725,LG-BR-0725,1671,1265,406,1076.67,815.15,75.7
CMP-CG-0726,LG-CG-0726,1209,402,807,1143.48,380.32,33.3
CMP-GA-0727,LG-GA-0727,1177,1016,161,580.32,500.99,86.3
CMP-GJ-0728,LG-GJ-0728,1344,704,640,883.44,463.37,52.5
CMP-HR-0729,LG-HR-0729,1505,1154,351,1074.9,824.35,76.7
CMP-HP-0730,LG-HP-0730,344,312,32,315.75,286.72,90.8
CMP-JH-0731,LG-JH-0731,2600,2409,191,1025.22,950.2,92.7
CMP-KA-0732,LG-KA-0732,877,856,21,1051.08,1026.88,97.7
CMP-KL-0733,LG-KL-0733,1009,638,371,1371.12,867.34,63.3
CMP-MP-0734,LG-MP-0734,2005,871,1134,960.36,417.57,43.5
CMP-MH-0735,LG-MH-0735,609,420,189,830.28,572.79,69.0
CMP-MN-0736,LG-MN-0736,2648,2409,239,1131.03,1029.08,91.0
CMP-ML-0737,LG-ML-0737,203,110,93,139.89,76.36,54.6
CMP-MZ-0738,LG-MZ-0738,1246,1081,165,1360.77,1181.2,86.8
CMP-NL-0739,LG-NL-0739,126,117,9,63.0,58.55,92.9
CMP-OD-0740,LG-OD-0740,2006,1984,22,842.04,832.89,98.9
CMP-PB-0741,LG-PB-0741,921,490,431,769.71,409.69,53.2
CMP-RJ-0742,LG-RJ-0742,1201,753,448,2015.85,1264.72,62.7
CMP-SK-0743,LG-SK-0743,303,251,52,392.16,326.07,83.1
CMP-TN-0744,LG-TN-0744,1795,1095,700,2280.54,1392.16,61.0
CMP-TS-0745,LG-TS-0745,1571,640,931,1681.62,685.12,40.7
CMP-TR-0746,LG-TR-0746,712,305,407,404.01,173.19,42.9
CMP-UP-0747,LG-UP-0747,890,680,210,1270.35,970.78,76.4
CMP-UK-0748,LG-UK-0748,183,181,2,117.15,115.98,99.0
CMP-WB-0749,LG-WB-0749,2197,2085,112,2300.97,2184.18,94.9
CMP-AN-0750,LG-AN-0750,158,149,9,99.06,93.89,94.8
CMP-CH-0751,LG-CH-0751,127,44,83,168.36,59.2,35.2
CMP-DH-0752,LG-DH-0752,1152,820,332,712.08,506.89,71.2
CMP-DL-0753,LG-DL-0753,378,120,258,260.22,83.14,32.0
CMP-JK-0754,LG-JK-0754,379,264,115,585.0,407.72,69.7
CMP-LA-0755,LG-LA-0755,426,355,71,776.04,648.46,83.6
CMP-LD-0756,LG-LD-0756,500,175,325,206.4,72.38,35.1
CMP-PY-0757,LG-PY-0757,943,464,479,336.96,166.0,49.3
CMP-AP-0758,LG-AP-0758,2444,1780,664,1957.77,1426.62,72.9
CMP-AR-0759,LG-AR-0759,509,448,61,1018.41,896.92,88.1
CMP-AS-0760,LG-AS-0760,706,574,132,454.5,370.1,81.4
CMP-BR-0761,LG-BR-0761,111,103,8,100.71,93.71,93.0
CMP-CG-0762,LG-CG-0762,416,374,42,478.83,430.72,90.0
CMP-GA-0763,LG-GA-0763,723,578,145,829.11,663.44,80.0
CMP-GJ-0764,LG-GJ-0764,204,195,9,371.22,355.5,95.8
CMP-HR-0765,LG-HR-0765,1392,1258,134,1893.33,1711.5,90.4
CMP-HP-0766,LG-HP-0766,976,288,688,443.61,131.15,29.6
CMP-JH-0767,LG-JH-0767,1862,1592,270,1027.95,879.32,85.5
CMP-KA-0768,LG-KA-0768,530,480,50,170.37,154.42,90.6
CMP-KL-0769,LG-KL-0769,1264,968,296,734.04,562.29,76.6
CMP-MP-0770,LG-MP-0770,978,858,120,1042.65,915.18,87.8
CMP-MH-0771,LG-MH-0771,233,218,15,414.87,389.44,93.9
CMP-MN-0772,LG-MN-0772,407,197,210,824.82,399.96,48.5
CMP-ML-0773,LG-ML-0773,544,497,47,918.99,841.17,91.5
CMP-MZ-0774,LG-MZ-0774,918,684,234,1960.08,1462.39,74.6
CMP-NL-0775,LG-NL-0775,936,881,55,515.64,485.61,94.2
CMP-OD-0776,LG-OD-0776,1255,1148,107,1375.95,1258.72,91.5
CMP-PB-0777,LG-PB-0777,392,248,144,568.74,360.48,63.4
CMP-RJ-0778,LG-RJ-0778,2527,1568,959,2003.88,1243.79,62.1
CMP-SK-0779,LG-SK-0779,1146,502,644,2144.04,939.28,43.8
CMP-TN-0780,LG-TN-0780,72,62,10,21.03,18.11,86.1
CMP-TS-0781,LG-TS-0781,1130,624,506,1602.09,885.81,55.3
CMP-TR-0782,LG-TR-0782,1244,955,289,1099.41,844.41,76.8
CMP-UP-0783,LG-UP-0783,2060,1892,168,667.86,613.6,91.9
CMP-UK-0784,LG-UK-0784,1304,1098,206,2013.36,1695.72,84.2
CMP-WB-0785,LG-WB-0785,1108,1083,25,532.14,520.53,97.8
CMP-AN-0786,LG-AN-0786,329,143,186,158.22,68.84,43.5
CMP-CH-0787,LG-CH-0787,318,314,4,313.65,309.84,98.8
CMP-DH-0788,LG-DH-0788,818,355,463,1026.75,445.85,43.4
CMP-DL-0789,LG-DL-0789,1024,996,28,1255.32,1222.2,97.4
CMP-JK-0790,LG-JK-0790,907,876,31,1009.83,976.32,96.7
CMP-LA-0791,LG-LA-0791,421,325,96,131.1,101.34,77.3
CMP-LD-0792,LG-LD-0792,846,516,330,725.31,443.18,61.1
CMP-PY-0793,LG-PY-0793,915,485,430,398.49,211.32,53.0
CMP-AP-0794,LG-AP-0794,1005,455,550,1381.41,626.02,45.3
CMP-AR-0795,LG-AR-0795,1947,1770,177,2325.51,2114.84,90.9
CMP-AS-0796,LG-AS-0796,191,127,64,556.26,372.16,66.9
CMP-BR-0797,LG-BR-0797,904,690,214,1019.13,778.82,76.4
CMP-CG-0798,LG-CG-0798,1340,800,540,790.41,472.25,59.7
CMP-GA-0799,LG-GA-0799,1244,312,932,1342.89,337.02,25.1
CMP-GJ-0800,LG-GJ-0800,1314,773,541,1595.76,939.32,58.9
CMP-HR-0801,LG-HR-0801,409,322,87,165.81,130.66,78.8
CMP-HP-0802,LG-HP-0802,543,431,112,330.24,262.25,79.4
CMP-JH-0803,LG-JH-0803,1061,948,113,804.66,718.99,89.4
CMP-KA-0804,LG-KA-0804,69,67,2,40.74,39.62,97.3
CMP-KL-0805,LG-KL-0805,2846,2837,9,1907.97,1902.28,99.7
CMP-MP-0806,LG-MP-0806,1193,750,443,935.88,589.01,62.9
CMP-MH-0807,LG-MH-0807,283,110,173,367.2,143.87,39.2
CMP-MN-0808,LG-MN-0808,319,271,48,144.6,123.09,85.1
CMP-ML-0809,LG-ML-0809,750,366,384,1596.54,780.75,48.9
CMP-MZ-0810,LG-MZ-0810,1482,794,688,1593.39,854.05,53.6
CMP-NL-0811,LG-NL-0811,1931,1495,436,793.17,614.21,77.4
CMP-OD-0812,LG-OD-0812,1030,781,249,299.07,226.92,75.9
CMP-PB-0813,LG-PB-0813,180,93,87,422.85,219.1,51.8
CMP-RJ-0814,LG-RJ-0814,1485,702,783,1192.95,564.6,47.3
CMP-SK-0815,LG-SK-0815,830,574,256,497.88,344.36,69.2
CMP-TN-0816,LG-TN-0816,108,33,75,228.87,71.2,31.1
CMP-TS-0817,LG-TS-0817,368,258,110,142.26,99.83,70.2
CMP-TR-0818,LG-TR-0818,1473,1311,162,615.57,548.07,89.0
CMP-UP-0819,LG-UP-0819,1195,855,340,1985.67,1421.28,71.6
CMP-UK-0820,LG-UK-0820,141,112,29,89.85,71.73,79.8
CMP-WB-0821,LG-WB-0821,1624,1277,347,646.68,508.85,78.7
CMP-AN-0822,LG-AN-0822,1144,817,327,2255.1,1611.92,71.5
CMP-CH-0823,LG-CH-0823,2096,918,1178,1794.0,785.87,43.8
CMP-DH-0824,LG-DH-0824,1208,1195,13,1227.12,1214.34,99.0
CMP-DL-0825,LG-DL-0825,2326,1988,338,502.98,429.93,85.5
CMP-JK-0826,LG-JK-0826,1019,687,332,2433.81,1642.87,67.5
CMP-LA-0827,LG-LA-0827,1155,916,239,307.59,244.18,79.4
CMP-LD-0828,LG-LD-0828,1207,464,743,941.04,362.25,38.5
CMP-PY-0829,LG-PY-0829,311,232,79,307.14,229.33,74.7
CMP-AP-0830,LG-AP-0830,239,143,96,114.48,68.72,60.0
CMP-AR-0831,LG-AR-0831,1726,1217,509,1606.29,1133.15,70.5
CMP-AS-0832,LG-AS-0832,942,752,190,677.04,540.82,79.9
CMP-BR-0833,LG-BR-0833,147,141,6,110.37,106.23,96.3
CMP-CG-0834,LG-CG-0834,257,161,96,220.08,138.72,63.0
CMP-GA-0835,LG-GA-0835,1377,712,665,313.8,162.39,51.7
CMP-GJ-0836,LG-GJ-0836,276,142,134,409.44,211.43,51.6
CMP-HR-0837,LG-HR-0837,1488,848,640,1092.54,623.36,57.1
CMP-HP-0838,LG-HP-0838,365,227,138,591.0,368.31,62.3
CMP-JH-0839,LG-JH-0839,417,301,116,444.21,321.14,72.3
CMP-KA-0840,LG-KA-0840,819,352,467,620.43,267.14,43.1
CMP-KL-0841,LG-KL-0841,472,243,229,886.74,457.08,51.5
CMP-MP-0842,LG-MP-0842,1489,1158,331,1852.65,1441.81,77.8
CMP-MH-0843,LG-MH-0843,203,137,66,379.38,257.79,68.0
CMP-MN-0844,LG-MN-0844,2141,1484,657,1058.28,734.0,69.4
CMP-ML-0845,LG-ML-0845,65,49,16,65.07,49.81,76.6
CMP-MZ-0846,LG-MZ-0846,643,377,266,592.62,348.1,58.7
CMP-NL-0847,LG-NL-0847,381,339,42,803.34,715.16,89.0
CMP-OD-0848,LG-OD-0848,2949,1377,1572,625.05,292.0,46.7
CMP-PB-0849,LG-PB-0849,365,96,269,699.72,184.04,26.3
CMP-RJ-0850,LG-RJ-0850,266,250,16,390.6,367.38,94.1
CMP-SK-0851,LG-SK-0851,245,167,78,200.1,136.72,68.3
CMP-TN-0852,LG-TN-0852,368,251,117,459.6,313.99,68.3
CMP-TS-0853,LG-TS-0853,154,151,3,133.68,131.37,98.3
CMP-TR-0854,LG-TR-0854,1395,1303,92,1248.66,1167.06,93.5
CMP-UP-0855,LG-UP-0855,966,687,279,1528.77,1088.18,71.2
CMP-UK-0856,LG-UK-0856,187,127,60,101.31,68.91,68.0
CMP-WB-0857,LG-WB-0857,1191,732,459,1778.67,1093.91,61.5
CMP-AN-0858,LG-AN-0858,918,893,25,1792.35,1743.59,97.3
CMP-CH-0859,LG-CH-0859,2167,2125,42,2293.17,2249.35,98.1
CMP-DH-0860,LG-DH-0860,1657,773,884,1001.19,467.09,46.7
CMP-DL-0861,LG-DL-0861,928,846,82,519.75,473.84,91.2
CMP-JK-0862,LG-JK-0862,1065,1038,27,354.54,345.55,97.5
CMP-LA-0863,LG-LA-0863,643,272,371,250.17,105.92,42.3
CMP-LD-0864,LG-LD-0864,838,128,710,566.79,86.77,15.3
CMP-PY-0865,LG-PY-0865,2098,1741,357,1796.4,1490.99,83.0
CMP-AP-0866,LG-AP-0866,2245,1657,588,1281.78,946.31,73.8
CMP-AR-0867,LG-AR-0867,1502,1473,29,894.18,877.3,98.1
CMP-AS-0868,LG-AS-0868,741,385,356,1581.45,823.03,52.0
CMP-BR-0869,LG-BR-0869,546,398,148,510.24,372.09,72.9
CMP-CG-0870,LG-CG-0870,1821,1525,296,902.22,755.77,83.8
CMP-GA-0871,LG-GA-0871,291,201,90,525.9,364.06,69.2
CMP-GJ-0872,LG-GJ-0872,644,445,199,620.13,428.54,69.1
CMP-HR-0873,LG-HR-0873,617,352,265,1216.23,694.1,57.1
CMP-HP-0874,LG-HP-0874,1375,1313,62,627.45,599.44,95.5
CMP-JH-0875,LG-JH-0875,874,374,500,1356.27,580.81,42.8
CMP-KA-0876,LG-KA-0876,1085,646,439,1102.68,656.87,59.6
CMP-KL-0877,LG-KL-0877,1044,361,683,696.39,241.1,34.6
CMP-MP-0878,LG-MP-0878,769,754,15,844.86,828.4,98.1
CMP-MH-0879,LG-MH-0879,904,832,72,788.52,726.1,92.1
CMP-MN-0880,LG-MN-0880,709,251,458,330.18,116.93,35.4
CMP-ML-0881,LG-ML-0881,290,183,107,429.42,271.27,63.2
CMP-MZ-0882,LG-MZ-0882,1986,929,1057,502.53,235.18,46.8
CMP-NL-0883,LG-NL-0883,1009,868,141,734.1,632.1,86.1
CMP-OD-0884,LG-OD-0884,652,448,204,998.7,686.93,68.8
CMP-PB-0885,LG-PB-0885,411,174,237,220.23,93.36,42.4
CMP-RJ-0886,LG-RJ-0886,2006,1230,776,2139.48,1311.99,61.3
CMP-SK-0887,LG-SK-0887,444,351,93,154.35,122.23,79.2
CMP-TN-0888,LG-TN-0888,1757,1270,487,568.59,411.03,72.3
CMP-TS-0889,LG-TS-0889,220,188,32,467.01,400.59,85.8
CMP-TR-0890,LG-TR-0890,622,297,325,517.17,247.01,47.8
CMP-UP-0891,LG-UP-0891,391,386,5,316.56,312.71,98.8
CMP-UK-0892,LG-UK-0892,877,716,161,738.03,603.0,81.7
CMP-WB-0893,LG-WB-0893,482,175,307,862.68,313.63,36.4
CMP-AN-0894,LG-AN-0894,422,111,311,499.38,132.16,26.5
CMP-CH-0895,LG-CH-0895,939,936,3,861.27,858.56,99.7
CMP-DH-0896,LG-DH-0896,477,452,25,242.37,229.94,94.9
CMP-DL-0897,LG-DL-0897,740,438,302,221.85,131.59,59.3
CMP-JK-0898,LG-JK-0898,291,247,44,267.09,227.57,85.2
CMP-LA-0899,LG-LA-0899,413,383,30,573.81,533.43,93.0
CMP-LD-0900,LG-LD-0900,323,254,69,304.26,240.13,78.9
CMP-PY-0901,LG-PY-0901,2040,1821,219,1223.4,1092.25,89.3
CMP-AP-0902,LG-AP-0902,682,630,52,742.05,685.65,92.4
CMP-AR-0903,LG-AR-0903,2119,1532,587,660.0,477.2,72.3
CMP-AS-0904,LG-AS-0904,385,348,37,386.61,350.39,90.6
CMP-BR-0905,LG-BR-0905,2757,2280,477,1369.83,1132.9,82.7
CMP-CG-0906,LG-CG-0906,764,521,243,1878.3,1282.48,68.3
CMP-GA-0907,LG-GA-0907,2337,1085,1252,1254.87,582.98,46.5
CMP-GJ-0908,LG-GJ-0908,619,411,208,290.61,193.0,66.4
CMP-HR-0909,LG-HR-0909,698,149,549,1148.82,245.89,21.4
CMP-HP-0910,LG-HP-0910,2225,1469,756,2069.61,1366.92,66.0
CMP-JH-0911,LG-JH-0911,1843,1352,491,1456.62,1069.23,73.4
CMP-KA-0912,LG-KA-0912,605,328,277,266.82,144.8,54.3
CMP-KL-0913,LG-KL-0913,1544,1342,202,1372.59,1193.84,87.0
CMP-MP-0914,LG-MP-0914,21,8,13,35.64,14.08,39.5
CMP-MH-0915,LG-MH-0915,1013,240,773,330.75,78.4,23.7
CMP-MN-0916,LG-MN-0916,100,80,20,87.57,70.88,80.9
CMP-ML-0917,LG-ML-0917,145,121,24,363.06,305.05,84.0
CMP-MZ-0918,LG-MZ-0918,1364,1173,191,1237.92,1065.47,86.1
CMP-NL-0919,LG-NL-0919,91,76,15,82.86,69.74,84.2
CMP-OD-0920,LG-OD-0920,514,266,248,493.08,255.86,51.9
CMP-PB-0921,LG-PB-0921,593,411,182,551.28,382.89,69.5
CMP-RJ-0922,LG-RJ-0922,712,586,126,323.91,266.97,82.4
CMP-SK-0923,LG-SK-0923,2280,985,1295,1001.49,432.93,43.2
CMP-TN-0924,LG-TN-0924,309,157,152,452.34,231.08,51.1
CMP-TS-0925,LG-TS-0925,1664,367,1297,1412.25,311.64,22.1
CMP-TR-0926,LG-TR-0926,2245,1207,1038,1548.21,833.01,53.8
CMP-UP-0927,LG-UP-0927,1350,1028,322,1342.77,1022.61,76.2
CMP-UK-0928,LG-UK-0928,561,301,260,358.23,192.3,53.7
CMP-WB-0929,LG-WB-0929,136,126,10,144.03,134.38,93.3
CMP-AN-0930,LG-AN-0930,2172,1605,567,2264.58,1674.02,73.9
CMP-CH-0931,LG-CH-0931,1236,829,407,363.39,243.81,67.1
CMP-DH-0932,LG-DH-0932,1543,1272,271,1772.58,1461.92,82.5
CMP-DL-0933,LG-DL-0933,735,679,56,714.06,660.36,92.5
CMP-JK-0934,LG-JK-0934,402,341,61,207.21,175.96,84.9
CMP-LA-0935,LG-LA-0935,2120,1151,969,1108.14,601.8,54.3
CMP-LD-0936,LG-LD-0936,1873,930,943,522.24,259.37,49.7
CMP-PY-0937,LG-PY-0937,1164,635,529,1085.79,593.15,54.6
CMP-AP-0938,LG-AP-0938,1261,1204,57,2261.67,2159.54,95.5
CMP-AR-0939,LG-AR-0939,743,649,94,483.06,422.5,87.5
CMP-AS-0940,LG-AS-0940,474,264,210,309.21,172.67,55.8
CMP-BR-0941,LG-BR-0941,1124,709,415,1542.6,973.9,63.1
CMP-CG-0942,LG-CG-0942,975,943,32,624.57,604.12,96.7
CMP-GA-0943,LG-GA-0943,134,128,6,251.61,241.16,95.8
CMP-GJ-0944,LG-GJ-0944,742,529,213,555.15,396.39,71.4
CMP-HR-0945,LG-HR-0945,61,21,40,133.59,47.75,35.7
CMP-HP-0946,LG-HP-0946,114,99,15,93.24,81.15,87.0
CMP-JH-0947,LG-JH-0947,160,151,9,134.67,127.43,94.6
CMP-KA-0948,LG-KA-0948,333,147,186,243.03,107.74,44.3
CMP-KL-0949,LG-KL-0949,1293,350,943,655.77,177.9,27.1
CMP-MP-0950,LG-MP-0950,702,188,514,243.75,65.36,26.8
CMP-MH-0951,LG-MH-0951,1007,784,223,1444.89,1125.53,77.9
CMP-MN-0952,LG-MN-0952,1522,1490,32,1368.39,1339.74,97.9
CMP-ML-0953,LG-ML-0953,1738,1412,326,1749.96,1422.55,81.3
CMP-MZ-0954,LG-MZ-0954,1712,1353,359,1694.01,1339.13,79.1
CMP-NL-0955,LG-NL-0955,546,293,253,1499.31,806.14,53.8
CMP-OD-0956,LG-OD-0956,267,150,117,218.46,123.25,56.4
CMP-PB-0957,LG-PB-0957,1214,1036,178,840.75,717.78,85.4
CMP-RJ-0958,LG-RJ-0958,281,178,103,564.54,357.71,63.4
CMP-SK-0959,LG-SK-0959,247,242,5,198.57,194.9,98.2
CMP-TN-0960,LG-TN-0960,115,106,9,255.96,236.17,92.3
CMP-TS-0961,LG-TS-0961,926,876,50,431.61,408.39,94.6
CMP-TR-0962,LG-TR-0962,271,256,15,295.32,279.06,94.5
CMP-UP-0963,LG-UP-0963,49,41,8,100.95,84.58,83.8
CMP-UK-0964,LG-UK-0964,303,55,248,271.35,49.76,18.3
CMP-WB-0965,LG-WB-0965,486,423,63,1414.32,1232.03,87.1
CMP-AN-0966,LG-AN-0966,1680,1496,184,1587.78,1414.61,89.1
CMP-CH-0967,LG-CH-0967,832,694,138,297.39,248.23,83.5
CMP-DH-0968,LG-DH-0968,1761,1451,310,797.76,657.61,82.4
CMP-DL-0969,LG-DL-0969,975,343,632,973.92,342.92,35.2
CMP-JK-0970,LG-JK-0970,863,688,175,1022.73,815.44,79.7
CMP-LA-0971,LG-LA-0971,839,639,200,1343.19,1023.55,76.2
CMP-LD-0972,LG-LD-0972,916,572,344,394.2,246.47,62.5
CMP-PY-0973,LG-PY-0973,859,346,513,408.09,164.76,40.4
CMP-AP-0974,LG-AP-0974,333,327,6,213.57,209.78,98.2
CMP-AR-0975,LG-AR-0975,1435,873,562,949.47,577.8,60.9
CMP-AS-0976,LG-AS-0976,1284,989,295,1084.14,835.59,77.1
CMP-BR-0977,LG-BR-0977,1504,1454,50,1772.43,1713.84,96.7
CMP-CG-0978,LG-CG-0978,78,44,34,81.93,47.1,57.5
CMP-GA-0979,LG-GA-0979,425,376,49,1078.86,956.83,88.7
CMP-GJ-0980,LG-GJ-0980,541,391,150,1341.3,970.47,72.4
CMP-HR-0981,LG-HR-0981,648,531,117,1053.27,863.99,82.0
CMP-HP-0982,LG-HP-0982,58,53,5,142.74,130.49,91.4
CMP-JH-0983,LG-JH-0983,1495,1094,401,2362.65,1729.81,73.2
CMP-KA-0984,LG-KA-0984,1122,663,459,351.72,208.03,59.1
CMP-KL-0985,LG-KL-0985,1125,1039,86,272.97,252.23,92.4
CMP-MP-0986,LG-MP-0986,567,445,122,785.73,617.68,78.6
CMP-MH-0987,LG-MH-0987,2140,1863,277,1246.35,1085.26,87.1
CMP-MN-0988,LG-MN-0988,766,273,493,280.83,100.37,35.7
CMP-ML-0989,LG-ML-0989,694,557,137,693.36,556.57,80.3
CMP-MZ-0990,LG-MZ-0990,448,385,63,440.13,378.61,86.0
CMP-NL-0991,LG-NL-0991,476,470,6,323.79,320.01,98.8
CMP-OD-0992,LG-OD-0992,484,147,337,662.4,202.17,30.5
CMP-PB-0993,LG-PB-0993,1022,784,238,340.62,261.46,76.8
CMP-RJ-0994,LG-RJ-0994,1350,933,417,1004.88,694.98,69.2
CMP-SK-0995,LG-SK-0995,906,844,62,402.6,375.08,93.2
CMP-TN-0996,LG-TN-0996,1654,1204,450,757.65,551.56,72.8
CMP-TS-0997,LG-TS-0997,947,516,431,2443.74,1333.4,54.6
CMP-TR-0998,LG-TR-0998,464,227,237,156.9,77.06,49.1
CMP-UP-0999,LG-UP-0999,1152,1100,52,1371.51,1310.22,95.5
CMP-UK-1000,LG-UK-1000,1631,1292,339,613.02,485.97,79.3
CMP-WB-1001,LG-WB-1001,328,222,106,96.72,65.7,67.9
CMP-AN-1002,LG-AN-1002,235,226,9,66.48,64.14,96.5
CMP-CH-1003,LG-CH-1003,94,62,32,193.05,128.03,66.3
CMP-DH-1004,LG-DH-1004,797,532,265,1277.4,852.93,66.8
CMP-DL-1005,LG-DL-1005,2054,839,1215,1892.13,773.79,40.9
CMP-JK-1006,LG-JK-1006,1683,1682,1,500.49,500.39,100.0
CMP-LA-1007,LG-LA-1007,1599,1516,83,1806.72,1713.15,94.8
CMP-LD-1008,LG-LD-1008,613,477,136,1467.03,1141.59,77.8
CMP-PY-1009,LG-PY-1009,616,514,102,536.43,447.84,83.5
CMP-AP-1010,LG-AP-1010,1572,1039,533,1540.56,1018.64,66.1
CMP-AR-1011,LG-AR-1011,36,26,10,48.48,35.31,72.8
CMP-AS-1012,LG-AS-1012,96,60,36,21.36,13.38,62.6
CMP-BR-1013,LG-BR-1013,904,866,38,977.82,936.8,95.8
CMP-CG-1014,LG-CG-1014,1771,957,814,2198.73,1188.17,54.0
CMP-GA-1015,LG-GA-1015,406,228,178,978.96,550.77,56.3
CMP-GJ-1016,LG-GJ-1016,817,328,489,1138.86,457.88,40.2
CMP-HR-1017,LG-HR-1017,464,364,100,730.05,573.32,78.5
CMP-HP-1018,LG-HP-1018,1621,1435,186,959.22,849.73,88.6
CMP-JH-1019,LG-JH-1019,1345,952,393,1165.98,826.11,70.9
CMP-KA-1020,LG-KA-1020,1564,1094,470,1574.19,1101.13,69.9
CMP-KL-1021,LG-KL-1021,1309,362,947,481.14,133.36,27.7
CMP-MP-1022,LG-MP-1022,2137,458,1679,971.79,208.54,21.5
CMP-MH-1023,LG-MH-1023,1414,1024,390,617.43,447.15,72.4
CMP-MN-1024,LG-MN-1024,1851,790,1061,1235.25,527.21,42.7
CMP-ML-1025,LG-ML-1025,648,560,88,1119.99,968.45,86.5
CMP-MZ-1026,LG-MZ-1026,46,31,15,37.83,26.08,68.9
CMP-NL-1027,LG-NL-1027,1133,530,603,845.46,395.72,46.8
CMP-OD-1028,LG-OD-1028,162,108,54,151.8,101.72,67.0
CMP-PB-1029,LG-PB-1029,628,622,6,414.93,411.1,99.1
CMP-RJ-1030,LG-RJ-1030,2712,2193,519,1429.77,1156.48,80.9
CMP-SK-1031,LG-SK-1031,655,598,57,788.43,720.76,91.4
CMP-TN-1032,LG-TN-1032,1584,1547,37,885.54,865.09,97.7
CMP-TS-1033,LG-TS-1033,273,182,91,436.26,292.01,66.9
CMP-TR-1034,LG-TR-1034,1148,1069,79,2022.42,1883.26,93.1
CMP-UP-1035,LG-UP-1035,1509,1450,59,1093.02,1050.86,96.1
CMP-UK-1036,LG-UK-1036,1558,1459,99,1416.81,1326.82,93.6
CMP-WB-1037,LG-WB-1037,888,664,224,620.55,464.48,74.9
CMP-AN-1038,LG-AN-1038,764,345,419,1003.23,454.28,45.3
CMP-CH-1039,LG-CH-1039,1025,965,60,583.29,549.51,94.2
CMP-DH-1040,LG-DH-1040,1931,1254,677,1566.9,1018.17,65.0
CMP-DL-1041,LG-DL-1041,2411,2342,69,709.5,689.4,97.2
CMP-JK-1042,LG-JK-1042,2289,2147,142,1484.94,1392.98,93.8
CMP-LA-1043,LG-LA-1043,369,337,32,427.68,391.04,91.4
CMP-LD-1044,LG-LD-1044,1341,618,723,1431.99,660.73,46.1
CMP-PY-1045,LG-PY-1045,909,654,255,940.47,677.33,72.0
CMP-AP-1046,LG-AP-1046,1620,1048,572,2052.6,1329.12,64.8
CMP-AR-1047,LG-AR-1047,732,475,257,1308.63,850.28,65.0
CMP-AS-1048,LG-AS-1048,1771,1217,554,902.79,620.73,68.8
CMP-BR-1049,LG-BR-1049,251,180,71,264.66,190.21,71.9
CMP-CG-1050,LG-CG-1050,502,461,41,797.97,733.08,91.9
CMP-GA-1051,LG-GA-1051,907,663,244,889.59,650.93,73.2
CMP-GJ-1052,LG-GJ-1052,640,268,372,516.27,216.39,41.9
CMP-HR-1053,LG-HR-1053,601,428,173,1091.49,777.33,71.2
CMP-HP-1054,LG-HP-1054,2619,2115,504,829.47,670.14,80.8
CMP-JH-1055,LG-JH-1055,892,859,33,1428.0,1376.4,96.4
CMP-KA-1056,LG-KA-1056,929,860,69,879.96,815.11,92.6
CMP-KL-1057,LG-KL-1057,2333,1716,617,1071.39,788.12,73.6
CMP-MP-1058,LG-MP-1058,1583,609,974,911.91,351.27,38.5
CMP-MH-1059,LG-MH-1059,231,152,79,181.47,120.07,66.2
CMP-MN-1060,LG-MN-1060,574,160,414,380.28,106.08,27.9
CMP-ML-1061,LG-ML-1061,202,130,72,155.55,100.86,64.8
CMP-MZ-1062,LG-MZ-1062,933,555,378,1203.63,716.75,59.5
CMP-NL-1063,LG-NL-1063,27,22,5,37.74,30.86,81.8
CMP-OD-1064,LG-OD-1064,643,390,253,252.06,152.98,60.7
CMP-PB-1065,LG-PB-1065,874,371,503,392.7,167.13,42.6
CMP-RJ-1066,LG-RJ-1066,1294,1211,83,907.08,849.57,93.7
CMP-SK-1067,LG-SK-1067,863,559,304,1047.6,679.04,64.8
CMP-TN-1068,LG-TN-1068,362,86,276,461.85,110.25,23.9
CMP-TS-1069,LG-TS-1069,661,469,192,1780.23,1265.06,71.1
CMP-TR-1070,LG-TR-1070,286,191,95,422.94,283.76,67.1
CMP-UP-1071,LG-UP-1071,805,514,291,805.23,514.26,63.9
CMP-UK-1072,LG-UK-1072,1236,1059,177,765.27,655.83,85.7
CMP-WB-1073,LG-WB-1073,1030,436,594,766.92,325.22,42.4
CMP-AN-1074,LG-AN-1074,124,91,33,46.77,34.48,73.7
CMP-CH-1075,LG-CH-1075,1969,1657,312,1603.5,1349.82,84.2
CMP-DH-1076,LG-DH-1076,631,535,96,1068.69,906.32,84.8
CMP-DL-1077,LG-DL-1077,1061,528,533,616.14,307.12,49.8
CMP-JK-1078,LG-JK-1078,2006,1768,238,595.62,525.01,88.1
CMP-LA-1079,LG-LA-1079,2339,2069,270,2223.51,1967.05,88.5
CMP-LD-1080,LG-LD-1080,1571,1058,513,2409.18,1623.93,67.4
CMP-PY-1081,LG-PY-1081,719,434,285,1635.0,988.43,60.5
CMP-AP-1082,LG-AP-1082,715,539,176,438.15,330.36,75.4
CMP-AR-1083,LG-AR-1083,1058,262,796,1006.14,249.41,24.8
CMP-AS-1084,LG-AS-1084,287,222,65,282.72,219.19,77.5
